PASID,objectType,broadperiod,periodFromName,periodToName,fromdate,todate,description,notes,workflow,materialTerm,secondaryMaterialTerm,subsequentActionTerm,discoveryMethod,datefound1,datefound2,TID,rallyName,weight,height,diameter,thickness,length,quantity,identifier,recorder,regionName,county,district,parish,fourFigure,gridSource,fourFigureLat,fourFigureLon,objectID,knownas,filename,imageLabel,imageCopyrightHolder,imageLicense,imageURL,thumbnail
727206,Unidentified Object,Bronze Age,Bronze Age,IRON AGE,-800,-600,"
An unidentifed copper-alloy object of probable early Iron Age or perhaps late Bronze Age date and of uncertain original extent. The object comprises a short arc which merges into a straight section, with a swelling where the two lengths join. The lower side of the swelling and the two present terminals all have pronounced hollows each of which is orientated along the length of the object. Both terminals expand. The curving length appears plain but is corroded and is possibly decorated with a line of dots. The straight length is decorated on three sides with a band of repeating punched linear curving indentations. The central swelling is decorated on one side with cast raised concentric circles; the opposite side is plain and flat. A short ridge on the inner face of this swelling separates it from the curved end.
",,4,Copper alloy,,Returned to finder,Metal detector,,,,,8.8,,,,49.18,1,Margaret Broomfield,Margaret Broomfield,West Midlands,Warwickshire,Stratford-on-Avon,Whitchurch,SP2247,GPS (from the finder),52.12088171,-1.68009422,SUR-D8B34B,,15778.JPG,Iron Age: Unidentified object,Surrey County Council,Attribution License,https://finds.org.uk/images/dwilliams/15778.JPG,https://finds.org.uk/images/thumbnails/524892.jpg
727207,Spear,Bronze Age,Bronze Age,BRONZE AGE,-900,-600,"
The tip of a copper-alloy spearhead of probable late Bronze Age date. The tip is rounded in section and thins rapidly to blades which remain sharp.
",,4,Copper alloy,,Returned to finder,Metal detector,2015-03-08T00:00:00Z,,,,9.02,,,6.49,32.39,1,Margaret Broomfield,Margaret Broomfield,West Midlands,Warwickshire,Stratford-on-Avon,Whitchurch,SP2247,GPS (from the finder),52.12088171,-1.68009422,SUR-D8BC05,,15779.JPG,Bronze Age: Spear tip,Surrey County Council,Attribution License,https://finds.org.uk/images/dwilliams/15779.JPG,https://finds.org.uk/images/thumbnails/524930.jpg
727208,Axe,Bronze Age,Bronze Age,IRON AGE,-800,-600,"A poorly cast late Bronze Age or early Iron Age copper alloy miniature socketed axe, 30.20mm long, with a prominent loop handle. The axe retains fired clay in its socket.",,4,Copper alloy,,Returned to finder,Metal detector,2015-03-14T00:00:00Z,,,,16.93,,,10.15,30.2,1,Margaret Broomfield,Margaret Broomfield,West Midlands,Warwickshire,Stratford-on-Avon,Whitchurch,SP2247,GPS (from the finder),52.12088171,-1.68009422,SUR-D8C50A,,15780.JPG,Bronze Age: Miniature socketed axe,Surrey County Council,Attribution License,https://finds.org.uk/images/dwilliams/15780.JPG,https://finds.org.uk/images/thumbnails/524937.jpg
727209,Axe,Bronze Age,Bronze Age,IRON AGE,-800,-600,"A poorly cast copper-alloy minature late Bronze Age to early Iron Age socketed axe, 23.11mm long. The axe has an empty socket and the loop handle is not open. There appears to be a casting runner on the blade end",,4,Copper alloy,,Returned to finder,Metal detector,2015-03-08T00:00:00Z,,,,10.02,,,8.47,23.11,1,Margaret Broomfield,Margaret Broomfield,West Midlands,Warwickshire,Stratford-on-Avon,Whitchurch,SP2247,GPS (from the finder),52.12088171,-1.68009422,SUR-D8CB18,,15781.JPG,Bronze Age: Miniature socketed axe,Surrey County Council,Attribution License,https://finds.org.uk/images/dwilliams/15781.JPG,https://finds.org.uk/images/thumbnails/524938.jpg
727210,Miniature Object,Bronze Age,Bronze Age,IRON AGE,-800,-600,"A poorly cast copper alloy miniature late Bronze Age or early Iron Age socketed axe, 17.47mm long. The axe has a filled socket.",,3,Copper alloy,,Returned to finder,Metal detector,2015-03-28T00:00:00Z,,,,5.45,,,5.62,17.47,1,Margaret Broomfield,Margaret Broomfield,West Midlands,Warwickshire,Stratford-on-Avon,Whitchurch,SP2247,GPS (from the finder),52.12088171,-1.68009422,SUR-D8D126,,15782.JPG,Bronze Age: Miniature socketed axe,Surrey County Council,Attribution License,https://finds.org.uk/images/dwilliams/15782.JPG,https://finds.org.uk/images/thumbnails/524944.jpg
727211,Metal Working Debris,Bronze Age,Bronze Age,IRON AGE,-800,-600,"
A fragment of possible Bronze Age or early Iron Age copper-alloy metal working debris.
",,4,Copper alloy,,Returned to finder,Metal detector,2015-03-08T00:00:00Z,,,,1.45,,,2.87,15.99,1,Margaret Broomfield,Margaret Broomfield,West Midlands,Warwickshire,Stratford-on-Avon,Whitchurch,SP2247,GPS (from the finder),52.12088171,-1.68009422,SUR-D8DE2C,,15783.JPG,Bronze Age: Metalworking debris,Surrey County Council,Attribution License,https://finds.org.uk/images/dwilliams/15783.JPG,https://finds.org.uk/images/thumbnails/524948.jpg
727212,Metal Working Debris,Bronze Age,Bronze Age,IRON AGE,-800,-600,"
A fragment of possible Bronze Age or early Iron Age copper alloy metal working debris.
",,4,Copper alloy,,Returned to finder,Metal detector,2015-03-08T00:00:00Z,,,,1.22,,,,10.06,1,Margaret Broomfield,Margaret Broomfield,West Midlands,Warwickshire,Stratford-on-Avon,Whitchurch,SP2247,GPS (from the finder),52.12088171,-1.68009422,SUR-D8E244,,15784.JPG,Bronze Age: Metalworking debris,Surrey County Council,Attribution License,https://finds.org.uk/images/dwilliams/15784.JPG,https://finds.org.uk/images/thumbnails/524950.jpg
727334,Awl,Bronze Age,Bronze Age,BRONZE AGE,-1000,-701,"Incomplete Late Bronze Age copper alloy awl, part of the tapering, square-sectioned tang missing. The point starts with an octagonal cross-section which soons becomes round. The point remains quite sharp. Extant length 45.9mm. Width 8.8mm. Weight 8.47g. c.1000 - c.700 BC.



Field SC",,4,Copper alloy,,Returned to finder,Metal detector,2015-03-01T00:00:00Z,2015-03-30T23:00:00Z,,,8.47,,,,45.9,1,Andrew Rogerson,Andrew Rogerson,Eastern,Norfolk,Breckland,Great Ellingham,TM0298,Centred on field,52.54236887,0.97739826,NMS-ED0E1C,,59794_ED0E1C_LBA_Awl_ILL.jpg,Incomplete Late Bronze Age awl,Norfolk County Council,Attribution License,https://finds.org.uk/images/awilliamsnorfolk/59794_ED0E1C_LBA_Awl_ILL.jpg,https://finds.org.uk/images/thumbnails/1156080.jpg
727558,Hoard,Bronze Age,Bronze Age,BRONZE AGE,-1150,-800,"Late Bronze Age hoard of five objects.




1. Penannular ring (PRN 32821)
Maximum external diameter (side to side) 19.5mm; maximum diameter of bar (top to bottom) 6.3-6.5mm; weight 18.75g.



This is a complete and small penannular ring decorated with a silvery gold inlayed strip. The ring is of solid gold bar construction and was made of a straight, round sectioned bar, which was bent round into a penannular shape. Around the gold core, a silvery strip was inlaid in continuous spiral fashion to provide a striped colour effect, with seven stripes around each face. The silvery gold stripes are relatively wide, 1.3mm wide on the interior side and 3.0-3.5mm wide on the exterior surface. They are visible as darker areas of surface pitting, caused by the differential corrosion of the silver within this alloy. One side of the ring has been differentially worn during its life and the inset stripes of silvery gold have completely worn away, exposing continuous areas of gold. Some striations on the outer surfaces of the penannular ring were probably caused after burial and during more recent disturbance in the soil.




2. Plano-convex ingot / cake fragment



Maximum surviving length 63.3mm; maximum surviving width 60.9mm; maximum thickness

31.2mm; surviving weight 412.8g.



Sizeable fragment of ingot with worn upper and lower surfaces and rounded worn breaks. The lower surface is convex in shape and the upper surface is relatively flat. No edge sections are apparent, but distinct thinning evident in two areas in side-section, suggesting areas approaching edges of ingot. Some interior vesicles evident along breaks. Brown patination with areas of green mottling visible.



3. Small ingot / cake fragment



Maximum surviving length 39.6mm; maximum surviving width 28.7mm; maximum surviving thickness 14.8mm; surviving weight 53.0g.



Small and irregularly shaped copper alloy fragment, with no clear evidence of original ingot shape. One surface is convex, the other irregular. All surfaces and breaks are worn. Patches of brown patination within overall grey green patination.



4. Ingot / cake fragment



Maximum surviving length 30.2mm; maximum surviving width 29.2mm; maximum surviving thickness 14.9mm; surviving weight 37.9g.



Small and irregularly shaped copper alloy fragment, with no clear evidence of original ingot shape. One surface is reasonably flat, the other irregular. All surfaces and breaks are worn. Vesicles visible in side breaks. Patches of grey green patination within overall brown patination.



5. Spatulate ended tool (PAS 2013/028/001)



Length 79.5mm; width of spatulate end 5.3mm; weight 25.3g.



This is a square-sectioned copper alloy tool with a flat top. It tapers and thins at the opposite end, in both planes, expanding again slightly to form a spatulate shaped working end. This has a rounded, but asymmetric end profile. The tool bends in side view, from near the midpoint along its length and towards the spatulate shaped working end. Surfaces are etched with a brown patination and there are localised surface grey-green coloured corrosion patches.



The penannular ring belongs to a class of artefact which has been termed 'hair-rings' and 'ring-money' (Taylor 1980; Green 1988; Eogan 1994; 1997; Varndell 2001; Hobbs 2003; Meeks et al 2008; O'Connor et al 2008). Their function remains uncertain, although it is likely that they were personal adornments, possibly worn on the ears or nose, rather than being hair-ornaments or items of exchange. Relatively few examples have been dated through associated finds, archaeological investigation or radiocarbon dating, however burials in Belgium, northeast France and The Netherlands and secondly, Scottish and Irish hoard associations, have suggested a date belonging to the Ewart Park phase of the Late Bronze Age, between 1000-800BC (e.g. Eogan 1997). However, in recent years, the evidence for their earlier development and longer period of manufacture and circulation has been growing (e.g. Raftery 2004, 87-8; Needham 2007, 26-33, Figs. 17.3-4). Therefore, on comparative stylistic grounds, the penannular ring may be dated to the Middle or Late Bronze Age (1300-800BC).



It is possible to be confident that the large ingot fragment (No. 2 above) is part of a plano-convex ingot or cake of Late Bronze Age date. Its convex underside, thinning to margins indicating an oval shape in plan view and of a size consistent with others viewed, together with the presence of interior vesicles, provide some morphological support for this identification. Moreover, metallurgical analysis has demonstrated the ingot to be of copper with a small lead component and trace antimony and arsenic presences, again consistent with other recently tested Late Bronze Age ingot discoveries from west Wales. Its worn surfaces and breaks suggest that the ingot was disturbed from its original burial context by recent farming activity, having eroded at a shallow depth (10-13cm) within a cultivated and aerated soil for some time. The same disturbed and dispersed location is likely to be true for the penannular ring, also found at shallow depth (7-8cm). However, being of gold, this artefact was not prone to erosion and corrosion in the same way.



The two probable small ingot fragments (Nos. 3 & 4) are not large enough to retain diagnostic morphological features, permitting certain identification as plano-convex ingots in their own right. However, the presence of interior vesicles and very similar worn state is consistent with the larger ingot fragment, and their geographical location within the same field and less than 200m apart do tend to support their identification as probable small plano-convex ingot fragments of Late Bronze Age date. Their metallurgical composition - copper with small lead components and trace antimony and arsenic presences - is also the same as that of the large ingot fragment (No. 2), providing further supporting evidence for this interpretation. Their dispersal from each other and the penannular ring and their worn state also suggest relatively recent disturbance from the original burial context, and erosion at shallow depths (10-13cm) within a cultivated and aerated soil.



Cake ingots are known in hoards of the Wilburton phase of the Late Bronze Age (1150-950 BC), with examples from Wales found within the Guilsfield, Powys hoard (Savory 1965; 1980, 117-8, Cat. 268 & Fig. 38). However, plano-convex ingots of copper and bronze are much more common components of Ewart Park hoards of the Late Bronze Age (1000-800 BC). Over 40 Ewart Park hoards, mostly from East Anglia, Essex and Kent, reported as treasure between 2003 and 2008 have contained plano-convex ingots (also termed cake ingots and bun-shaped ingots) (DCMS 2004; 2007; British Museum 2008; 2009; 2010). In south-east Wales, the Cowbridge, Glascoed, Llancarfan 1 and St Nicholas hoards have contained plano-convex bronze ingot fragments as a minority element represented within them (Gwilt 2004b; 2008). In the light of the dating evidence for plano-convex ingots, the combined evidence suggests that the penannular ring and ingots were probably buried together as a hoard during the Ewart Park phase of the Late Bronze Age (1000-800 BC). In other words, both penannular rings and plano-convex ingots were being made and in circulation at this same time.

The spatulate ended tool (No. 5 above; PAS (GAT) 2013/028/001) with a square-sectioned shaft, discovered and reported subsequently to the penannular ring and ingots and from the north east corner of the same field, has proven impossible, at the current time, to relate and parallel with similar artefacts of demonstrable Late Bronze Age date. Metallurgical analysis has indicated it is made of copper, with a significant presence of bismuth. While copper is potentially consistent with a Late Bronze Age date, the presence of bismuth at the levels seen is felt to be anomalous for this period, making a post-medieval date more likely. On the current balance of evidence, this artefact cannot be confidently interpreted as once a directly associated and a contemporary component of this Late Bronze Age hoard.



~~The spatulate ended tool (No. 5) cannot, on the balance of the evidence available, be associated with the hoard: no close Late Bronze Age parallels can be found, while its metal composition does not match the ingots (Nos. 2-4) or the common signature of Late Bronze Age artefact signatures. Therefore, it is my opinion that this object cannot be considered as treasure.","Metallurgical analysis (MD & AG)



Results



The penannular ring had a composition of approximately 78.5% gold, 17.5% silver and 3% copper.

The three ingot fragments were found to be of copper, with small lead components and trace arsenic and antimony presences. The spatulate ended tool was of copper, with a presence of bismuth detected.



Interpretation



The composition of the penannular ring was consistent with comparable Middle to Late Bronze Age gold compositions, with small amounts of copper deliberately alloyed with the gold at this time to improve its colour properties. The approximately 3% of copper detected suggests it registered from within the gold and is consistent with the suggestion that the ring is of solid gold bar construction.



Copper with a small lead component is a typical composition for plano-convex ingots of Late Bronze Age date and paralleled in many Late Bronze Age hoards containing an ingot component. The absence of zinc within any of the ingots provides no evidence to support a Roman or later date of manufacture.



The level of bismuth registering within the spatulate ended tool is regarded as being too high for a metal of Late Bronze Age date. This composition is more characteristic of an artefact and technology of probable post-medieval date.",3,Gold,Copper alloy,Acquired by museum after being declared Treasure,Metal detector,2013-05-15T23:00:00Z,,2013TW13,,,,,,,5,Adam Gwilt,Adam Gwilt,Wales,Isle of Anglesey,Isle of Anglesey,Cwm Cadnant,SH5875,From a paper map,53.25295572,-4.12991271,NMGW-04216C,,DH007017_01.jpg,"Late Bronze Age hoard from Cwm Cadnant Community, Anglesey",National Museum Wales ,Attribution License,https://finds.org.uk/images/mlodwick/DH007017_01.jpg,https://finds.org.uk/images/thumbnails/521622.jpg
727618,Hoard,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,"Late Bronze Age hoard of two ribbed socketed axes.



1. Ribbed socketed axe - Croxton Type / Class B Southern English ribbed axe



Dimensions: maximum length 102.9mm; blade width 51.3mm; combined weight (including socketed axe fragment 2) 420.8g.



This is a complete and slender socketed axe with a flared trumpet shaped mouth and a wide collar band. The axe is sub-rectangular in cross-section with slightly concave sides expanding to a widened and curved cutting edge. The mouth of the axe is deep, front to back, and of sub-rectangular shape with curved corners. The mouth tops surface is flat with no clear indication of runner stubs or scars. Two ribs and two edge ribs, all near parallel, descend from the base of the collar band, extending approximately half way down the axe faces. A wide loop descends from the lower side of the collar band, while the casting seams have been carefully removed, probably by filing and hammering down each side of the axe. On the blade bevel, surface striations parallel to the cutting edge are evident, indicating the blade was sharpened for use. The axe has a brown patina. Localised patches of blue coloured surface corrosion are evident on one face, raising the possibility that the axe burnt immediately before being placed in the ground.



2. Ribbed socketed axe fragment - South Wales Type socketed axe (wedged into socket of axe 1)



Dimensions: maximum surviving length in the range of 53-57mm (not precisely ascertainable); surviving external width at mouth 31.3mm; combined weight (including socketed axe 1) 420.8g.



This is a mouth, upper face and side fragment of a broad socketed axe with a rectangular cross-section, which has been deliberately forced into the socket of axe 1 (above). The axe has a prominent out-splayed mouth moulding with a flat top. Two projecting runner stubs are evident on the mouth top surface, one located down the mid face section and the other down the mid side section (i.e. at 90 degrees to each other). Two, widely splayed ribs are evident on this partial face fragment, descending from the underside of the mouth and down the face of the axe. A prominent casting seam is evident down the non-loop side of this axe, indicating minimal finishing after casting. The axe fragment has a grey-green coloured patina.","The complete socketed axe (No. 1 above) may be identified as of Croxton Type, also known as a particular form of Class B - Southern English ribbed axes (Northover unpublished, 267; Needham 1990, 32-8). The Croxton type, with its diagnostic flaring trumpet mouth, deep collar band and ribs is so named after a defining example found in Cheshire, within a wider frequency observed along the Welsh Marches (Northover unpublished, 267). It is one form within a wider variety of Class B ribbed axes, found in hoards and as single finds across southern Britain. They are almost always found within hoards dating to the Ewart Park phase (1000-800 BC) of the Late Bronze Age (Needham 1996; Needham et al 1997). Croxton Type socketed axes have been found in increasing numbers of hoards across south east Wales in recent years, with examples in the Pendoylan, Llantwit Major, Wick, Tal-y-garn 1 and Colwinston (Vale of Glamorgan) hoards and an additional example from the St Arvans (Monmouthshire) hoard (Storrie 1887; Fox 1926; GGAT 1977-8; Metcalf & Lambert 1979; Savory 1980, Cats. 280 & 281; 1984, 441b; Northover unpublished, H79 & H124; Gwilt 2004, Appendix 1, Cat. 10; Gwilt & Lodwick 2003; 2004; Lodwick & Gwilt 2007; Gwilt et al 2013a).



The fragmentary socketed axe (No. 2 above) wedged into the socket of the complete axe may be identified as of South Wales Type, dating to the Ewart Park phase of the Late Bronze Age (1000-800 BC). The combination of pronounced out-splayed mouth, four-runner casting technology, blocky rectangular form, ribs descending from the underside of the collar and poorly finished state following casting are all diagnostic elements, in combination helping to identify it to this type (e.g. Needham 1981, 31; Northover unpublished, 259-60; Burgess 2012, 239 & Fig. 1). These socketed axes and their variant forms a frequent and dominating element within Ewart Park hoards across south east Wales (e.g. McNeil 1973, Fig. 9; Moore 1978; Savory 1980, 49, 120-2; Needham 1981; Gwilt 2004). Here, over thirty hoards now contain at least 140 examples. They are also frequent smaller presences in contemporary hoards across mid and north-east Wales, south western and England, southern England and northern France, with occasional outliers in northern Britain and Ireland (McNeil 1973, 61-4;; Moore 1978; Needham 1981, 55-66; Burgess 2012, 241-4 & Fig. 2).



The forcible ramming of artefact fragments into the sockets of axes is a widespread phenomenon in Britain during the Late Bronze Age. In south east Wales, the recently discovered Cowbridge, Tal-y-garn 2 and Colwinston, Vale of Glamorgan hoards, all of Ewart Park tradition, all show similar practice (Lodwick 2003; Lodwick & Gwilt 2003; Gwilt 2004, 122; Gwilt et al 2013a). It is likely that this represented a social practice involving the deliberate destruction or symbolic killing of objects, immediately before they were placed in the ground.",3,Copper alloy,,Acquired by museum after being declared Treasure,Metal detector,2013-12-18T00:00:00Z,,2013TW26,,,,,,,2,Adam Gwilt,Adam Gwilt,Wales,the Vale of Glamorgan,the Vale of Glamorgan,Llancarfan,ST0471,From a paper map,51.42984351,-3.38229101,NMGW-14B441,,DH007018_04.jpg,A Late Bronze Age hoard,National Museum Wales ,Attribution License,https://finds.org.uk/images/wenkedomscheit/DH007018_04.jpg,https://finds.org.uk/images/thumbnails/521653.jpg
