objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,context,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-27531,433,Sheet Ornament,,,,Bronze Age,p0gjgrs6qb2,,"Dorchester Museum,No. 1934.12.7,Loan from the late Herbert Weld, F.S.A.,Formerly at Lulworth Castle, Dorset",1934.12.7,,Dorchester Museum,"England,Dorset,Winfrith Newburgh,In coombe-bottom below Sleight Buildings (or Randall's Farm), 1 3/4 m. S. of Winfrith,Exact site lost.,1903",,,farm,Winfrith Newburgh,,England,Dorset,"Winfrith Newburgh, Dorchester, Dorset Dt2, UK",50.6597,-2.275872,,,,1903,,,,,Golden Brown,Smooth,,,Bronze,Other objects of hoard see Antiq. Jour. (supra),"9 fragments of bronze plate, pierced by crescentic openings and small circular holes. Ornamented by incised concentric circles and by incised lines along the (original) edges. The plate had evidently been broken deliberately. It is suggested that the plate formed part of the metal fittings of a sword scabbard, to which perhaps the Flat Loop (1934.12.9) also belonged.","Proceedings, Dorset Field Club, XXV, xxxiii,Antiquaries Journal, XV, 449 ff, fig.8.","Part of ""The Lulworth Hoard""",Joellen McGann,https://farm9.staticflickr.com/8597/15938356545_b996053725_z.jpg,https://farm9.staticflickr.com/8597/15938356545_b996053725_b.jpg,https://www.flickr.com/photos/MicroPasts/15938356545,superuser,ornamentsA15
BAI-27528,433,Unknown,,,,Bronze Age,p0gjgrs6qb2,,"Dorchester Museum,No. 1934.12.12,Loan from the late Herbert Weld, F.S.A.,Formerly at Lulworth Castle.",1934.12.12.,,Dorchester Museum,"England,Dorset,Winfrith Newburgh,In Coombe-bottom below Sleight Buildings (or Randall's Farm), 1 3/4 m. S. of Winfrith - Exact site lost.,1903",,,farm,Winfrith Newburgh,,England,Dorset,"Winfrith Newburgh, Dorchester, Dorset Dt2, UK",50.6597,-2.275872,,,,1903,,,,,Dull green patina,Slightly rough,,,Bronze,Other objects in hoard. See Antiq. J. 1b. Hoard,Tapered ends,"Proceedings, Dorset Field Club, XXV, xxxiii,Antiquaries Journal, XV, 449, ff, Pl. LXIX, fig. 4.","Part of ""The Lulworth Hoard""",Joellen McGann,https://farm9.staticflickr.com/8650/15318728303_7386e8ed0b_z.jpg,https://farm9.staticflickr.com/8650/15318728303_7386e8ed0b_b.jpg,https://www.flickr.com/photos/MicroPasts/15318728303,superuser,ornamentsA15
BAI-27521,433,Unknown,,,,Bronze Age,p0gjgrs6qb2,,"Dorchester Museum,No. 1934.12.13,Loan from the late Herbert Weld, F.S.A.,Formerly at Lulworth Castle, Dorset",1934.12.13,,Dorchester Museum,"England,Dorset,Winfrith Newburgh,In coombe-bottom below Sleight Buildings, (or Randall's Farm), 1 3/4 m. S. of Winfrith. Exact site lost.,1903",,,farm,Winfrith Newburgh,,England,Dorset,"Winfrith Newburgh, Dorchester, Dorset Dt2, UK",50.6597,-2.275872,,,,1903,,,,,,,2.5,,Bronze,"Other objects of hoard, see Antiq. Jour.",It is doubtful if the bend is intentional. Thickness 2.5mm gradually tapering.,"Proceedings Dorset Field Club, XXV, xxxiii,Antiquaries Journal, XV, 449 ff. Pl. XLIX, Fig. 2.","Part of ""The Lulworth Hoard""",Joellen McGann,https://farm8.staticflickr.com/7512/15937704582_0e9e4c552f_z.jpg,https://farm8.staticflickr.com/7512/15937704582_0e9e4c552f_b.jpg,https://www.flickr.com/photos/MicroPasts/15937704582,superuser,ornamentsA15
BAI-27513,658,WIRE,,,,Bronze Age,p0gjgrs6qb2,,"Dorchester Museum,,  No. 1934.12.15,Loan from the late Herbert Weld, F.S.A.,Formerly at Lulworth Castle, Dorset.",1934.12.15.,,Dorchester Museum,"England,Dorset,Winfrith Newburgh,In combe-bottom, below Sleight buildings (on,Randall's Farm), 1¾ m. S of Winfrith.,Exact site lost.,1903.",,,farm,Winfrith Newburgh,,England,Dorset,"Winfrith Newburgh, Dorchester, Dorset Dt2, UK",50.6597,-2.275872,,,,1903,136,2,,,,,1.5,,,"Other objects of hoard,See Antiq. Journ. (s[...])",Thickened at one end.,"Proceedings, Dorset Field Club,,XXV, xxxiii,,  Antiquaries Journal,XV, 449, Pl. XLIX. fig. 1","Part of ""The Lulworth Hoard"".",Susan Magyarody,https://farm8.staticflickr.com/7543/15936395641_92b6e5609b_z.jpg,https://farm8.staticflickr.com/7543/15936395641_92b6e5609b_b.jpg,https://www.flickr.com/photos/MicroPasts/15936395641,most detailed record,ornamentsA15
BAI-20643,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,KI2,"Warrington Museum, 1689'96,Lord Winmarleigh's Collection",1689.96,,Warrington Museum,"England,Lancashire,Winmarleigh",,,,Winmarleigh,,England,Lancashire,"Winmarleigh, Preston, Lancashire Pr3, UK",53.926248,-2.804098,,,,,83,40,53,206,Black and green patina.,,39,,Bronze,,,,,Joellen McGann,https://farm4.staticflickr.com/3946/15576322156_605c04eb0c_z.jpg,https://farm4.staticflickr.com/3946/15576322156_605c04eb0c_b.jpg,https://www.flickr.com/photos/MicroPasts/15576322156,superuser,drawerA5A6
BAI-20642,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,KII2,"Warrington Museum, 21,Lord Winmarleigh's Collection",21,,Warrington Museum,"England,Lancashire,Winmarleigh",,,,Winmarleigh,,England,Lancashire,"Winmarleigh, Preston, Lancashire Pr3, UK",53.926248,-2.804098,,,,,82,38,50,215,,Golden bronze with black and green stains.,38,,,,,,,Joellen McGann,https://farm6.staticflickr.com/5604/15413885688_295438aa48_z.jpg,https://farm6.staticflickr.com/5604/15413885688_295438aa48_b.jpg,https://www.flickr.com/photos/MicroPasts/15413885688,superuser,drawerA5A6
BAI-20641,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,KI2,"Warrington Museum, 1690'96,Lord Winmarleigh's Collection",1690'96,,Warrington Museum,"England,Lancashire,Winmarleigh",,,,Winmarleigh,,England,Lancashire,"Winmarleigh, Preston, Lancashire Pr3, UK",53.926248,-2.804098,,,,,75,36,49,156,,,35,,,Found in a cist or box.,,"Baines Lancashire (1836), IV; (1888), V, 417, 428,Arch. Inst. Journ. 1861, XVIII, 158, 1859,Soc. Ant. Exhib. 1873,Arch. Assoc. XV 234-5,Evans, 118 Nos., 314, 335, 466",,Joellen McGann,https://farm4.staticflickr.com/3955/15597335111_7f3f9305eb_z.jpg,https://farm4.staticflickr.com/3955/15597335111_7f3f9305eb_b.jpg,https://www.flickr.com/photos/MicroPasts/15597335111,superuser,drawerA5A6
BAI-20640,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UI2,"Warrington Museum, 19,Lord Winmarleigh's Collection",19,,Warrington Museum,"England,Lancashire,Winmarleigh",,,,Winmarleigh,,England,Lancashire,"Winmarleigh, Preston, Lancashire Pr3, UK",53.926248,-2.804098,,,,,73,38,50,170,,Golden bronze with black stains.,36,,,,,,,Joellen McGann,https://farm6.staticflickr.com/5611/15599991825_82ee944139_z.jpg,https://farm6.staticflickr.com/5611/15599991825_82ee944139_b.jpg,https://www.flickr.com/photos/MicroPasts/15599991825,superuser,drawerA5A6
BAI-20639,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,KII2,"Warrington Museum, 18,Lord Winmarleigh's Collection",18,,Warrington Museum,"England,Lancashire,Winmarleigh",,,,Winmarleigh,,England,Lancashire,"Winmarleigh, Preston, Lancashire Pr3, UK",53.926248,-2.804098,,,,,83,40,45,188,,Bronze with black stains (slight) edge chipped.,37,,,,,,,Joellen McGann,https://farm6.staticflickr.com/5610/15413375419_ce7d836762_z.jpg,https://farm6.staticflickr.com/5610/15413375419_ce7d836762_b.jpg,https://www.flickr.com/photos/MicroPasts/15413375419,superuser,drawerA5A6
BAI-20638,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,KI2,"Warrington Museum, 20,Lord Winmarleigh's Collection",20,,Warrington Museum,"England,Lancashire,Winmarleigh",,,,Winmarleigh,,England,Lancashire,"Winmarleigh, Preston, Lancashire Pr3, UK",53.926248,-2.804098,,,,,68,38,51,157,,Brown with black stains. Edge chipped.,35,,,,,,,Joellen McGann,https://farm6.staticflickr.com/5602/15576322286_fc24482e47_z.jpg,https://farm6.staticflickr.com/5602/15576322286_fc24482e47_b.jpg,https://www.flickr.com/photos/MicroPasts/15576322286,superuser,drawerA5A6
BAI-20637,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,KII2,"Warrington Museum, 22,Lord Winmarleigh's Collection",22,,Warrington Museum,"England,Lancashire,Winmarleigh",,,,Winmarleigh,,England,Lancashire,"Winmarleigh, Preston, Lancashire Pr3, UK",53.926248,-2.804098,,,,,77,38,42,170,,Golden bronze with black stains.,35,,,,,,,Joellen McGann,https://farm4.staticflickr.com/3943/15413375479_036e3dfb0a_z.jpg,https://farm4.staticflickr.com/3943/15413375479_036e3dfb0a_b.jpg,https://www.flickr.com/photos/MicroPasts/15413375479,superuser,drawerA5A6
BAI-20636,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,BI3,"Warrington Museum, 1688.96,Lors Wimmerleigh's Collection",1688.96,,Warrington Museum,"England,Lancashire,Winmarleigh",,,,Winmarleigh,,England,Lancashire,"Winmarleigh, Preston, Lancashire Pr3, UK",53.926248,-2.804098,,,,,70,36,44,141,,Gold colour with black and greenish stains.,37,,Bronze,,One side is badly split.,,,Joellen McGann,https://farm6.staticflickr.com/5607/15413375519_d16e545173_z.jpg,https://farm6.staticflickr.com/5607/15413375519_d16e545173_b.jpg,https://www.flickr.com/photos/MicroPasts/15413375519,superuser,drawerA5A6
BAI-14242,433,Spearhead,V,,,Bronze Age,p0gjgrs6qb2,T,"Warrington Museum, 17,Lord Winmarleigh's Collection",17,,Warrington Museum,"England,Lancashire,Winmarleigh",,,,Winmarleigh,,England,Lancashire,"Winmarleigh, Preston, Lancashire Pr3, UK",53.926248,-2.804098,,,,,212,27,37,139,No patina,Golden bronze,,,,,2 Rivet holes.,,,Joellen McGann,https://farm4.staticflickr.com/3877/15167348566_ccc4c7bd2b_z.jpg,https://farm4.staticflickr.com/3877/15167348566_ccc4c7bd2b_b.jpg,https://www.flickr.com/photos/MicroPasts/15167348566,only good record,SpearHeadsA2
BAI-14240,433,Spearhead,V,,,Bronze Age,p0gjgrs6qb2,L,"Warrington Museum, 16,Lord Winmarleighs Collection",16,,Warrington Museum,"England,Lancashire,Winmarleigh",,,,Winmarleigh,,England,Lancashire,"Winmarleigh, Preston, Lancashire Pr3, UK",53.926248,-2.804098,,,,,486,33,83,584,,Corroded in places. Bronze colour with a few black stains.,,,,Found in a cist or box.,"Edge of blade chipped in places, point chipped off. Socket broken open in two places.",,,Joellen McGann,https://farm4.staticflickr.com/3860/15189998362_a3b87d2bf7_z.jpg,https://farm4.staticflickr.com/3860/15189998362_a3b87d2bf7_b.jpg,https://www.flickr.com/photos/MicroPasts/15189998362,only good record,SpearHeadsA2
BAI-27726,64,Knife,Tanged,,,Bronze Age,p0gjgrs6qb2,C,"Warrington Museum,17.,Lord Winmarleigh's collection,(found at his house after his death).",17,,Warrington Museum,"England,Lancashire,Winmarleigh.",,,,Winmarleigh.,,England,Lancashire,"Winmarleigh, Preston, Lancashire Pr3, UK",53.926248,-2.804098,,,,,246,hilt 40 blade 34,,146,,golden bronze with black stain,3,,,,projecting flange in centre of tang.,,,Hugh Fiske,https://farm9.staticflickr.com/8634/15944100251_fd6a0c006f_z.jpg,https://farm9.staticflickr.com/8634/15944100251_fd6a0c006f_b.jpg,https://www.flickr.com/photos/MicroPasts/15944100251,superuser,toolsA8
