objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,context,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-4392,433,Flanged Celt,,,,Bronze Age,p0gjgrs6qb2,,Blackmoor Museum,,,Blackmoor Museum,sweden,,,,,,Sweden,,Sweden,,,,,,,145,24,42,256,brown,,14,"Site: unspecified location in Sweden - geolocation not accurate to 10 kms,  Width: edge 42; middle 24; butt 21,  Weight: 256.25 gms",,,slight flange,,,Joellen McGann,http://farm8.staticflickr.com/7123/13306349933_421ec1cb89_z.jpg,http://farm8.staticflickr.com/7123/13306349933_421ec1cb89_b.jpg,http://www.flickr.com/photos/MicroPasts/13306349933,superuser,drawB8
BAI-4672,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Horniman Museum, Forest Hill SE, bought from the Backhouse collection.",,,Horniman Museum,sweden,,,,,,Sweden,,Sweden,,,,,,,129,40,,340,"dark brownish colour, bronze showing through",badly pockmarked,26,"Site: unspecified location in Sweden - geolocation not accurate to 10 kms,  Thickness: 26 mm ; thinnest part 7 mm,  Weight: 340.20 gms",,,Sides appear to have been partially cleaned with a file.,,,Joellen McGann,http://farm8.staticflickr.com/7022/13306465693_dcefe757c3_z.jpg,http://farm8.staticflickr.com/7022/13306465693_dcefe757c3_b.jpg,http://www.flickr.com/photos/MicroPasts/13306465693,superuser,drawB8
BAI-5023,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Liverpool Museum,88.72.88,purchased with Scandinavian Flint Specimens",88.72.88,,Liverpool Museum,scandinavia?,,,,,,,,Sweden,,,,,,,75,20,25,85,,,20,"Site: unspecified location in Scandinavia - geolocation not accurate to 10 kms,Width: edge 25mm; socket 20mm,Thickness: socket 20mm,Weight: 85.05 gms",,,Well preserved. Altogether there are 10 of these celts.  The measurements do not vary more than 1 or 2mm. 6 of them are so similar in detail (and flaws) that they are obviously from the same mould.  The other 4 are slightly smaller (23mm edge 73mm long and 20mm socket) and moreover have a second ridge near the haft as indicated in sketch. These 4 are from one mould. The dotted lines show the necessary adjustment for the four smaller celts.,,,Joellen McGann,http://farm4.staticflickr.com/3679/13306367025_4ba6b102fa_z.jpg,http://farm4.staticflickr.com/3679/13306367025_4ba6b102fa_b.jpg,http://www.flickr.com/photos/MicroPasts/13306367025,superuser,drawB8
BAI-41386,433,Sword,,,,Bronze Age,p0gjgrs6qb2,,"The late Edward Dent,Sold at Sotheby's, 23.vii.30,Lot 8",,,Private Collection,"?Russia,?Baltic Provinces",,,auction,,,,,Russia,,,,,,,,,,,,"Blue-green colour, much decayed.",,,,,In 3 pieces. Lower part of blade missing. Strong ribbed below hilt. Broad semicircular pommel with 7 faint circular depressions. Flanged grip with 3 rivets remaining.,,,Joellen McGann,https://farm1.staticflickr.com/437/18566825724_e8e84336f1_z.jpg,https://farm1.staticflickr.com/437/18566825724_e8e84336f1_b.jpg,https://www.flickr.com/photos/115096994@N02/18566825724,superuser,ForeignSwordsMisc
BAI-40862,433,Dagger,Trapezoidal Plate,,,Bronze Age,p0gjgrs6qb2,,"The late Edward Dent,Sold at Sotheby's, 23.vii.30, Lot 1",,,Private Collection,"?Russia,?Baltic Provinces,Probably from",,,auction,,,,,Russia,,,,,,,280,,,,,,,,,,Short tang broken across rivet hole. Strong midrib.,,,Joellen McGann,https://farm1.staticflickr.com/260/17990133923_a95a13d250_z.jpg,https://farm1.staticflickr.com/260/17990133923_a95a13d250_b.jpg,https://www.flickr.com/photos/115096994@N02/17990133923,superuser,ForeignWeapons
BAI-40861,433,Dagger,Trapezoidal Plate,,,Bronze Age,p0gjgrs6qb2,,"The late Edward Dent,Sotheby's Sale, 23.vii.30, Lot 1",,,Private Collection,"?Russia,?Baltic Provinces,probably from",,,auction,,,,,Russia,,,,,,,203,,,,,,,,,,Broad tang with 1 rivet hole near foot.,,,Joellen McGann,https://farm9.staticflickr.com/8832/18424638819_ed111b86a6_z.jpg,https://farm9.staticflickr.com/8832/18424638819_ed111b86a6_b.jpg,https://www.flickr.com/photos/115096994@N02/18424638819,superuser,ForeignWeapons
BAI-40860,433,Dagger, flat,,,Bronze Age,p0gjgrs6qb2,,"Formerly Edward Dent,Sotheby's sale, 23rd July 1930, Lot 1.",,,Private Collection,"Russia,? Baltic Provinces,Probably from",,,auction,,,,,Russia,,,,,,,165,base 42,,,,,,,,"Part of a ""collection of antiquities from the Baltic Provinces of Russion, chiefly from Teutonic graves."" Sold with 2 tanged daggers.","3 small rivet holes, 1 broken. 2 rivets remaining.",,,Joellen McGann,https://farm9.staticflickr.com/8878/17988163324_169620daa7_z.jpg,https://farm9.staticflickr.com/8878/17988163324_169620daa7_b.jpg,https://www.flickr.com/photos/115096994@N02/17988163324,superuser,ForeignWeapons
BAI-15144,433,Socketed Gouge,,,,Bronze Age,p0gjgrs6qb2,,"Ashmolean Museum, Oxford,N.C. 398,Old Collection",398,,Ashmolean Museum,(provenance unknown),,,,,,,,,,,,,,,77,19,,46,,,,"Diameter: 19mm,Weight: 45.55 gms",,,Green patina; edges of blade much worn down; socket imperfect and split.,,,Joellen McGann,https://farm6.staticflickr.com/5569/15013220248_6a9ea59bab_z.jpg,https://farm6.staticflickr.com/5569/15013220248_6a9ea59bab_b.jpg,https://www.flickr.com/photos/MicroPasts/15013220248,superuser,A8tools
BAI-15118,433,Saw,,,,Bronze Age,p0gjgrs6qb2,,"Ashmolean Museum, Oxford,N.C. 4642,Old Collection",4642,,Ashmolean Museum,No provenance,,,,,,,,,,,,,,,120,23,,26,Greenish-brown patina.,,2,Weight: 26.313 gms,,,Imperfect.,,,Joellen McGann,https://farm4.staticflickr.com/3895/15196752021_1cf3585ff1_z.jpg,https://farm4.staticflickr.com/3895/15196752021_1cf3585ff1_b.jpg,https://www.flickr.com/photos/MicroPasts/15196752021,superuser,A8tools
BAI-15117,433,Razor,,,,Bronze Age,p0gjgrs6qb2,C3,"Ashmolean Museum, Oxford,1836-1868, p. 8, M.C. 401,Given by the Rev. A. B. Hutchins, 1847",1836.1868,,Ashmolean Museum,Provenance unknown,,,,,,,,,,,,,,,83,46,,37,Green,,5,"Length: 82.5mm,Weight: 36.59 gms",,,,,,Joellen McGann,https://farm4.staticflickr.com/3897/15013223268_49742b3c68_z.jpg,https://farm4.staticflickr.com/3897/15013223268_49742b3c68_b.jpg,https://www.flickr.com/photos/MicroPasts/15013223268,superuser,A8tools
