PASID,objectType,broadperiod,periodFromName,periodToName,fromdate,todate,description,notes,workflow,materialTerm,secondaryMaterialTerm,subsequentActionTerm,discoveryMethod,datefound1,datefound2,TID,rallyName,weight,height,diameter,thickness,length,quantity,identifier,recorder,regionName,county,district,parish,fourFigure,gridSource,fourFigureLat,fourFigureLon,objectID,knownas,filename,imageLabel,imageCopyrightHolder,imageLicense,imageURL,thumbnail
543966,Spear,Bronze Age,Bronze Age,,-1500,-1050,"A fragment of probable Middle Bronze Age (1500-1050 BC) spearhead, consisting of part of the blade. The fragment measures 19.80x14.70x5.79mm and weighs 4.30g. It is curving in profile, as though bent.


The blade has a pronounced mid-rib (5.79mm diameter) with narrowing triangular-profile blade (c.0.7mm thick min.) to either side, the edges of which are damaged. The end of the socket is visible as an off-centre hole in the break at the wider end, 1.31mm diameter and 0.40mm deep. The narrowness of the tip suggests a very pointed type such as Class IIIa or Rapier Type Class IVa, therefore it is likely to be Middle Bronze Age in date.",,4,Copper alloy,,Returned to finder,Metal detector,2012-07-31T23:00:00Z,2012-08-30T23:00:00Z,,,4.3,,,5.79,19.8,1,Katie Hinds,Katie Hinds,South East,Hampshire,Winchester,Corhampton and Meonstoke,SU6120,Centred on parish,50.97618978,-1.13251423,HAMP-3DBE53,,HAMP-3DBE53.jpg,Middle Bronze Age spear,Winchester Museums Service,Attribution-ShareAlike License,https://finds.org.uk/images/khindshamp/HAMP-3DBE53.jpg,https://finds.org.uk/images/thumbnails/415198.jpg
544283,Knife,Bronze Age,Bronze Age,BRONZE AGE,-1100,-800,"Fragment of probable Late Bronze Age copper alloy tanged knife, handle broken at both ends (across the remains of rivet-hole at one end), sides with slight bordering grooves on both faces. Surviving length 19mm. Width 16mm. c. 1100 to c. 800 BC.",,4,Copper alloy,,Returned to finder,Chance find during metal detecting,2013-01-09T00:00:00Z,2013-01-09T00:00:00Z,,,,,,,19,1,Steven Ashley,Steven Ashley,Eastern,Norfolk,South Norfolk,Wymondham,TG1300,,52.556134,1.140636,NMS-8D66F7,,57220_8D66F7_LBA_Knife_ILL.jpg,Late Bronze Age Knife (illustration by Jason Gibbons),Norfolk County Council,Attribution-ShareAlike License,https://finds.org.uk/images/mchesterkadwell/57220_8D66F7_LBA_Knife_ILL.jpg,https://finds.org.uk/images/thumbnails/417513.jpg
544428,Metal Working Debris,Bronze Age,Bronze Age,,-2000,-700,"
A copper alloy casting well with two runners. This is probably of Bronze Age date.
",,4,Copper alloy,,Returned to finder,Metal detector,,,,Weekend Wanderers - Letcombe Bassett 2012,37.81,,,31.47,28.63,1,Margaret Broomfield,Margaret Broomfield,South East,Oxfordshire,Vale of White Horse,Letcombe Bassett,SU3686,GPS (from the finder),51.571726,-1.481956,SUR-92C393,,12-1316.JPG,Bronze age: Metal working debris,Surrey County Council,Attribution-ShareAlike License,https://finds.org.uk/images/margaretb/12-1316.JPG,https://finds.org.uk/images/thumbnails/420655.jpg
544511,Flat Axehead,Bronze Age,Bronze Age,BRONZE AGE,-2350,-2050,"An incomplete cast copper alloy (bronze) flat axe of Early Bronze Age dating (c. 2350 BC to c. 2050 BC).



The flat axe is broadly sub rectangular in plan with a splayed crescent shaped blade. In profile it is broadly lentoid, with slight tapering edges. In cross section the axe is D shaped with one edge displaying a distinctive curved (domed edge) whilst the opposite is relatively flat. It is likely that this is caused by the axe being cast in an open stone mould. The butt is relatively thin having a narrow rounded profile; the width at the butt is 12.94 mm (thickness: 2.25 mm). The sides of the axe gently expand in width from the butt to the blade; in shape they are relatively curved. There is no evidence of the long edges being raised to form flanges and there may be evidence of a proto stop ridge (median bevel) as the butt does exhibit flattening of both surfaces. However, the axe is thickest at the mid point (10.11 mm). The sides of the blade expand to produce a crescentic blade edge with an abraded width of 27.87 mm. The tips of the crescent shaped blade have been damaged through either abrasion or wear, as has the blade edge itself. A distinct blade facet is not present. There is no evidence of any form of incised or cast decoration present on any surface of the axe. Casting 'flaws' or air bubbles are present over most of the surface of the flat axehead.



The axe is a mid to dark green colour, with an even surface patina. Abrasion, caused by movement whilst within the ploughsoil, has resulted in a loss of some of the original surface detail. There are a couple of patches of a brighter green colour on the surface. These areas should be monitored for further signs of active copper corrosion (bronze disease) occurring. This is a bright green powdery residue. To reduce the risk of this happening, the axe should be stored in a sealed air tight, dry box such as a tupperware box lined with silica gel and acid free tissue.



It measures 65.79 mm in length, maximum width at the blade is 27.87 mm, width at the butt is 12.94 mm and it has a maximum thickness of 10.11 mm. It weighs 56.5 grams.



The axehead is best described as coming from the first phases of the Early Bronze Age and is comparable to (although not containing all the attributes of Migdale axes (many of these tend to have narrower butts which flare at the cutting edge). It is closest in style to the Biggar variants of the Migdale type axes (Schmidt & Burgess, 1981, 46-47), although it is smaller than other recorded examples. This variant tends to have a relatively narrow butt and widened blade, straight or concave sides which diverge towards the cutting edge. Variant Biggar show a relatively narrow butt, which in many cases is characteristically flattened, less rounded than in Migdale axes. The butt therefore has a more squarish appearance. Below the butt the sides do not diverge immediately, but run parallel for at least one third of their overall length. Cutting edge is often flatter, less rounded than is the case with Type Migdale proper. It is never recurved, and very rarely strongly tipped.



These axes all fit within the earliest phases of metal working in Britain, metalworking stage II, which corresponds to Needham's (1996) Period 2 circa 2350- 2050 CAL. BC. This means that they are dated, broadly, to the same period as Beaker pottery, barbed and tanged flint arrowheads, copper halberds and gold lunulae.



Reference:



Needham, S. (1996) Chronology and Periodisation in the British Bronze Age. Acta Archaeologia, vol 67, pp121-140



Schmidt, P.K. & Burgess, C.B. 1981. The Axes of Scotland and Northern England. Prahistorische Bronzefunde. Abteilung IX. Band 7. C.H. Beck'Sche Verlagsbuchhandlung, Munchen. p.46-47.",,4,Copper alloy,,Returned to finder,Metal detector,2012-11-11T00:00:00Z,,,,56.5,,,10.11,65.79,1,Teresa Gilmore,Teresa Gilmore,West Midlands,Staffordshire,Lichfield,Mavesyn Ridware,SK0917,From a paper map,52.75054366,-1.8681028,WMID-A48FC7,,WMID-A48FC7.jpg,Early Bronze Age: Flat axehead,Birmingham Museums Trust,Attribution-ShareAlike License,https://finds.org.uk/images/tgilmore/WMID-A48FC7.jpg,https://finds.org.uk/images/thumbnails/415663.jpg
544699,Awl,Bronze Age,Bronze Age,POST MEDIEVAL,-2150,1500,"A complete cast copper alloy probable Awl, possibly of Bronze Age dating but could easily be later in dating (2150 BC to c. AD 1500).


The awl consists of a sub square sectioned artefact that gradually tapers from a wide centre, to a sharp point at both ends. No obvious tang is present. Faint grooves are present down each of the thicker sides.


It measures 51.35 mm in length, has a maximum width of 3.49 mm and has a maximum thickness of 3.24 mm. It weighs 2.4 g.


The probable awl is a mid to dark green colour, with an uneven surface patina. Abrasion, caused by movement whilst within the plough soil, has resulted in a loss of some of the original surface detail.


Similar artefacts have been recorded on the PAS database as NMS-ACEA64, NMS-0F5EF3, SF-6FC795, LVPL-7E3686, GLO-9FB903, HESH-399E94 and PUBLIC-5155C5. However as awls are a functional artefact, the form changes very little from the Bronze Age through to the Medieval period. Similar awls were found during the excavations at York (Ottaway & Rogers, 2002, pages 2729-2730, fig 1338), in particular SF 11522, which exhibits a similar groove on one side like this example and has been dated to the late 11th Century AD. Therefore this example could be of any date from the Bronze Age through to the Medieval Period (2150 BC to 1500 AD).


Reference:

Ottaway, P. & Rogers, N. 2002. Craft, Industry and Everyday Life: Finds from Medieval York. The Archaeology of York. The Small Finds 17/15. York Archaeological Trust. York.",,4,Copper alloy,,Returned to finder,Metal detector,2012-11-03T00:00:00Z,,,,2.4,,,3.24,51.35,1,Teresa Gilmore,Teresa Gilmore,East Midlands,Northamptonshire,East Northamptonshire,Islip,SP9980,From finder,52.409057,-0.54604,WMID-BA89E6,,WMID-BA89E6.jpg,Bronze Age to Post Medieval: Possible awl,Birmingham Museums Trust,Attribution-ShareAlike License,https://finds.org.uk/images/tgilmore/WMID-BA89E6.jpg,https://finds.org.uk/images/thumbnails/415814.jpg
544871,Spear,Bronze Age,Bronze Age,BRONZE AGE,-1500,-700,"A copper-alloy socketed spear dating from the middle to later Bronze Age (c. 1500-700BC). Only the tip of the the spearhead survives; it has a rounded mid rib with narrow wings. The tip is slightly bent, probably through use, and the wings are chipped, perhaps due to thinning of the metal from corrosion which may have led to some losses from the outer edge of each wing. The surface has a stable, slightly pitted, patinated surface of green-brown colour. The surviving length is 45 mm, with a maximum width of 12mm and weight of 10.34g.


A similar, though larger, example (SF8275) can be seen on this database. Many parallels are illustrated in 'Bronze Age Metalwork from Lincolnshire', for example No. 168 from Brumby (p. 81).","Davey, P.J. 1973: Bronze Age Metalwork from Lincolnshire. Oxford: Society of Antiquaries of London.",4,Copper alloy,,Returned to finder,Metal detector,,,,,10.34,,,7,45,1,Becky Sanderson,Becky Sanderson,East Midlands,Lincolnshire,West Lindsey,Welton,SK9979,From a paper map,53.298714,-0.516003,LIN-CE5674,,LIN2013-562.jpg,Bronze Age copper-alloy speartip,Lincolnshire County Council,Attribution-ShareAlike License,https://finds.org.uk/images/adaubney/LIN2013-562.jpg,https://finds.org.uk/images/thumbnails/418299.jpg
545351,Spear,Bronze Age,Bronze Age,,-900,-700,"A Bronze Age possibly cut-down spear tip with a socket which is 27.07mm long. The spear has rounded edges and one side has seven nicks which create seven 'barbs'.



Richard Davis comments that he has not seen a fragment like this before. He notes:





1. It is not clear what type of spearhead this is - whether it had loops or pegholes in the socket, and whether it is from the Middle or Late Bronze Age.


2. Cuts in the blade edges are normally the result of combat damage or an intentional ""killing"" of the spearhead prior to votive deposition. Excellent examples of this ""killing"" is found in some of the spearheads from the Blackmoor Hoard, also from Hampshire. However, intentional cuts in blade edges are normally found in spearheads that are deposited when complete or with a large part remaining, not just as a fragment as in this case.


3. The multiple cuts on one blade edge look decorative - the upper four cuts are at regular intervals. The reworking may have been to form a tool, but this seems unlikely as the jagged edges are not sharp. The apparent barb on the other blade edge does not seem to have a particular function.


In summary,the probability is that it is a fragment of an LBA pegged spearhead, because the incidence of intentional fragments was far greater in this period. This is an interesting and unique piece, but one whose condition and damage is difficult to interpret.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,16.97,,,8.75,49.6,1,Richard Davis,Margaret Broomfield,South East,Hampshire,Winchester,Chilcomb,SU5028,GPS (from the finder),51.04918,-1.288079,SUR-0FB443,,12-1344a.JPG,Bronze age: Spear,Surrey County Council,Attribution-ShareAlike License,https://finds.org.uk/images/margaretb/12-1344a.JPG,https://finds.org.uk/images/thumbnails/421783.jpg
545951,Spearhead,Bronze Age,Bronze Age,BRONZE AGE,-1500,-800,"A worn fragment of a cast copper alloy socketed spear-head, dating from the Middle to Late Bronze Age (1500-800 BC). The spear-head has a lozenge-shaped section, midrib and worn blade wings. It is too fragmentary to identify the type further.",,4,Copper alloy,,Returned to finder,Metal detector,2012-09-21T23:00:00Z,,,Weekend Wanderers - Letcombe Bassett 2012,18.71,,,11.2,32.67,1,Janina Parol,Michael Byard,South East,Oxfordshire,Vale of White Horse,Childrey,SU3686,From a paper map,51.571726,-1.481956,BERK-4AE470,,108 Berk 4AE470.jpg,108 BERK 4AE470: Bronze Age Spear Fragment,The British Museum,Attribution-ShareAlike License,https://finds.org.uk/images/maritime/108 Berk 4AE470.jpg,https://finds.org.uk/images/thumbnails/416698.jpg
545955,Chisel,Bronze Age,Bronze Age,,-1100,-600,"A possible cast copper alloy chisel of uncertain, but possibly Bronze Age, date. The chisel is in poor condition and little or none of its original surface survives. The chisel measures 99.96mm in length. One end expands and is flat and spatulate with a rounded terminal. The remainder has a rectangular section. The width of the 'blade' is 11.26mm and the maximum width of the body is 9.55mm.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,34.04,,,8.34,99.96,1,David W Williams,David W Williams,,West Berkshire,West Berkshire,Beech Hill,SU6965,From finder,51.37986674,-1.00995654,SUR-4B0D50,,B13-03.JPG,Bronze Age: Chisel,Berkshire Archaeology,Attribution-ShareAlike License,https://finds.org.uk/images/dwilliams/B13-03.JPG,https://finds.org.uk/images/thumbnails/416700.jpg
546190,Miniature Object,Bronze Age,Bronze Age,BRONZE AGE,,,"
A cast copper alloy miniature object in the form of a palstave axe, probably dating to the Bronze Age. Research ongoing.
",,4,Copper alloy,,Returned to finder,Metal detector,2012-09-21T23:00:00Z,,,Weekend Wanderers - Letcombe Bassett 2012,4.12,,,5.85,34.45,1,Richard Henry,Michael Byard,South East,Oxfordshire,Vale of White Horse,Letcombe Bassett,SU3686,From a paper map,51.571726,-1.481956,BERK-602025,,128 Berk 602025.jpg,128 BERK-602025: Awls,The British Museum,Attribution-ShareAlike License,https://finds.org.uk/images/maritime/128 Berk 602025.jpg,https://finds.org.uk/images/thumbnails/416930.jpg
