objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,context,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-50340,433,Sword,,,,Bronze Age,p0gjgrs6qb2,,"Beaulah, Mr. G. K. - Private,Cat. no. 2231,Oliver Lodge, Heads Lance, Herile, Yorkshire, MU 13 OJT,acquired from a collector of Japanese swords who had purchased it at an auction in a big house in the Bradford suburbs.",,,Private Collection,Unprovenanced,,,,,,,,,,,,,,,,,,,,,,,,,"Typology: leaf-shaped blade,Condition: Recent reworking of hilt,Attached Material: Acquired with neatly-tuned wooden handle fitted.",,"Labels/Markings: sq. s/o ""Brewish Coll. Cat. no. 2231"",PRBAF: DF(C), SI; Ext. CI; Source: Sal; Sub. Inf. Beaulah",Joellen McGann,https://farm6.staticflickr.com/5695/23550441032_10cc9f81f0_b.jpg,https://farm6.staticflickr.com/5695/23550441032_10cc9f81f0_b.jpg,https://www.flickr.com/photos/115096994@N02/23550441032,superuser,SwordsPt3
BAI-13348,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"Brentford Public Library,Layton Collection, 01450",1450,,Museum of London,Locality unknown,,,,,,,,,,,,,,,325,21,44,,Traces of dark green patina with yellow and light green stains. Traces of light soil.,,22,"Width: blade 44mm; socket 21mm,Thickness: 21.5mm; blade 16.5mm",,,,,,Joellen McGann,https://farm4.staticflickr.com/3859/14993041260_1fc1352509_z.jpg,https://farm4.staticflickr.com/3859/14993041260_1fc1352509_b.jpg,https://www.flickr.com/photos/MicroPasts/14993041260,only good record,DrawerA14
BAI-13347,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"Brentford Public Library,Layton Collection, 01431",1431,,Museum of London,Locality unknown,,,,,,,,,,,,,,,131,27,37,,On face. Matte dark greyish green.,Face is partly encrusted with soil. Reverse is rough from chalky encrustment which covers it.,15,"Width: blade 37mm; socket 27mm,Thickness: blade 15mm; socket 27.5mm",,,Blade is bent and dented at A.,,,Joellen McGann,https://farm6.staticflickr.com/5555/15176688651_45467b2002_z.jpg,https://farm6.staticflickr.com/5555/15176688651_45467b2002_b.jpg,https://www.flickr.com/photos/MicroPasts/15176688651,only good record,DrawerA14
BAI-13346,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"Brentford Public Library,Layton Collection, 01430",1430,,Museum of London,Locality unknown,,,,,,,,,,,,,,,83,,30,,Dark green. Slightly corroded,Pitted beneath patina. Slightly encrusted.,12,Thickness: blade 12mm,,,Blade is bent in about the middle.,,,Joellen McGann,https://farm4.staticflickr.com/3913/15156669016_b121257a4f_z.jpg,https://farm4.staticflickr.com/3913/15156669016_b121257a4f_b.jpg,https://www.flickr.com/photos/MicroPasts/15156669016,superuser,DrawerA14
BAI-13345,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"Brentford Public Library,Layton Collection 01428",1428,,Museum of London,Locality unknown,,,,,,,,,,,,,,,108,21,31,,Greeny brown. Earth stained. Golden bronze shows.,"Rough, encrusted nearly all over.",13,"Width: blade 31mm; socket 20.75mm,Thickness: 12.75mm; socket 16.75mm",,,Blade is bent towards point.,,,Joellen McGann,https://farm4.staticflickr.com/3886/15176689131_aff1eb1480_z.jpg,https://farm4.staticflickr.com/3886/15176689131_aff1eb1480_b.jpg,https://www.flickr.com/photos/MicroPasts/15176689131,only good record,DrawerA14
BAI-13344,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"Brentford Public Library,Layton Collection, 01427",1427,,Museum of London,Locality unknown,,,,,,,,,,,,,,,133,,31,,"Traces of patina, very dark brown.","Rough, pitted, and heavily pocked. Dark golden bronze. Socket end is rusty.",15,"Width: blade 31.25mm,Thickness: blade 14.75mm; socket 20mm",,,,,,Joellen McGann,https://farm4.staticflickr.com/3881/15176689251_3ac8fa5410_z.jpg,https://farm4.staticflickr.com/3881/15176689251_3ac8fa5410_b.jpg,https://www.flickr.com/photos/MicroPasts/15176689251,only good record,DrawerA14
BAI-13343,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"Brentford Public Library,Layton Collection, 01425",1425,,Museum of London,Locality unknown,,,,,,,,,,,,,,,158,17,46,,Very dark green - mostly flaked off. Showing dark brown bronze.,Fairly smooth.,14,"Length: 157.5mm,Width: blade 46mm; socket 16.75mm,Thickness: blade 13.75mm; socket 16.75mm",,,Blade is bent.,,,Joellen McGann,https://farm4.staticflickr.com/3912/14993115918_cef32d6742_z.jpg,https://farm4.staticflickr.com/3912/14993115918_cef32d6742_b.jpg,https://www.flickr.com/photos/MicroPasts/14993115918,only good record,DrawerA14
BAI-13341,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"Sotheby's Sale, 19.11.24,646,Collection of W. J. Knowles, MRIA, of Flixton Place, Ballymena",,,Private Collection,Locality unknown,,,auction,,,,,,,,,,,,94,21,24,,No patina.,Smooth. Dirty golden bronze.,12,"Width:  blade 24mm; socket 20.5mm,Thickness: blade 11.5mm; socket 22mm",,,"In very fine condition. Curiously marked and these markings are very, very, slightly raised. On both sides. 2 Rivet holes.",,,Joellen McGann,https://farm4.staticflickr.com/3911/15176691311_20822dd78f_z.jpg,https://farm4.staticflickr.com/3911/15176691311_20822dd78f_b.jpg,https://www.flickr.com/photos/MicroPasts/15176691311,only good record,DrawerA14
BAI-13340,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"Sotheby's Sale, 19.11.24,647,Collection of W. J. Knowles, MRIA, of Flixton Place, Ballymena",,,Private Collection,Locality unknown,,,auction,,,,,,,,,,,,96,17,25,,"Dark brownish green. The thick patina is nearly all off, leaving a matte browny green beneath.",Smooth,11,"Width: blade 25mm; socket 17mm,Thickness: blade 10.5mm; socket 15.5mm",,,Sharp edges. Edge of socket is sharp.,,,Joellen McGann,https://farm4.staticflickr.com/3909/15179698295_c1936eca3b_z.jpg,https://farm4.staticflickr.com/3909/15179698295_c1936eca3b_b.jpg,https://www.flickr.com/photos/MicroPasts/15179698295,only good record,DrawerA14
BAI-13339,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"Sotheby's Sale, 19.11.24,647,Collection of W. J. Knowles, MRIA, of Flixton Place, Ballymena",,,Private Collection,Locality unknown,,,auction,,,,,,,,,,,,97,21,35,,Dark brown.,Smooth. Rust stained.,15,"Width: blade 35mm; socket 20.5mm,Thickness: blade 15mm; socket 20mm",,,,,,Joellen McGann,https://farm4.staticflickr.com/3903/15179327692_2f6cddeace_z.jpg,https://farm4.staticflickr.com/3903/15179327692_2f6cddeace_b.jpg,https://www.flickr.com/photos/MicroPasts/15179327692,only good record,DrawerA14
