objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,context,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-27027,433,Bangle,,,,Bronze Age,p0gjgrs6qb2,,"Sotheby's Sale, 31.7.23,(Mrs. Randolph Berens), Lot 93,14 Prince's Gardens, SW",,,Private Collection,Locality unknown,,,auction,,,,,,,,,,,,,55,,43,No patina.,"Smooth and dark, as brass becomes when it gets dirty.",6,"Width: 54.5 x 43mm,Thickness: 5.5mm",,,A doubtful looking specimen. More like a piece of modern brass. Round in section.,,,Joellen McGann,https://farm9.staticflickr.com/8580/15912600076_b93224271d_z.jpg,https://farm9.staticflickr.com/8580/15912600076_b93224271d_b.jpg,https://www.flickr.com/photos/MicroPasts/15912600076,superuser,ornamentsA15
BAI-27026,433,Bangle,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,S.G. Fenton Esq., 33 Cranbourne St. W.,6.7.20",,,Private Collection,,,,,,,,,,,,,,,,75,63,,43,No patina.,Rather rough. A small pitting all over. Reddish bronze colour.,2,"Width: 63mm; 14mm,Weight: 42.52 gms",,,,,Doubtful bronze age.,Joellen McGann,https://farm9.staticflickr.com/8603/15912599966_59d8f88da5_z.jpg,https://farm9.staticflickr.com/8603/15912599966_59d8f88da5_b.jpg,https://www.flickr.com/photos/MicroPasts/15912599966,superuser,ornamentsA15
BAI-27025,658,Penannular Ring,,,,Bronze Age,p0gjgrs6qb2,,"Sotheby's 31.7.23.,Sale. (Mrs. Randolph Berens), Lot 93,,14 Prince's Gdns. S.W.",,,Private Collection,Locality unknown.,,,auction,,,,,,,,,,,,,59 x 58; terminals 21 x 19,,84.5,no patina.,"smooth, slt. tiny pittings, dark brown bronze.",9.5 x 8.5,,,,,,,Susan Magyarody,https://farm8.staticflickr.com/7474/15751114120_363ecf94c9_z.jpg,https://farm8.staticflickr.com/7474/15751114120_363ecf94c9_b.jpg,https://www.flickr.com/photos/MicroPasts/15751114120,most detailed record,ornamentsA15
BAI-27024,543,Bangle,,,,Bronze Age,p0gjgrs6qb2,,"Private,F. Ransom Esq,. Hitchin",,,Private Collection,,,,,,,,,,,,,,,,76,"64.5,20.5,15",,28.35,dark green polished,"smooth and slightly corrosive outside & corroded all over the inside,see transcriber comment",2,"I think it should probably say ""corroded"", rather than ""corrosive"". There are a couple of additional dimensions on the diagram: 7.5 and 11, but I'm not sure what to call them or where to transcribe them",,,Design is partly obliterated and not very distinct.,,,Jane Fellows,https://farm8.staticflickr.com/7582/15316143294_a53b43cfd0_z.jpg,https://farm8.staticflickr.com/7582/15316143294_a53b43cfd0_b.jpg,https://www.flickr.com/photos/MicroPasts/15316143294,most detailed record,ornamentsA15
BAI-27023,658,Bangle,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,F. Ransom, Esq., Hitchins",,,Private Collection,,,,,,,,,,,,,,,,73,6.5,,17,"polished, medium sea green patina, with a few spots of corrosion.",smooth,5 x 3,,,,,,,Susan Magyarody,https://farm9.staticflickr.com/8643/15752650887_8fe17db47d_z.jpg,https://farm9.staticflickr.com/8643/15752650887_8fe17db47d_b.jpg,https://www.flickr.com/photos/MicroPasts/15752650887,most detailed record,ornamentsA15
BAI-27022,658,Bangle,,,,Bronze Age,p0gjgrs6qb2,,"Vize Collection,Sotheby's, No. 140/6",,,Private Collection,,,,auction,,,,,,,,,,,,100,97,,134.65,"some emerald green patina, but a good deal of rust colour.",- some light green corrosion.,15,,,,Ornamented all round with palmette design.,,,Susan Magyarody,https://farm8.staticflickr.com/7508/15318768293_19b577a3c3_z.jpg,https://farm8.staticflickr.com/7508/15318768293_19b577a3c3_b.jpg,https://www.flickr.com/photos/MicroPasts/15318768293,most detailed record,ornamentsA15
BAI-27021,658,Bangle,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,W.C.Wells, Esq.,2 Maybank Avenue, Sudbury, Harrow,21.6.20",,,Private Collection,,,,,,,,,,,,,,,,79.5,70,,85.05,a little bluish green patina but mostly golden bronze colour.,smooth except where encrusted.,6 to 7,,,,,,,Susan Magyarody,https://farm8.staticflickr.com/7476/15751112970_41520d3e4b_z.jpg,https://farm8.staticflickr.com/7476/15751112970_41520d3e4b_b.jpg,https://www.flickr.com/photos/MicroPasts/15751112970,most detailed record,ornamentsA15
BAI-27020,658,Bangle,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection 21.6.20,W.C. Wells, Esq.,2 Maybank Avenue,Sudbury, Harrow",,,Private Collection,,,,,,,,,,,,,,,,80,67,,77.96,some dark green patina.,"smooth, but rather pitted & mostly bronze in colour.",6,,,,,,,Susan Magyarody,https://farm8.staticflickr.com/7535/15316142294_27364f92fb_z.jpg,https://farm8.staticflickr.com/7535/15316142294_27364f92fb_b.jpg,https://www.flickr.com/photos/MicroPasts/15316142294,most detailed record,ornamentsA15
BAI-27019,658,Bangle,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,W.C. Wells, Esq.,,2 Maybank Avenue, Sudbury, Harrow,,211.6.20.",,,Private Collection,,,,,,,,,,,,,,,,78,70,,85.05,a very little dark green patina.,smooth - mostly golden bronze colour.,6.5,,,,,,,Susan Magyarody,https://farm8.staticflickr.com/7566/15750955728_506b430660_z.jpg,https://farm8.staticflickr.com/7566/15750955728_506b430660_b.jpg,https://www.flickr.com/photos/MicroPasts/15750955728,most detailed record,ornamentsA15
BAI-27018,658,Bangle,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,W.C. Wells, Esq., Sudbury, Harrow,21.6.20.",,,Private Collection,,,,,,,,,,,,,,,,77,69,,77.95,very slight thin green patina.,"smooth, good deal of bronze showing, slight encrustment.",6,,,,,,,Susan Magyarody,https://farm8.staticflickr.com/7578/15938394715_396677a171_z.jpg,https://farm8.staticflickr.com/7578/15938394715_396677a171_b.jpg,https://www.flickr.com/photos/MicroPasts/15938394715,most detailed record,ornamentsA15
