objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,context,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-30203,658,RAPIER,,,,Bronze Age,p0gjgrs6qb2,B,"B.M., W.G. 1691",WG.1691,H_WG-1691,British Museum,"GREATER LONDON, Wandsworth, R. Wandle at Wandsworth",,,river,,,England,Greater London,"Wandsworth, London Sw15, UK",51.4570271,-0.1932607,"TQ 25,74",,,,404,,,,,,,No drawing.,,,,"Trump, 1962, 97 No. 162 (Class III)",,Susan Magyarody,https://farm8.staticflickr.com/7438/16255481769_b00533bedd_z.jpg,https://farm8.staticflickr.com/7438/16255481769_b00533bedd_b.jpg,https://www.flickr.com/photos/MicroPasts/16255481769,most detailed record,singleA18
BAI-62361,433,Tweezers,,,,Bronze Age,p0gjgrs6qb2,Not Bronze Age,"Brentford Public Library,Layton Collection, O1244,Now in London Museum",O1244,,Museum of London,"exact site unknown, believed to be from Thames, between Wandsworth + Twickenham",,,,,,,,"London Borough Of Wandsworth, Greater London, UK",51.4571,-0.1818,,,,,127,widest part 5.5,4.5,,"Lightish green, dark bronze shows (whitish stains)",Rough. Through slight encrustment all over.,,,,,Handle piece terminated with a rounded end,,,Joellen McGann,https://farm8.staticflickr.com/7784/26470575064_3f4f85ccf8_b.jpg,https://farm8.staticflickr.com/7784/26470575064_3f4f85ccf8_b.jpg,https://www.flickr.com/photos/115096994@N02/26470575064,superuser,DubiousBA
BAI-3635,243,Looped palstave,,,,Bronze Age,p0gjgrs6qb2,I1E,"National Museum of Wales. 94.49.,Cardiff.",94.49,,National Museum of Wales,"wales,glamorgan,bonvilstone or bonvilston(near cowbridge),(near cowbridge).,found at bonvilston,,march 1882",,,,,,Wales,,"Bonvilston, Wales",51.4586,-3.3457,,,3,1882,145,,69,,green,rough,,"2 cross section drawings of palstave on reverse.,Loop is intact, bottom of loop quite wide and reinforced.,Mid and side ridges below stop,Butt damaged, portion missing and worn to a round curve on one side.,Blade quite wide near bevel, edge crescent shaped, tip more flared on one side than other.",,,fairly good condition,"Grimes, N.M.W. Evide, No. 288, Fig.",,Jeff Okazaki,http://farm8.staticflickr.com/7441/13305253995_cb7798e41f_z.jpg,http://farm8.staticflickr.com/7441/13305253995_cb7798e41f_b.jpg,http://www.flickr.com/photos/MicroPasts/13305253995,superuser,drawB16
BAI-41425,433,Sickle,,,,Bronze Age,p0gjgrs6qb2,,"British Museum,1868.1228.289",1868.1228.289,,British Museum,"Germany,Prussia,near Eilenburg",,,,,,Germany,,"Eilenburg, Germany",51.4586736,12.6344389,,,,,,,,,,,,,Copper Alloy,,,,,Joellen McGann,https://farm1.staticflickr.com/452/19167265890_440980d0c1_z.jpg,https://farm1.staticflickr.com/452/19167265890_440980d0c1_b.jpg,https://www.flickr.com/photos/115096994@N02/19167265890,superuser,ForeignSickles
BAI-29203,,Palstave,,,,Bronze Age,p0gjgrs6qb2,II1C,Devizes Museum B25,B25,,Devizes Museum,"England, Berkshire, near Reading",,,,,,England,Berkshire,"Reading, Reading, Reading, UK",51.4591971,-0.9723236,,,,,148,,,203,,,,"Width field reads ""  (butt) 20mm, centre 20 "",  Diagram shows additional width measurements.,  Thickness field reads "" 22"", septum 6""  "",  Weight field has 6 1/2 oz crossed out",With flanges and stop-ridges and strong raised midrib.,not known,,"Wilts Arch. Mag = XXX.81.,  Devizes Museum Catalogue.30.B25,  DM  1150  Cat II  B25  GC  581",,Anon.,https://farm8.staticflickr.com/7467/15671186384_9ee46ed4c3_z.jpg,https://farm8.staticflickr.com/7467/15671186384_9ee46ed4c3_b.jpg,https://www.flickr.com/photos/MicroPasts/15671186384,most detailed record,devizes
BAI-11596,433,Haft-Flanged Axe ,,,,Bronze Age,p0gjgrs6qb2,,"London, British Museum, 66.6-27.20",1866.6-27.20,,British Museum,"England,Wiltshire,Avon,River Avon at the Bridge",,,river,,,England,Wiltshire,"Avon, Chippenham, Wiltshire Sn15, UK",51.4607731,-2.1083898,ST 75 64,,,,141,,62,,,No patina remains; undamaged.,,,,,,,MJR,Joellen McGann,https://farm6.staticflickr.com/5581/14977308891_1b61e29292_z.jpg,https://farm6.staticflickr.com/5581/14977308891_1b61e29292_b.jpg,https://www.flickr.com/photos/MicroPasts/14977308891,superuser,flangedAxesA1
BAI-59221,580,Blade,,,,Bronze Age,p0gjgrs6qb2,,,,,,No locality,,,,,,England,,,51.4613,-0.3037,,,,,,,,,,,,,,,,,JW - Unidentified cards from BA index drawer A20.,Denis Antoine,https://farm2.staticflickr.com/1458/24444217543_023035fb78_z.jpg,https://farm2.staticflickr.com/1458/24444217543_023035fb78_b.jpg,https://www.flickr.com/photos/115096994@N02/24444217543,superuser,BitsandBobsPt2
BAI-14915,433,Tracer,,,,Bronze Age,p0gjgrs6qb2,,"London Museum, A.11880",A.11880,,Museum of London,"England,Greater London,Richmond,R. Thames,1913",,,river,,,England,Greater London,"Richmond, Richmond, Greater London, UK",51.4613531,-0.3032767,,,,1913,55,4,,4,Dark green,Smooth,3,Weight: 3.6 gms,,,,,Inacc.,Joellen McGann,https://farm4.staticflickr.com/3835/15013031619_7beb8607b8_z.jpg,https://farm4.staticflickr.com/3835/15013031619_7beb8607b8_b.jpg,https://www.flickr.com/photos/MicroPasts/15013031619,superuser,A8tools
BAI-28595,433,Rapier,,,,Bronze Age,p0gjgrs6qb2,,"Formerly: Miss Frances Healy, 4, California Court, High Road, Bushey Heath, Herts., WD2 1 EB,London Museum 1974",,,Private Collection,"England,Greater London,R. Thames,London,Richmond-upon-Thames,Kew,Found 11.8.73 in mud on S. edge of Thames immediately downstream of Kew Bridge.",,,river,,,England,Greater London,"Richmond, Richmond, Greater London, UK",51.4613531,-0.3032767,,8,11,1973,314,67,,,,1 side cleaned down to rather pitted bronze surface. Other side with much sandy encrustation and green corrosion.,,,,,Bent in middle,,,Joellen McGann,https://farm9.staticflickr.com/8619/16050747385_94e243821f_z.jpg,https://farm9.staticflickr.com/8619/16050747385_94e243821f_b.jpg,https://www.flickr.com/photos/MicroPasts/16050747385,superuser,drawA10
BAI-11324,433,flanged Axe,Haft,,,Bronze Age,p0gjgrs6qb2,,"London, British Museum, W.G. 1734",WG.1734,,British Museum,"England,Greater London,Richmond upon Thames,Sion Reach",,,river,,,England,Greater London,"Richmond, Richmond, Greater London, UK",51.4613531,-0.3032767,TQ 16 75,,,,157,70,,,,"Dull black, undamaged.",,,,,Decoration: deep crescentic line in face joining flange bases made up of dots joined together; cable patterns on flanges and blade sides with row of four dots above each bar ridge.,,MJR,Joellen McGann,https://farm4.staticflickr.com/3914/14793300927_f736f5e9c2_z.jpg,https://farm4.staticflickr.com/3914/14793300927_f736f5e9c2_b.jpg,https://www.flickr.com/photos/MicroPasts/14793300927,superuser,flangedAxesA1
