PASID,objectType,broadperiod,periodFromName,periodToName,fromdate,todate,description,notes,workflow,materialTerm,secondaryMaterialTerm,subsequentActionTerm,discoveryMethod,datefound1,datefound2,TID,rallyName,weight,height,diameter,thickness,length,quantity,identifier,recorder,regionName,county,district,parish,fourFigure,gridSource,fourFigureLat,fourFigureLon,objectID,knownas,filename,imageLabel,imageCopyrightHolder,imageLicense,imageURL,thumbnail
893226,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-900,-750,"Late Bronze Age copper alloy socketed looped axehead fragment. Only the bottom part with the cutting edge remains. The fragment has no discernible decoration. Ewart Park phase attribution, probably a South Eastern type. Dates to between c900 to c750 BC.



The length is 35mm, width 35mm, thickness 13mm, and the weight 44.56g.",,3,Copper alloy,,Returned to finder,Metal detector,2018-03-09T00:00:00Z,2018-03-09T00:00:00Z,,,44.56,,,13,35,1,Alex Whitlock,Alex Whitlock,East Midlands,Lincolnshire,South Kesteven,Londonthorpe and Harrowby Without,SK9536,From finder,52.91303653,-0.58870687,LANCUM-317235,,LANCUM317235.jpg,Late Bronze Age copper alloy socketed axehead,The Portable Antiquities Scheme,Attribution License,https://finds.org.uk/images/AlexIdris/LANCUM317235.jpg,https://finds.org.uk/images/thumbnails/1009651.jpg
893324,Bracelet,Bronze Age,Bronze Age,BRONZE AGE,-1400,-1200,"A complete copper-alloy annular bracelet/arm-ring probably of Bronze Age date 1400 - 1300 BC. The Liss-type bracelet is solid and oval in section and in good condition with brown patina. The body is decorated with incised or engraved panels which are relatively deep and have been applied with some degree of care. The complex decoration comprises of panels of lines or rows of stacked chevrons creating a herringbone pattern separated by 'dividing' sections of 10 or more lines of vertical bands (to the circumference of the bracelet-arming). The three central panels are comprised of 8 or 9 horizontal bands that widen to create an oval, the centre of which are decorated with 6 vertical bands.



As an oval, the external diameter is 95.5mm by 83.7mm with an internal diameter of 66.8mm by 52.1mm and a width of 12.9 mm. A comparison on the database is: SUR-590F5D no.1","Similar plain and incised (Liss-type) bracelets in copper alloy are not common finds. They are known from the Taunton phase (1,400 -1,200 BC) of the Bronze Age onwards, mainly from Southern Britain. These bracelets concentrate in the southern counties of Hampshire, Wiltshire, Dorset and West Sussex and examples are also known from Suffolk and Norfolk. Incised decorated bracelets form part of a North European tradition, which has led to the suggestion that the examples from southern England may be imported from northern France, although this theory has been questioned (O'Connor 1980). While some of the known bracelets come from hoards containing items such as torcs, pins, axes, palstaves and other mid-Bronze Age artefacts, no other objects were found in association with this example. See Recent Metalwork Discoveries in Hampshire for a comprehensive report, published by Sally Worrell in Hampshire Studies (2002, no.1). They are comparatively rarer than tools and weapons. Similar examples were found in the Ebbesbourne Wake hoard (Moore and Rowlands 1972:63-5, Plate XV) and a hoard from Norton Fitzwarren (Needham in Ellis 1989:31-31, 36).",4,Copper alloy,,Returned to finder,Metal detector,,,,,346.5,83.7,,12.9,,1,Dr. Lindsey Smith,Dr. Lindsey Smith,South East,Oxfordshire,Cherwell,Merton,SP5719,From finder,51.8666749,-1.17358811,BERK-7B524E,,BAbracelet.jpg,BA Bracelet,The Portable Antiquities Scheme,Attribution License,https://finds.org.uk/images/rod/BAbracelet.jpg,https://finds.org.uk/images/thumbnails/1006991.jpg
893369,Palstave,Bronze Age,Bronze Age,BRONZE AGE,-1500,-1100,"A fragment of a Middle Bronze Age copper alloy palstave, probably dating to c. 1500-1100 BC. The surviving fragment comprises of the upper portion of the blade, truncated below the stop ridge at the butt end and with the cutting edge also lost. Both breaks are worn and patinated. The fragment is sub-trapezoidal in plan, slightly flaring towards the cutting edge, and sub-triangular in cross section, measuring 21.5mm wide by 15.5mm thick at the butt end, and 37.3mm wide by 7.4mm thick at the cutting edge-end. The fragment is 47.3mm in length. There is the suggestion of a mid-rib on one face of the blade, but this is tentative due to abrasion.



Overall dimensions: length 47.3mm; width 37.3mm; thickness 15.5mm; weight 105.4g.



The fragment is too incomplete to be assigned to a typological group, and a broad middle Bronze Age date is suggested.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,105.4,,,15.5,47.3,1,Leah Moradi,Leah Moradi,South West,Devon,Exeter,Duryard,SX9195,GPS (from the finder),50.74434247,-3.54626209,DEV-7C73DE,,DEV7C73DE.JPG,Bronze Age palstave fragment,Somerset County Council,Attribution License,https://finds.org.uk/images/wpartridgedev/DEV7C73DE.JPG,https://finds.org.uk/images/thumbnails/1005685.jpg
893594,Bracelet,Bronze Age,Bronze Age,ROMAN,-2500,410,"An incomplete cast copper alloy artefact, probably a bracelet or small arm ring, date uncertain.



Sub-circular in plan, the frame is a shallow D shape and tapers towards old breaks at both ends. One end has been bent inwards from an incomplete break at 23mm from the end. Both surfaces appear to be undecorated but there is good evidence of bronze gilding amongst the green-brown surface patination. The bracelet is 69.7mm at its widest and weighs 61.8g. The frame is 15.47mm at its widest, tapering to 8.89mm and 8.98mm at the breaks.



With no diagnostic style of terminals to assist in dating, only a broad range of Bronze Age to Roman can be ascribed, although it could equally of later date.



Similar examples can be found at LEIC-41C73D, BH-D11A31 and NARC-1C0E84.",,4,Copper alloy,,Returned to finder,Metal detector,2017-11-05T00:00:00Z,,,,61.8,,69.77,5.3,,1,Ann Lipscombe,Ann Lipscombe,Yorkshire and the Humber,North Yorkshire,Hambleton,High Worsall,NZ0703,From finder,54.42238949,-1.89362624,DUR-916168,,DUR916168.jpg,DUR-916168,Durham County Council,Attribution License,https://finds.org.uk/images/benwestwood/DUR916168.jpg,https://finds.org.uk/images/thumbnails/1018966.jpg
894256,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1100,-800,"An incomplete Bronze Age socketed axehead, probably dating to c. 1100-800 BC. The surviving fragment comprises only of the blade-end, only surviving between the cutting edge and the end of the internal socket. The fragment is rectangular in plan and sub-triangular when viewed in profile. The sides of the axe are broadly parallel, tapering very slightly from the cutting edge, although without flaring blade tips. The cutting edge is slightly convex. Either lateral face of the axe has a pronounced, longitudinal casting seem, creating an elongated sub-hexagonal cross section. The socket is an elongated, sub-oval in cross section and either broad face is plain.



Dimensions: length 45.3mm; width 38.9mm; thickness 13.6mm; weight 82.45g.



Although too fragmentary for a certain attribution, the fragment probably belongs to the Ewart park or Wilburton metal working groups, giving it a date of 1100-800 BC (Schmidt & Burgess 1981: 119), a similar fragment of very similar form, also from the South Hams, has previously been recorded on this database: DEV-C9D5FD.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,82.45,,,13.6,45.3,1,Wil Partridge,Wil Partridge,South West,Devon,South Hams,Charleton,SX7542,Generated from computer mapping software,50.26471213,-3.75517237,DEV-FAC9D2,,DEVFAC9D2.JPG,Late Bronze Age copper alloy socketed axe head,Somerset County Council,Attribution License,https://finds.org.uk/images/wpartridgedev/DEVFAC9D2.JPG,https://finds.org.uk/images/thumbnails/1016842.jpg
895145,Flat Axehead,Bronze Age,Bronze Age,BRONZE AGE,-2200,-1500,"A cast copper-alloy flat axehead of the Early Bronze Age, dating to the period of 2200-1500 BC. It measures 78.36mm in length and 48.24mm in width. It is 10.21mm thick and weighs 159.11g. The axehead is broadly trapezoidal in shape. Its thickest point is in the middle, from where it tapers to the sides. The blade gradually widens towards the cutting edge edge. Both ends curve outwards slightly.",,3,Copper alloy,,Returned to finder,Metal detector,,,,,159.11,,,10.21,78.36,1,Nina Dierks,Nina Dierks,South West,Dorset,West Dorset,Stinsford,SY7193,From finder,50.73588261,-2.4123093,WILT-5213F9,,WILT5213F9.jpg,,Salisbury and South Wiltshire Museum,Attribution License,https://finds.org.uk/images/rhenry2/WILT5213F9.jpg,https://finds.org.uk/images/thumbnails/1007461.jpg
895169,Miniature Object,Bronze Age,Bronze Age,ROMAN,-2150,410,"Miniature axe or axe-chisel of Bronze age to Roman date (2150 BC- 410 AD). The object is similar to solid flat axes with a tapering blade, resembling a miniature version of the earliest and simplest solid cast copper alloy axe-heads. The sides are slightly curved and the blades tappers to a rounded edge. The object is broken along the wider edge.



The object has a heavily pitted light green patina.



The broad date range has been given due to the form of the object most closely resembling early Bronze age axe heads, however there are numerous examples of Roman votive deposition of such minature axe heads.",,3,Copper alloy,,Returned to finder,Metal detector,2016-09-30T23:00:00Z,2016-12-31T00:00:00Z,,,19.9,,,6.41,33.6,1,Liz Walker,Liz Walker,South East,West Sussex,Arun,Patching,TQ0907,From finder,50.852257,-0.45290954,SUSS-63EAE7,,AxeSUSS63EAE7.jpg,Miniature axe or axe-chisel of Bronze age to Roman date (2150 BC- 410 AD),The Portable Antiquities Scheme,Attribution License,https://finds.org.uk/images/EdwinWood/AxeSUSS63EAE7.jpg,https://finds.org.uk/images/thumbnails/1008565.jpg
895338,Awl,Bronze Age,Bronze Age,ROMAN,-1250,400,"Bronze Age to Post Medieval (c. 1250 BC to 4th century) awl: The awl has a tang which is rectangular in section and tapers to a blunt edge. The tang is over half of the awl. The other half is square in section, tapering to a blunt, rounded point. The surface has traces of a mottled light grey-green patina.



It measures 51.61mm long, 5.98mm wide, 5.52mm thick and weighs 6.2g.



Awls can date from the Bronze Age, c. 1250 BC but as the design of awls has changed very little, it could also be much more recent. The patina perhaps suggests a Roman date, but this is not certain.",,4,Copper alloy,,Returned to finder,Metal detector,2017-07-31T23:00:00Z,2017-08-30T23:00:00Z,,,6.2,,,5.52,51.61,1,Angie Bolton,Angie Bolton,South East,Oxfordshire,Vale of White Horse,West Hendred,SU4485,From finder,51.56216935,-1.36665665,WAW-93F78D,,WAW93F78D.jpg,Bronze Age to Post Medieval awl (plan and profile).,Birmingham Museums Trust,Attribution License,https://finds.org.uk/images/abolton/WAW93F78D.jpg,https://finds.org.uk/images/thumbnails/1007207.jpg
895552,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,"Haft-end fragment of late Bronze Age socketed Axehead. Full width mouth fragment comprising nearly half of the circumference. Single mouth moulding. Insufficient survives for further classification. Circa 1000-800 BC. Dimensions; 32mm at widest point, 27mm long overall.",,4,Copper alloy,,Returned to finder,Metal detector,2018-03-25T00:00:00Z,2018-03-25T00:00:00Z,,,,,,,27,1,Garry Crace,Garry Crace,Eastern,Norfolk,Breckland,Bradenham,TF9107,,52.62714535,0.82059052,NMS-AA275B,,LBAaxefragment.jpg,Fragment of late Bronze Age socketed Axe,Garry Crace,Attribution License,https://finds.org.uk/images/norfolkarcher1/LBAaxefragment.jpg,https://finds.org.uk/images/thumbnails/1007397.jpg
895607,Sword,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,"Probably Bronze Age (-1000 to -800) blade fragment: The cast copper alloy blade fragment is an elongated lozenge in cross-section with a convex surfaces. The breaks across the blade are old and rounded. The edges of the blade are slightly faceted.



The surface of the blade has an incomplete mottled dark green and brown patina which is then heavily abraded.



It measures 22.89mm long, 23.63mm wide, 7.74mm thick. It weighs 14.74 grams.



It is probably a fragment from a sword or rapier of the Late Bronze Age date.",,4,Copper alloy,,Returned to finder,Metal detector,2017-08-05T23:00:00Z,2017-08-05T23:00:00Z,,,14.74,,,7.74,22.89,1,Angie Bolton,Angie Bolton,South East,Oxfordshire,Vale of White Horse,West Hendred,SU4485,From finder,51.56216935,-1.36665665,WAW-B7224A,,WAWB7224A.jpg,Bronze Age sword or rapier blade fragment (plan and profile).,Birmingham Museums Trust,Attribution License,https://finds.org.uk/images/abolton/WAWB7224A.jpg,https://finds.org.uk/images/thumbnails/1007456.jpg
