PASID,objectType,broadperiod,periodFromName,periodToName,fromdate,todate,description,notes,workflow,materialTerm,secondaryMaterialTerm,subsequentActionTerm,discoveryMethod,datefound1,datefound2,TID,rallyName,weight,height,diameter,thickness,length,quantity,identifier,recorder,regionName,county,district,parish,fourFigure,gridSource,fourFigureLat,fourFigureLon,objectID,knownas,filename,imageLabel,imageCopyrightHolder,imageLicense,imageURL,thumbnail
817282,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1150,-800,"An incomplete copper alloy socketed axehead, of Late Bronze Age dating (1150 BC to 800 BC).



Less than 25% of the socketed axehead is present, consisting of the base of the socket and the blade edge. The fragment is sub rectangular in plan, and triangular in section. The socket is triangular in shape. Casting ridges are present along one side. The other side is missing. Filemarks are present on the front and back of the axehead.



The socketed axehead fragment measures 20.5 mm in length, 46.3 mmwide (at the blade), 41.3 mm wide (at the body), 10.5 mm thick (at the body), 1.7 mm thick (at the blade edge). The remnants of the socket is 4.3 mm deep. It weighs 24.2 g.



The socketed axehead is a mid to dark green colour, with an uneven surface patina. Abrasion, caused by movement whilst within the plough soil, has resulted in a loss of some of the original surface.",,4,Copper alloy,,Returned to finder,Metal detector,2016-01-01T00:00:00Z,2016-09-25T23:00:00Z,,,24.2,,,10.5,20.5,1,Teresa Gilmore,Teresa Gilmore,West Midlands,Warwickshire,Rugby,Copston Magna,SP4588,From finder,52.48806775,-1.33871949,WMID-D9A2D5,,WMIDD9A2D5.jpg,Late Bronze Age: Incomplete socketed axehead,Birmingham Museums Trust,Attribution License,https://finds.org.uk/images/tgilmore/WMIDD9A2D5.jpg,https://finds.org.uk/images/thumbnails/592378.jpg
817288,Spear,Bronze Age,Bronze Age,BRONZE AGE,-1500,-800,"
~~Copper alloy socketed spearhead fragment that dates to the middle to late Bronze Age. This is the tip of the spearhead and has a pronounced spine running down its centre that is circular in cross-section, this is flanked by thin blades that taper to a fine point. The rear of the spear is truncated resulting in the loss of the socket and rear section of the blades.
",,4,Copper alloy,,Returned to finder,Metal detector,2016-05-31T23:00:00Z,2016-08-31T23:00:00Z,,,4.96,,,8,26,1,Kurt Adams,Kurt Adams,South West,Gloucestershire,Forest of Dean,Awre,SO6806,From finder,51.75177187,-2.46495804,GLO-D9C892,,GLOD9C892.jpg,GLO-D9C892 Spearhead,Bristol City Council,Attribution License,https://finds.org.uk/images/kadams/GLOD9C892.jpg,https://finds.org.uk/images/thumbnails/592568.jpg
817346,Rapier,Bronze Age,Bronze Age,BRONZE AGE,-1600,-1001,"Fragment of the blade of a Middle Bronze Age copper alloy rapier, both ends broken in antiquity. The surfaces are pockmarked but a flat mid-rib is visible on both. The cutting edges are not sharp. Extant length 41mm. Width 17.3mm. Thickness 5.7mm. Weight 15.54g. c.1600 - c.1000 BC.



Field L6",,4,Copper alloy,,Returned to finder,Metal detector,2016-08-18T23:00:00Z,2016-10-26T23:00:00Z,,,15.54,,,5.7,41,1,Andrew Rogerson,Andrew Rogerson,Eastern,Norfolk,Breckland,Roudham and Larling,TL9788,Centred on field,52.45441516,0.8978555,NMS-DB6579,,61717_DB6579_MBA_RapierFragment_ILL.jpg,Fragment of the blade of a Middle Bronze Age rapier,Norfolk County Council,Attribution License,https://finds.org.uk/images/awilliamsnorfolk/61717_DB6579_MBA_RapierFragment_ILL.jpg,https://finds.org.uk/images/thumbnails/1156563.jpg
817643,Chisel,Bronze Age,Bronze Age,BRONZE AGE,-1500,-800,"An incomplete copper-alloy chisel of middle to late Bronze Age date, c.1500 - 800 BC. The object is sub-triangular in plan with a tapering rectangular section from the tang to the blade.



The metal has a mid-green patina and is worn. The object is 40.1mm long, 21.2mm to 3.4mm wide, 5.7mm thick and weighs 12.8g.



A similar object has been recorded on the PAS database as BH-C14B11.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,12.8,,,5.7,40.1,1,Rebecca Griffiths,Rebecca Griffiths,Yorkshire and the Humber,North Yorkshire,Selby,Brayton,SE5929,GPS (from the finder),53.75403329,-1.1066791,YORYM-F00E3D,,JLY0028.jpg,Bronze Age : Chisel,York Museums Trust,Attribution License,https://finds.org.uk/images/bmorris/JLY0028.jpg,https://finds.org.uk/images/thumbnails/593546.jpg
818269,Spear,Bronze Age,Bronze Age,BRONZE AGE,-1000,-801,"A fragment of a copper alloy late Bronze Age spear dating to c. 1000 - 801 BC. Only part of the blade located near to the terminal (tip-end) survives. The fragment is sub rectangular in shape, narrowing towards the tip of the spear, which is worn and broken. The fragment is lozenge shaped in cross section. Running down the centre of the fragment on both sides is a raised midrib. The blade edges have been worn and there are notches along both the edges. The blade has a dark green patina, and has patches of brown corrosion. The blade is 23.6mm in length, 14.1mm in width, and 4.9mm in maximum thickness. It weighs 2.69g.



The fragment is similar to spear blades shown in Needham 1990, page 55, dating to the Late Bronze Age.",,4,Copper alloy,,Returned to finder,Metal detector,2016-09-06T23:00:00Z,,,,2.69,,,4.9,23.6,1,Arwen Wood,Arwen Wood,South East,Oxfordshire,South Oxfordshire,Britwell Salome,SU6892,From finder,51.62272127,-1.0191268,BUC-52EB4C,,BUC52EB4C.jpg,Bronze Age spearhead,The Portable Antiquities Scheme,Attribution License,https://finds.org.uk/images/ajames/BUC52EB4C.jpg,https://finds.org.uk/images/thumbnails/593120.jpg
818347,Sword,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,"Bronze Age (-1000 to -800) blade fragment: The cast copper alloy blade fragment is an elongated lozenge in cross-section with a sharp corner in the centre of each face. The breaks across the blade are not old, but not too recent. The edges of the blade are slightly faceted and there are notches along the blade, which are not recent as the patina covers them.



The surface of the blade has a mottled dark green and brown patina.



It measures 29.87mm long, 23.49mm wide, 5.5mm thick. It weighs 16.63 grams.



It is probably a fragment from a sword or rapier of the Late Bronze Age date.",,4,Copper alloy,,Returned to finder,Metal detector,2016-08-19T23:00:00Z,2016-08-19T23:00:00Z,,Wymondham Rally 2016 (Near Spooner Row),16.63,,,5.5,29.87,1,Angie Bolton,Angie Bolton,Eastern,Norfolk,South Norfolk,Wymondham,TM0996,From finder,52.52177586,1.07920849,WAW-55D7B8,,WAW55D7B8.jpg,Bronze Age sword or rapier blade fragment (plan and profile).,Birmingham Museums Trust,Attribution License,https://finds.org.uk/images/abolton/WAW55D7B8.jpg,https://finds.org.uk/images/thumbnails/593182.jpg
818751,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,"Late Bronze age (1000-800BC) copper alloy socketed axe fragment, 51mm in length, 35mm wide and 18mm thick with a weight of 86.52grams. The object has an overall rectangular form and cross section. Its rounded, tapering blade tip is prominently expanded, forming triangular side projections.  The object has broken just after it becomes hollow and has rectangular void with a rounded base.",,4,Copper alloy,,Returned to finder,Metal detector,,2016-10-11T23:00:00Z,,,86.52,,,18,51,1,Wendy Scott,Joyce Lee,Eastern,Norfolk,King's Lynn and West Norfolk,Southery,TL6195,GPS (from the finder),52.52907949,0.3719665,LEIC-6C3887,,LEIC6C3887.jpg,Bronze age copper alloy socketed axe fragment,Leicestershire County Council,Attribution License,https://finds.org.uk/images/jmlarch84/LEIC6C3887.jpg,https://finds.org.uk/images/thumbnails/593413.jpg
818758,Palstave,Bronze Age,Bronze Age,BRONZE AGE,-1300,-1100,"Copper alloy single looped palstave axe with high, protruding stopridge and well preserved side loop dating to the Mid Bronze Age 1300 to 1150BC possibly relating to the Silsden types generally dated to the Penard. The axe is complete, except for the broken side loop, and in good condition. The body of the palstave is narrow but splays down the blade eventually flaring at the blade edge which is wide. The blade has a heavily curved faceted/bevelled cutting edge which may well have been hammered. The butt is squared, tapering with narrow flanges on both sides. The broken side loop is adjacent to the stop ridge. The length is 183mm, the width of blade is 90mm, width of butt is 22mm thickness 40mm and the weight too heavy for scales. There is a median thin rib from the stop ridge to the blade facet that flares into a fan shape. Similar to NLM-EE77E7, LEIC-6799A2. Similar to Read (1995: p.3 fig 3) dated 1450 - 1250BC.



Type Silsden side-looped palstaves are commonly found in the northern Britain and are especially widespread in Yorkshire. The closest comparable hoard is the Silsden hoard, Yorkshire which also contained two palstaves. (see Schmidt and Burgess 1981, 616, no. 923-4). The two Type Silsden side-looped palstaves can be dated to the Penard (c. 1300-1150 BC) metalwork phase of the Middle Bronze Age (Schmidt and Burgess 1981, 161). They are classified within the broader 'Late Palstave' type but are typologically close to 'Transitional Palstaves' such as Type Shelf (see Schmidt and Burgess 1981, 158-160).



Schmidt P. and Burgess C. 1981, The axes of Scotland and Northern England Prahistorische Bronzefunde Abteilung IX. Band 7.



Read, B. 1995. History Beneath Our Feet. Anglia Publishing, Ipswich.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,,,,40,183,1,Stuart Noon,Stuart Noon,North West,Lancashire,Ribble Valley,Pendleton,SD7539,From finder,53.84663226,-2.38146836,LANCUM-6C591F,,LANCUM6C591F.jpg,,The Portable Antiquities Scheme,Attribution License,https://finds.org.uk/images/snoon/LANCUM6C591F.jpg,https://finds.org.uk/images/thumbnails/593423.jpg
819109,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1000,-701,"Late Bronze Age copper alloy socketed axehead with the socket occupied by the distal end of the wooden haft. Parts of the socket have been lost, perhaps quite recently, on both broad faces. The surfaces are pockmarked and iron-stained. The loop is blocked with ferrous material. The wood of the haft is quite hard. It may perhaps be yew, Taxus baccata (Jason Gibbons pers. comm.). Length, width and thickness 96.3, 50.4 and 32mm. Weight 162.22g. c.1000 - c.700 BC.",,4,Copper alloy,Wood,Returned to finder,Metal detector,2016-10-10T23:00:00Z,2016-11-14T00:00:00Z,,,162.22,,,32,96.3,1,Andrew Rogerson,Andrew Rogerson,Eastern,Norfolk,King's Lynn and West Norfolk,Runcton Holme,TF6209,GPS (from the finder),52.65453077,0.39353931,NMS-8170DE,,29718_8170DE_BA_Axehead.jpg,Socketed Bronze Age axehead,Norfolk Museums Service,Attribution License,https://finds.org.uk/images/norfolkarcher1/29718_8170DE_BA_Axehead.jpg,https://finds.org.uk/images/thumbnails/1105731.jpg
819713,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1150,-800,"A fragment of a cast copper alloy late Bronze Age (1150-800 BC) socketed axehead consisting of the cutting edge only, the remainder is missing. The axehead is broken just above the start of the socket on one face and a little higher up on the other face, and both faces are slightly pitted and scratched. The cutting edge is expanded and narrows to the tip. The socket is rectangular in cross section and the fragment itself is traingular in cross section.



The axe measures 41.7mm in length, 40.9mm in width (max), and the maximum thickness is 14.1mm. It weighs 63.2 grams.",,4,Copper alloy,,Returned to finder,Metal detector,2016-12-09T00:00:00Z,,,,63.2,,,4.1,41.7,1,Claire Goodey,Claire Goodey,South West,Swindon,Swindon,Stratton St. Margaret,SU1787,From finder,51.58160664,-1.75605182,WILT-AA5400,,4352.jpg,Bronze Age socketed axehead,The Portable Antiquities Scheme,Attribution License,https://finds.org.uk/images/cristinasanna/4352.jpg,https://finds.org.uk/images/thumbnails/594784.jpg
