objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,context,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-10528,,Flanged Axe,,,,Bronze Age,p0gjgrs6qb2,,Truro Museum.,,,Truro Museum,"England,  cornwall, st. blazey, trenovissick",,,,St. Blazey,,England,Cornwall,"Trenovissick, St. Blazey",50.3506306,-4.7240235,,,,,(present) 207,,,,,,,,,,"Blade badly damaged - edge broken off. Pointed oval butt. Faces richly ornamented in Irish style, incised.,  Flat except for slight central ridge. Thin low flanges on sides, damaged.","H.O'N. Hencken, Archaeology of Cornwall (1932), pp. 68-9, 163, 181, 292, Fig. 19.D.",,Anon.,https://farm6.staticflickr.com/5587/14959357705_e3504f10f3_z.jpg,https://farm6.staticflickr.com/5587/14959357705_e3504f10f3_b.jpg,https://www.flickr.com/photos/MicroPasts/14959357705,most detailed record,drawerA1
BAI-3411,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,IV1D,"Museum of the Societe Jersiaise, St. Heliers, Jersey",,,Museum of the Societe Jersiaise,"Channel Islands,jersey,st. brelade,near la sergente,in a field called ""le clos de la heche"" by mr. j. le boutillier on 27 april 1852",,,,St. Brelade,,Channel Islands,Jersey,"St. Brelade, Jersey",49.1930223,-2.1996144,,27,4,1852,163,27,56,,,,30,"Site: Georeference appears not to allow referencing for Channel Islands,Width: edge 56mm; middle 27mm; butt 22mm",,4 Palstaves. Lay beneath a buried memir-like stone 6' below the surface with a 5th palstave and a spearhead (both disappeared).,,"Societe Jersiaise Bulletin, 1917, Vol VIII, pp. 386/7, 388, 389 (Illus'd)",,Joellen McGann,http://farm3.staticflickr.com/2813/13305422174_d7f09def98_z.jpg,http://farm3.staticflickr.com/2813/13305422174_d7f09def98_b.jpg,http://www.flickr.com/photos/MicroPasts/13305422174,superuser,drawB16
BAI-3410,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,II2E,"Museum of the Societe Jersiaise, St. Heliers, Jersey",,,Museum of the Societe Jersiaise,"Channel Islands,jersey,st. brelade,near la sergente,in a field called ""le close de la heche"" by mr. j. le boutillier on 27 april 1852",,,,St. Brelade,,Channel Islands,Jersey,"St. Brelade, Jersey",49.1930223,-2.1996144,,27,4,1852,165,29,55,505,,,33,"Site: Georeference appears not to allow referencing for the Channel Islands,Width: edge 55mm; middle 29mm; butt 20mm",,4 Palstaves. Lay beneath a buried memir-like stone. 6' below the surface with a 5th palstave and a spearhead (both disappeared).,,"Societe Jersiaise Bulletin 1917, Vol. VIII, pp. 386/7, 388, 398 (Illus'd)",,Joellen McGann,http://farm8.staticflickr.com/7244/13305209713_8af031e63a_z.jpg,http://farm8.staticflickr.com/7244/13305209713_8af031e63a_b.jpg,http://www.flickr.com/photos/MicroPasts/13305209713,superuser,drawB16
BAI-3409,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,II1U,"Museum of the Societe Jersiaise, St. Heliers, Jersey",,,Museum of the Societe Jersiaise,"Channel Islands,jersey,st. brelade,near la sergente,in a field called ""le clos de la heche"" by mr. j. le boutillier on the 27 april 1852",,,,St. Brelade,,Channel Islands,Jersey,"St. Brelade, Jersey",49.1930223,-2.1996144,,27,4,1852,150,24,68,,,,,"Site: Georeference appears not to allow referencing in areas near Channel Islands,Width: edge 68mm; middle 24mm; butt 23mm",,"4 palstaves. Lay beneath a buried memir-like stone 6' below the surface, with a 5th palstave and a spearhead (both disappeared).",,"Societe Jersiaise Bulletin, 1917, Vol. VIII, pp 386/7, 388, 389 (Illus'd)",,Joellen McGann,http://farm4.staticflickr.com/3717/13305209453_c1c1e634b3_z.jpg,http://farm4.staticflickr.com/3717/13305209453_c1c1e634b3_b.jpg,http://www.flickr.com/photos/MicroPasts/13305209453,superuser,drawB16
BAI-3408,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,I1K,"Museum of the Societe Jersiaise,St. Heliers, Jersey",,,Museum of the Societe Jersiaise,"Channel Islands,jersey,st. brelade,near la sergente,in a field called ""le clos de la heche"" by mr. j. le boutiellier on 27 april 1852",,,,St. Brelade,,Channel Islands,Jersey,"St. Brelade, Jersey",49.1930223,-2.1996144,,27,4,1952,177,28,77,502,,,7,"Site: Georeference appears to not allow for Channel Islands - perhaps area for reference needs to be enlarged?,Width: edge 77mm; middle 28mm; butt 25mm,Thickness: 7mm; 28mm",,"4 Palstaves. Lay beneath a buried menir-like stone 6' below the surface, with a 5th palstave and a spearhead (both disappeared).","Fine striations on blade, filing?,Straight stop-ridge ""with semi-eliptical ornament below. the Central rib runs from the centre of stop-ridge through the ornament down the blade""","Societe Jersiaise Bulletin 1917, Vol  VIII, pp. 386/7; 388-389 (Illus'd),Look up",,Joellen McGann,http://farm3.staticflickr.com/2814/13305062555_10c9df5a84_z.jpg,http://farm3.staticflickr.com/2814/13305062555_10c9df5a84_b.jpg,http://www.flickr.com/photos/MicroPasts/13305062555,superuser,drawB16
BAI-19686,727,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,T3,"Turo Museum, 9/1919/7",,,Truro Museum,"England, Cornwall, [St. Breward], Penquite",,,,St. Breward,,England,Cornwall,"Cornwall, UK",50.416667,-4.75,,,,,129,35,32,244,"grey green, much rubbed + flaked off in places.  Iron rust in one place",,38,"Re: Site ""England, Cornwall, [St. Breward], Penquite"" brackets around St. Breward are (Sic)",,,,,,Marla Walcott,https://farm4.staticflickr.com/3947/15413044689_e7cee8bf6c_z.jpg,https://farm4.staticflickr.com/3947/15413044689_e7cee8bf6c_b.jpg,https://www.flickr.com/photos/MicroPasts/15413044689,only good record,drawerA5A6
BAI-11437,433,Flanged Axe,,,,Bronze Age,p0gjgrs6qb2,,Canterbury Museum,,,Canterbury Museum,"England,Kent,St. Cosmus and St. Damian in the Blean,Found c. 1964 near Blean, Canterbury by Mr. Derek Blamire",,,,St. Cosmus And St. Damian In The Blean,,England,Kent,"Blean, Kent, UK",51.3092258,1.0414003,TR 12 60,,,1964,62,16,31,46,,"Central part of each face with preserved patina - very dark green and olive green respectively; surface very rough on sides, butt, + blade - considerable loss of surface.",10,"Archive: PIF,Ext. SN Aug. 84,Source: Sb. B,Sub. Inf.: Ken Reedie, Canterbury Mus.",,,"Dimensions: EL 62.2mm; EWe 31mm; Wbt 15.8mm; EBfg 11.5mm; Tst 9.5mm; max height fg. 1.5mm; Wt. 45.8 g,Typology: stop bevel extent on both faces - no decoration on upper part of bl. face, or haft end.,Condition: Much less at c. edge and haft.",,,Joellen McGann,https://farm4.staticflickr.com/3914/14793162720_181b047f8a_z.jpg,https://farm4.staticflickr.com/3914/14793162720_181b047f8a_b.jpg,https://www.flickr.com/photos/MicroPasts/14793162720,superuser,flangedAxesA1
BAI-14031,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"Southampton Museum, A 153.64",A 153.64,,Southampton Museum,"England,Hampshire,Southampton,St. Denys,Sewage Works",,,,St. Denys,,England,Hampshire,"St Denys, Southampton, Southampton, Southampton So17, UK",50.9222702,-1.3878591,,,,,153,26,,,,"Shiny light greeny-brown; broken in two, loops and socket broken; parallel scratch marks on blade faces.",,,,,,,MJR,Joellen McGann,https://farm6.staticflickr.com/5561/15003847837_728117807d_z.jpg,https://farm6.staticflickr.com/5561/15003847837_728117807d_b.jpg,https://www.flickr.com/photos/MicroPasts/15003847837,only good record,SpearHeadsA2
BAI-14844,433,Socketed Chisel,,,,Bronze Age,p0gjgrs6qb2,,"Crisp, Mr. Glen - private (1991),The Willows, Drym, Praze, Cornwall,TR14 0NU",,,Private Collection,"England,Cornwall,St. Erth,Bosence,Found 1 December 1990 by Glen Crisp using a metal-detector; 4 inches deep in a field at SW 572 322; the only metal object found in the field.",,,,St. Erth,,England,Cornwall,"St Erth, Hayle, Cornwall Tr27, UK",50.15774405,-5.41478339318299,c. SW 572 322,1,12,1990,58,,16,36,,"Very pocked scarred, no sign of original surface.",,,,,"Dimensions:EL 57.5mm; We 16mm; Ds29mm; Wt. 36.1 gms,Typology: probably a near-square section; no m-m's survive,Manufacture: hints of casting flash in differential corrosion,Condition: cutting edge blunt,Attached Material:traces of soil in socket end.",,"PRBAF: DF (S),Ext.: Drawing from RDP, Truro,Rec.: SN Jan 91,Source: Sb.A",Joellen McGann,https://farm6.staticflickr.com/5570/15196813301_2e9b70671d_z.jpg,https://farm6.staticflickr.com/5570/15196813301_2e9b70671d_b.jpg,https://www.flickr.com/photos/MicroPasts/15196813301,superuser,A8tools
BAI-61556,433,Unknown ,,Fragment,,Bronze Age,p0gjgrs6qb2,,"Penzance Museum,Given by Jon Carne Esq.",,,Penzance Museum,"England,Cornwall,St. Erth",,,,St. Erth,,England,Cornwall,"St Erth, Hayle, Cornwall Tr27, UK",50.15774405,-5.41478339318299,,,,,60,centre 35,,,"Shiny green patina on one face, dull reddish-brown and green surface on the other.",,11,,,"Part of hoard, containing two socketed celts.","Both ends missing, recent fractures.",,,Joellen McGann,https://farm2.staticflickr.com/1442/26495766391_f157cd0182_z.jpg,https://farm2.staticflickr.com/1442/26495766391_f157cd0182_b.jpg,https://www.flickr.com/photos/115096994@N02/26495766391,superuser,BitandBobsA15
