objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,context,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-27134,433,Cauldron,,,,Bronze Age,p0gjgrs6qb2,,"Worthing Museum, 3652/14",3652/14,,Worthing Museum,"England,Sussex (West),Sompting,Hill Barn Nurseries",,,hillside,Sompting,,England,West Sussex,"Sompting, West Sussex, UK",50.8347898,-0.3531525,TQ 1762 0619,,,,,,,,,,,,,1a. Hoard,,,,Joellen McGann,https://farm8.staticflickr.com/7565/15318784613_d2ac421d7f_z.jpg,https://farm8.staticflickr.com/7565/15318784613_d2ac421d7f_b.jpg,https://www.flickr.com/photos/MicroPasts/15318784613,superuser,ornamentsA15
BAI-27133,433,Cauldron,,,,Bronze Age,p0gjgrs6qb2,,"Worthing Museum, 3652/14",3652/14,,Worthing Museum,"England,Sussex,Sompting,Hill Barn Nurseries,Oct. 1946",,,hillside,Sompting,,England,East Sussex,"Sompting, West Sussex, UK",50.8347898,-0.3531525,TQ 1762 0619,,10,1946,,,,,,,,,,Hoard,,"Cunven, 1948, 157-60, pls. XVIII & XIX",,Joellen McGann,https://farm8.staticflickr.com/7483/15318784503_3ab137e7c4_z.jpg,https://farm8.staticflickr.com/7483/15318784503_3ab137e7c4_b.jpg,https://www.flickr.com/photos/MicroPasts/15318784503,superuser,ornamentsA15
BAI-27132,433,Unknown,,,,Bronze Age,p0gjgrs6qb2,,"Worthing Museum, 3652/15",3652/15,,Worthing Museum,"England,Sussex (West),Sompting,Hill Barn Nurseries",,,hillside,Sompting,,England,West Sussex,"Sompting, West Sussex, UK",50.8347898,-0.3531525,TQ 1762 0619,,,,,,,,,,,,,1a. Hoard,,,,Joellen McGann,https://farm9.staticflickr.com/8596/15752665197_dfd47679a7_z.jpg,https://farm9.staticflickr.com/8596/15752665197_dfd47679a7_b.jpg,https://www.flickr.com/photos/MicroPasts/15752665197,superuser,ornamentsA15
BAI-27131,433,Cauldron,,Fragment,,Bronze Age,p0gjgrs6qb2,,"Worthing Museum, 3652/15",3652/15,,Worthing Museum,"England,Sussex,Sompting,Mill Barn Nurseries,Oct. 1946",,,,Sompting,,England,East Sussex,"Sompting, West Sussex, UK",50.8347898,-0.3531525,TQ 1762 0619,,10,1946,,,,,,,,,,Hoard,"6 pieces belonging to one or more vessels, but not to more complete one in hoard.","Amuen, 1948, 160-1",,Joellen McGann,https://farm8.staticflickr.com/7503/15750971218_7705ef22fb_z.jpg,https://farm8.staticflickr.com/7503/15750971218_7705ef22fb_b.jpg,https://www.flickr.com/photos/MicroPasts/15750971218,superuser,ornamentsA15
BAI-27125,433,Bracelet,Sussex loop,,,Bronze Age,p0gjgrs6qb2,,"Worthing Museum, 57/346",57/346,,Worthing Museum,"England,Sussex (West),Somtping,Stump Bottom",,,,Sompting,,England,West Sussex,"Sompting, West Sussex, UK",50.8347898,-0.3531525,c. TQ 151 088,,,,88,74,,,,Olive to milky green mottled p.' two stretches badly det. with continuous pock-scarred dull green dry sur. & occ. pale green pocks; latter also scattered elsewhere.,11,,,1b. Hoard,"Dimensions: long d. 88mm; short d. 73.5mm; B lp 66.5mm; B band 9.3-11.5; ET terminals approx. 1.0-2.2; T. band max (close to lp. convergence) 11.0; EB terminals 10.2 (both),Typology: rod of variable loz. sec.; largely sym. except for stretch close to terminals; some tendency to broaden and thicken in inverse relationship, not so marked as on L44/1; rod flattened at terminals by long tri-facets from face-angles forming thin hex. sec.; near intact terminal prob. with semi-circ. end; this curled closer to loop from other,Manufacture: numerous hmks on bar face sometimes creating concave or convex sur.; also on angles, forming facets on outside angles at loop convergence, and rippling mainly on internal angles - perhaps decorative; some parts of red with diag. & longit. scmks - no evid. that recent.,Condition: one terminal with cower chipped off - poss. corr. dam. - rest prob. only with p. chipped off; other terminal apparently more dam. - irreg. with dull to light green, and black, sur.,Attached Material: light rusty brown soil traces.",,"Labels/Markings: black ink: 57/346,PIF; SFI; DF(C); SI; CI; Rec. SN Oct. 79; Source: MV",Joellen McGann,https://farm8.staticflickr.com/7482/15938410235_6647759954_z.jpg,https://farm8.staticflickr.com/7482/15938410235_6647759954_b.jpg,https://www.flickr.com/photos/MicroPasts/15938410235,superuser,ornamentsA15
BAI-27122,543,Ring,Spiral,,,Bronze Age,p0gjgrs6qb2,,"Worthing Museum, L44/3",L44/3,,Worthing Museum,"England,Sussex (West),Sompting,Stump Bottom",,,,Sompting,,England,West Sussex,"Sompting, West Sussex, UK",50.8347898,-0.3531525,c. TQ 151 088,,,,"max d. 25.5,L 24.6","B. wire min. 2.7,B. wire max. 3.6",,,little mottled grass to milky green p.; patches flaked to light green or dark brown [...] sur.,,"t wire min. 2.1,t wire max. 3.0","Bottom right of card: Rec. “SN Oct 79”; DF “c”; Source “MV”;  and there are ticks in boxes labelled PIF, AFI, SI & CI",,1b. Hoard,"Typology: sub-rect. ring section - bowed faces, some irreg. facetting; five spiralled, Manufacture: intermittent grooves both on int. & ext. face - to do with manu?; longit. g.mks., some apparently in inaccessible places and pres. anc.,Condition: both terminals broken sur.'s - black brown with soil trace on one; separation of ring's poss. dam., Attached Material: chalky buff soil adhering, mainly inside",,"Labels/Markings: White ink: ""L44/3""",Jane Fellows,https://farm8.staticflickr.com/7570/15936449561_0d5b1888e7_z.jpg,https://farm8.staticflickr.com/7570/15936449561_0d5b1888e7_b.jpg,https://www.flickr.com/photos/MicroPasts/15936449561,most detailed record,ornamentsA15
BAI-27121,543,Ring,,,,Bronze Age,p0gjgrs6qb2,,Worthing Museum L 44/5,L 44/5,,Worthing Museum,"England,Sussex (West),Sompting,Stump Bottom",,,,Sompting,,England,West Sussex,"Sompting, West Sussex, UK",50.8347898,-0.3531525,c. TQ 151 088,,,,"diameter min. 23.9,diameter max. 23.9","E.W. band min. 3.8,E.W. band max. 6.4",,,"traces of fragmentary olive green p. - mainly dull, badly flaked to light green [...] sur.s; small spots of orange staining",,"B. band min. 3.6,B. band max. 5.1","Bottom right of card: Rec. “SN Oct 79”; DF “c”; Source “MV”; and there are ticks in boxes labelled PIF, AFI, SI & CI",,1b. Hoard,"Typology: unequal sided ring - prob orig.; most of circuit tending to loz. sec. with round face angles; shape, a sl. irreg. oval,Condition: no evid. for differential wear or otherwise",,Labels/markings: white ink: L44/5,Jane Fellows,https://farm8.staticflickr.com/7492/15750969538_0e3aa0a4cf_z.jpg,https://farm8.staticflickr.com/7492/15750969538_0e3aa0a4cf_b.jpg,https://www.flickr.com/photos/MicroPasts/15750969538,most detailed record,ornamentsA15
BAI-27120,433,Ring,Spiral,,,Bronze Age,p0gjgrs6qb2,,"Worthing Museum, L44/6",L44/6,,Worthing Museum,"England,Sussex (West),Sompting,Stump Bottom",,,,Sompting,,England,West Sussex,"Sompting, West Sussex, UK",50.8347898,-0.3531525,c TQ 151 088,,,,,4,,,,"Grass green patina, scattered pocking and flaking to light green dry surfaces.",,,,1b. Hoard,"Dimensions: d. 27.2 - 28.0 mm; W band 3.9-4.6; B band 5.2-5.6,Typology: basically oval sec. with tendency to round angle on int. face; ends overlapping - part of longer-spiral?,Manufacture: few hammer dents observable,Condition: broken ends with attached soil - prob. anc.; central crack through most of ring - no evid. that recent.,Attached Material: small traces of light brown soil.",,"Labels/Markings: white ink: L 44/6,PIF; AFI; DF(C); SI; CI; SN Oct. 79; Source MV",Joellen McGann,https://farm8.staticflickr.com/7492/15752370109_e39a111d20_z.jpg,https://farm8.staticflickr.com/7492/15752370109_e39a111d20_b.jpg,https://www.flickr.com/photos/MicroPasts/15752370109,superuser,ornamentsA15
BAI-20823,433,Socketed Axe,,,,Bronze Age,p0gjgrs6qb2,UI2,"Worthing Museum, 3652/11",3652/11,,Worthing Museum,"England,Sussex,Sompting,Hill Barn Nurseries,Discovered by a mechanical excavator at a point 300 feet north east of Hill Barn, Sompting and 1,500 feet south-west of the south-west of the south-west edge of Lancing Ring. (TQ 176062), October, 1946. Five feet deep in an accumulation of brown clayey mould.",,,building work ,Sompting,,England,East Sussex,"Sompting, West Sussex, UK",50.843289,-0.33076673,TQ 1762 0619,,,,124,,41,,,,41,"Length: 4.9"" = 124.46mm,Width: 1.6"" = 40.64mm,Thickness: 1.6"" = 40.64mm",,Leeds Class B2; Bronze cauldron; Hoard,Sharpened example with slight horizontal raised band below collar. Collar faulty through casting.,"Ant. Journ. XXVIII (1948), pp. 157-163 and Plate XX, 11,Sussex N. & Queries Vol. 12, 1, pp. 9-11.",From the same mould as No. 3652/12,Joellen McGann,https://farm4.staticflickr.com/3933/15576590396_929dac2767_z.jpg,https://farm4.staticflickr.com/3933/15576590396_929dac2767_b.jpg,https://www.flickr.com/photos/MicroPasts/15576590396,superuser,drawerA5A6
BAI-20822,433,Socketed Axe,,,,Bronze Age,p0gjgrs6qb2,,"Worthing Museum, 3652/11",3652/11,,Worthing Museum,"England,Sussex (West),Sompting,Hill Barn Nurseries,No. 11",,,hillside,Sompting,,England,West Sussex,"Sompting, West Sussex, UK",50.843289,-0.33076673,TQ 1762 0619,,,,127,43,73,,,"Dull green to gold to brown smooth sur., little brighter green granular tex. patches.",,,,1a. Hoard,"Dimensions: L 126.5mm; We 72.8; Wm 42.5; Blp 13.5; DS 96,Typology: virt. flat body faces, sides little bowed, angles only little rounded; lower m-m v. slight & tends to disappear on part of rev. side; loop constructed at top; slit end to s.; finials to lp. base,Manufacture: medium broad cg. ft. on sides, much flatt. with assoc. hmks. & lipping, small stretch on rev. rounded - as cast? medium-broad cg. fl. round inside e. of all intact m. top - has mainly broken sur.; mould cav. not filled - half upper m-m missing, extant top sur. rounded; some porosity holes and other surface irregularities poss. from cg.; hmks on lower bl. assoc. with sharper body angles + sign. bl. tip hollows skewed in some way for either tip.,Condition: Bl. e. good intact but not party. sharp; gmks across bl. e. seam assoc. with little brighter gold flecking, but also on frags. of p., apparently going under corr. spots.,Attached Material: Chalky butt accretion in limited areas; also little pure white powdery deposit - esp. inside lp.","a) Crowner, 1948a, 162 no. 11, pl. XX","Labels: faint block print making ""3652""/11; White ink 3652/11,Archive: PIF; AFI,PRBAF: DF(C); SI,Ext.: CI,Rec.: SN Oct. 79,Source: MV,Old Cards: 1",Joellen McGann,https://farm4.staticflickr.com/3948/15414153328_fe53ee29fd_z.jpg,https://farm4.staticflickr.com/3948/15414153328_fe53ee29fd_b.jpg,https://www.flickr.com/photos/MicroPasts/15414153328,superuser,drawerA5A6
