objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,context,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-63440,433,Hammer-Flanged Flat Axe,Flanged,,,Bronze Age,p0gjgrs6qb2,d,"Manchester Museum,L55,(Sam Davey),Bought of G.C. Yates",L55,,Manchester Museum,"Ireland, Co Dublin",,,,,,Ireland,County Dublin,"Co. Dublin, Ireland",53.4064939,-6.287060576851390,,,,,137,middle 40; butt 31.25,82,368.55,Was originally dark brown. There are traces of a medium matte green patina.,"Fairly smooth. A good deal of medium pock holes on one side, other side pocked slightly at edge only.","8.5, 6, 8, 13, 9.5",,,,,,,Joellen McGann,https://farm9.staticflickr.com/8782/28187665211_87d59a1bba_z.jpg,https://farm9.staticflickr.com/8782/28187665211_87d59a1bba_b.jpg,https://www.flickr.com/photos/115096994@N02/28187665211,superuser,IrishAxesB5
BAI-63122,580,Flanged Celt,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,Professor Sir Lucas White-King, CSI, LLD, FSA, late of Roebuck Hall, Co Dublin.,Sold by Auction at Sotheby's 9. 11. 21. Lot 127.",,,Private Collection,"Ireland, Co Dublin",,,auction,,,Ireland,County Dublin,"Co. Dublin, Ireland",53.4064939,-6.287060576851390,,,,,174,butt 22,107,,no patina,"smooth, mostly bright golden bronze colour. A few large shallow surface holes.",11; 19; 12,,,,In good condition.,,,Denis Antoine,https://farm9.staticflickr.com/8665/28265936555_4753be6939_z.jpg,https://farm9.staticflickr.com/8665/28265936555_4753be6939_b.jpg,https://www.flickr.com/photos/115096994@N02/28265936555,superuser,IrishAxesB5
BAI-63444,433,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,d,Sunderland Museum,,,Sunderland Museum,"Ireland,Co. Dublin,1869",,,,,,Ireland,County Dublin,"Co. Dublin, Ireland",53.4064939,-6.287060576851390,,,,1869,120,,57,238.4,Yellow and brown patina.,"Rough, polished near cutting edge.",9,,,,Hammered on top making an overlapping ridge,,,Joellen McGann,https://farm9.staticflickr.com/8791/28187664251_b34b16f094_z.jpg,https://farm9.staticflickr.com/8791/28187664251_b34b16f094_b.jpg,https://www.flickr.com/photos/115096994@N02/28187664251,superuser,IrishAxesB5
BAI-44395,580,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,SII3,"National Museum, Dublin,Collection of the Royal Irish Academy,41:1916",41:1916,,"National Museum, Dublin","Ireland, Co Dublin",,,,,,Ireland,County Dublin,"Co. Dublin, Ireland",53.4064939,-6.287060576851390,,,,,99,breadth at centre 41; outside measurement of socket 27,,,,,,,bronze,,,,,Denis Antoine,https://farm6.staticflickr.com/5682/20946540902_d76fd0aa31_z.jpg,https://farm6.staticflickr.com/5682/20946540902_d76fd0aa31_b.jpg,https://www.flickr.com/photos/115096994@N02/20946540902,superuser,IrishAxesPt1
BAI-44394,580,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,SI1,"Sotheby's Sale, 19. 11. 24.,623,Collection of W.J. Knowles, MRIA, of Flixton Place, Ballymena.",,,Private Collection,"Ireland,Dublin (co),supposed,label,Beek Collection",,,auction,,,Ireland,County Dublin,"Co. Dublin, Ireland",53.4064939,-6.287060576851390,,,,,83,socket 44,59,,pale green corrosive over a darker green which remains firm beneath.,"smooth, with large pock holes",socket 36,,,,,,,Denis Antoine,https://farm1.staticflickr.com/606/20963759921_de925fbe9a_z.jpg,https://farm1.staticflickr.com/606/20963759921_de925fbe9a_b.jpg,https://www.flickr.com/photos/115096994@N02/20963759921,superuser,IrishAxesPt1
BAI-37787,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,O,"Herts. Cty. Museum, St. Albans,Ball Collection",,,Hertfordshire County Museum,"Ireland, Co Dublin",,,,,,Ireland,County Dublin,"Co. Dublin, Ireland",53.4064939,-6.287060576851390,,,,,114,blade 22; socket 14,,35.43,Dark brown matt,Smooth,blade 6; socket 13,,,,,,,Joellen McGann,https://farm9.staticflickr.com/8788/17164637392_0e875bb816_z.jpg,https://farm9.staticflickr.com/8788/17164637392_0e875bb816_b.jpg,https://www.flickr.com/photos/115096994@N02/17164637392,superuser,irishB15
BAI-37790,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,T,"Sotheby's Sale, 19.11.24, 641,Collection of W. J. Knowles, MRIA of Flixton Place, Ballymena",,,Private Collection,"Ireland, Co Dublin",,,auction,,,Ireland,County Dublin,"Co. Dublin, Ireland",53.4064939,-6.287060576851390,,,,,82,blade 25; socket 21,,,"Thick patina, dark green",Smooth,blade 12.5; socket 20.5,,,,,,,Joellen McGann,https://farm9.staticflickr.com/8764/16543842364_3e15306d7e_z.jpg,https://farm9.staticflickr.com/8764/16543842364_3e15306d7e_b.jpg,https://www.flickr.com/photos/115096994@N02/16543842364,superuser,irishB15
BAI-44086,580,Palstave,,,,Bronze Age,p0gjgrs6qb2,I 1 D,"The Priory, Prittlewell (Southend-on-Sea),1/25",1/25,,"The Priory, Prittlewell","Ireland, Co Dublin",,,,,,Ireland,County Dublin,"Co. Dublin, Ireland",53.4064939,-6.287060576851390,,,,,92,edge 50.5; middle 25.5; butt 26,,178.95,"remains of thick blackish brown, over dark brown.",smooth,3.5; 31,,,,Sharp edges.,,"Old label ""Co Dublin,W.S.S.""",Denis Antoine,https://farm1.staticflickr.com/382/20161221830_f8215e1abf_z.jpg,https://farm1.staticflickr.com/382/20161221830_f8215e1abf_b.jpg,https://www.flickr.com/photos/115096994@N02/20161221830,superuser,IrishPalstavesPt1
BAI-44224,580,Palstave,,,,Bronze Age,p0gjgrs6qb2,III 3 D,"Reading Museum,364:57,Backhouse Collection.",364:57,,Reading Museum,"Ireland, Co Dublin",,,,,,Ireland,County Dublin,"Co. Dublin, Ireland",53.4064939,-6.287060576851390,,,,,,,,,Mainly dark brown.,Good,,,Bronze,,Well cast save for imperfection in butt.,,,Denis Antoine,https://farm1.staticflickr.com/611/20246129964_c116f115bd_z.jpg,https://farm1.staticflickr.com/611/20246129964_c116f115bd_b.jpg,https://www.flickr.com/photos/115096994@N02/20246129964,superuser,IrishPalstavesPt2
BAI-63741,580,flanged Axe,Haft,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1923,Miss Evelyn Portal, Freemantle, Over-Wallop, Hampshire, given to her father by Lord Clonbrock",,,Private Collection,"Ireland, Galway, Ahascragh, on the Clonbrock estate, 1850-1860",,,,,,Ireland,County Galway,"Ahascragh, Co. Galway, Ireland",53.407345250000000,-8.291980490841590,,,,,127,middle 33; butt 28,56,361.46,Dark brownish green,badly pitted,17; 10,,,,"Wings decayed & broken, butt damaged.",,,Denis Antoine,https://farm9.staticflickr.com/8769/28231725176_acf10ce1c9_z.jpg,https://farm9.staticflickr.com/8769/28231725176_acf10ce1c9_b.jpg,https://www.flickr.com/photos/115096994@N02/28231725176,only good record,IrishAxesB5
BAI-3346,64,Palstave,,,,Bronze Age,p0gjgrs6qb2,II1A,"Pitt Rivers Museum. Oxford.,,  P.R. 1452",1452,,Pitt Rivers Museum,"wales.,, anglesey. bodewryd,,, plas bodewryd,, july 1869",,,,,,Wales,,Cemaes Bay,53.4127209,-4.4537724,,,7,1869,151,,,,,,,,,,,,,Hugh Fiske,http://farm3.staticflickr.com/2876/13304745655_59801b9cfd_z.jpg,http://farm3.staticflickr.com/2876/13304745655_59801b9cfd_b.jpg,http://www.flickr.com/photos/MicroPasts/13304745655,superuser,drawB16
BAI-34741,580,Dress Fastener,Penannular Ring Class 2,,,Bronze Age,p0gjgrs6qb2,,"National Museum of Science & Art, Dublin, Plate XV, 286 138, 1898., purchased from Mr. William Augustus Ledwich.","Plate XV, 286 138, 1898., purchased from Mr. William Augustus Ledwich.",,"National Museum of Science & Art, Dublin","Ireland, Co Kildare, Kilrathmurry, Hill of Down, 1 1/2 miles due south of the Old Rath of Clonard, in a field",,,hillside,,,Ireland,County Kildare,"Kilrathmurry, Co. Kildare, Ireland",53.4230943,-7.0084459,,,,,150,terminal 55,,84.22,,,neck 13.5,,gold,,"Restored. when acquired by the Academy the discs were bent, & one was separated from the handle. The cups are encircled with 3 raised lines. The handle was found on examination to be packed with fine clay.","Johnson & Frazer, Proc. Royal Irish Academy xxi, pp. 336-337.",,Denis Antoine,https://farm9.staticflickr.com/8685/16612919237_1c34a14a45_z.jpg,https://farm9.staticflickr.com/8685/16612919237_1c34a14a45_b.jpg,https://www.flickr.com/photos/115096994@N02/16612919237,superuser,irishGold
