PASID,objectType,broadperiod,periodFromName,periodToName,fromdate,todate,description,notes,workflow,materialTerm,secondaryMaterialTerm,subsequentActionTerm,discoveryMethod,datefound1,datefound2,TID,rallyName,weight,height,diameter,thickness,length,quantity,identifier,recorder,regionName,county,district,parish,fourFigure,gridSource,fourFigureLat,fourFigureLon,objectID,knownas,filename,imageLabel,imageCopyrightHolder,imageLicense,imageURL,thumbnail
777234,Flat Axehead,Bronze Age,Bronze Age,BRONZE AGE,-2050,-1700,"Copper alloy developed flat axe of Aylesford type (Schmidt & Burgess, 1981). The axe is dark yellowish brown with an even surface patina except in a few places where green patina is visible. There are a number of shallow grooves on both faces of the blade indicative of use rather than recent damage in the ploughsoil. It measures 58 mm in length but the butt is missing. The break is just behind a median bevelled stop and is patinated consistent with the rest of the axe perhaps suggesting breakage in use. Width at the crescentic cutting edge is 50.5 mm and the axe weighs 89.3 gm with a maximum thickness of 9.2 mm. It has vertically faceted sides worked into slight flanges. No evidence for decoration. It is very similar to an axe from Hutton Cranswick, East Riding, Yorkshire (Schmidt & Burgess, 1981, p. 61 & Plate 37, 316). The axe fits within Needham's Period 3 (MA IV) 2050-1700 CAL BC (Needham, 1996).



References



Needham, S. (1996). Chronology and Periodisation in the British Bronze Age. Acta Archaeologia, 67, 121-140.



Schmidt, P. K., & Burgess, C. B. (1981). The Axes of Scotland and Northern England. München: Beck.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,89.3,,,9.2,58,1,Peter Chowne,Peter Chowne,East Midlands,Lincolnshire,North Kesteven,Heighington,TF0569,GPS (from the finder),53.20770643,-0.4293063,LIN-4D4DF6,,LIN4D4DF6.jpg,Early Bronze Age flat axe,Lincolnshire County Council,Attribution-ShareAlike License,https://finds.org.uk/images/adaubney/LIN4D4DF6.jpg,https://finds.org.uk/images/thumbnails/561907.jpg
777635,Palstave,Bronze Age,Bronze Age,BRONZE AGE,-1500,-1100,"A fragment of a copper alloy palstave dating from the Middle to Late Bronze Age c. 1500 - 1150 BC. The fragment is sub-rectangular in shape the butt and a fragment of the flanged sides survive. The axe has anangular butt and the sides gradually widen towards the break. Both sides of the palstave have high developed flanges, which increase gradually from the butt to from sub-triangular sides. The sides are unfinished, as you can still see the ridges from the casting process.



The faces of the axe fragment are slightly concave, creating a H-shaped cross-section. The faces of the axe show signs of wear, such as scratches and the break is even and patinated, suggesting that the object was broken in antiquity. Due to the fragmentary nature of the object, it is difficult to confidently assign a Type.



The fragment measures 27.12mm in length, 25.93mm wide, 12.78mm thick and weighs 19.78 grams.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,19.78,,,12.78,27.12,1,Fiona Johnstone,Fiona Johnstone,South West,Wiltshire,Wiltshire,Shrewton,SU0844,,51.19516483,-1.88689397,WILT-669FA1,,9963.jpg,Bronze Age palstave,The Portable Antiquities Scheme,Attribution License,https://finds.org.uk/images/cristinasanna/9963.jpg,https://finds.org.uk/images/thumbnails/568061.jpg
777732,Palstave,Bronze Age,Bronze Age,BRONZE AGE,-1500,-1400,"A complete copper alloy palstave of the Middle Bronze Age Acton Park II period c. 1500-1400 BC. The palstave has a deep flange with upright stop; the butt of the palstave narrows slightly from the septum. Casting lines are visible on either side and there does not appear to be a side loop (unlooped palstave). The blade of the palstave flares gently outwards from the stop and although the blade tips are damaged it does not appear to have had a pronounced crescentic cutting edge. There is a narrow linear indentation on one face of the palstave on the blade below the stop which may be the remains of a shield-shaped indent; this is not repeated on the opposing face and therefore may to the result of of an imperfect mould rather than intentional. The flange is c. 77mm tall at the stop, and the back end of the palstave from the stop measures 65mm in length. The blade is 85.6mm long, 55mm wide and 3.2mm thick at the tip. The whole object is 164mm long. The palstave is suffering from bronze disease on all sufaces.



The lack of a side loop and lack of any ribs suggest it maybe relatively early and is probably of the Acton Park II period, c.1500-1400 BC. It is perhaps similar to example from Cwm Rheidol, Cardiganshire, and Arthog, Merioneth. (Savory (1980:130, figs 19, 20, no. 135 and 138).",,4,Copper alloy,,Returned to finder,Metal detector,2016-02-21T00:00:00Z,,,,359.8,,,22.8,164,1,Anni Byard,Anni Byard,South East,Oxfordshire,Vale of White Horse,Kingston Bagpuize with Southmoor,SU4096,GPS (from the finder),51.66136563,-1.42310504,BERK-773E87,,OXPAS2015724.jpg,Bronze Age Palstave: Palstave,Oxfordshire County Council,Attribution License,https://finds.org.uk/images/abyard/OXPAS2015724.jpg,https://finds.org.uk/images/thumbnails/562392.jpg
779148,Sword,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,"A fragment of a Late Bronze age sword, probably dating to the Ewart Park phase (1,000-800BC). Only part of the blade survives, being roughly rectangular in shape with a ridge running down the centre on both sides. The object has a mid-dark green patina. The blade edges are very worn and no longer exist. 



Two similar examples with a lozenge-shaped section are illustrated in Needham & Rohl (1998, 135, fig.37, nos.386-7).



Dimensions: length: 41.28 mm; width: 21.97 mm; thickness: 7.21 mm; weight: 19.86g.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,19.86,,,7.21,41.28,1,B. Paites,B. Paites,Eastern,Essex,Chelmsford,West Hanningfield,TL7000,Generated from computer mapping software,51.67304766,0.45714235,ESS-4B8242,,ESS4B8242LBAsword.jpg,"A fragment of a Late Bronze age sword, probably dating to the Ewart Park phase (1,000-800BC)e",Colchester and Ipswich Museum Service,Attribution License,https://finds.org.uk/images/bpaites/ESS4B8242LBAsword.jpg,https://finds.org.uk/images/thumbnails/564483.jpg
779405,Rapier,Bronze Age,Bronze Age,BRONZE AGE,-1500,-800,"A Middle/Late Bronze Age (1500-800 BC) copper alloy rapier blade fragment. The fragment is lozengiform in cross section with a prominent rib on either side. The breaks are old. The fragment measures 22.7mm in length, 22.05mm wide, 2.75mm thick and weighs 5.19 grams.



Other such fragments have been recorded on the database including WILT-524387",,4,Copper alloy,,Returned to finder,Metal detector,,,,,5.19,,,2.75,22.7,1,Richard Henry,Richard Henry,South West,Wiltshire,Wiltshire,Berwick Bassett,SU1173,From finder,51.45587485,-1.84307555,WILT-623C7B,,WILT623C7B.jpg,,Salisbury and South Wiltshire Museum,Attribution License,https://finds.org.uk/images/rhenry2/WILT623C7B.jpg,https://finds.org.uk/images/thumbnails/567097.jpg
779426,Ring,Bronze Age,Bronze Age,ROMAN,-1000,100,"A copper alloy possible horse harness ring of Bronze Age to Roman date (c. 1000 BC - AD 410). The ring measures 33.75mm in diameter (internal diameter 16.55mm), is 5.95mm thick and weighs 15.12g. It is circular in shape with a defined circumferential ridge running around the centre. The interior surface also features a defined circumferential ridge, creating a lozenge-shaped cross section. 



Similar rings have been discovered in a number of Bronze Age hoards and have been suggested as horse harness fittings, as being part of the handles of a sheet-metal cauldron of Class A1 (Type Tul-na-cross) and Class B1 (Types Llyn Fawr, Ballyshannon and Castlederg) (Gerloff 2010, Pl. 17, 7b; Pl.32, 14a; Pl. 33, 14f-h; Pl. 34, 15d, Pl. 54, 33c and Pl. 66, 37g)., or part of a chain from which a cauldron or other vessel was suspended over a fire. Similar rings have been recorded from the Hindon hoard",,4,Copper alloy,,Returned to finder,Metal detector,,,,,15.12,,33.75,,,1,Richard Henry,Richard Henry,South West,Wiltshire,Wiltshire,Berwick Bassett,SU1173,From finder,51.45587485,-1.84307555,WILT-62F48A,,WILT62F48A.jpg,,Salisbury and South Wiltshire Museum,Attribution License,https://finds.org.uk/images/rhenry2/WILT62F48A.jpg,https://finds.org.uk/images/thumbnails/567092.jpg
779451,Chisel,Bronze Age,Bronze Age,BRONZE AGE,-1600,-1400,"Fragment of Early Bronze Age/ Middle Bronze Age flanged chisel, broken central part only, both ends missing. Oval-sectioned on one side of the stop ridge, flanges on the other side and break across bubble/casting fault. Extant length 45mm. Width 15mm. Thickness 13mm. Weight 32.66g. This dates to the transitional period from the end of the Early Bronze Age and the beginning of the Middle Bronze Age, centering around 1600 - 1400 BC. Extant proportions similar to those on an example from Garveston (SMR-894E92).",,4,Copper alloy,,Returned to finder,Metal detector,2016-02-24T00:00:00Z,2016-03-29T23:00:00Z,,,32.66,,,13,45,1,Steven Ashley,Steven Ashley,,Norfolk,Breckland,Yaxham,TG0110,,52.65047129,0.96995502,NMS-63EC54,,53969_63EC54_MBA_FlangedChisel_ILL.jpg,Fragment of Early Bronze Age/Middle Bronze Age flanged chisel,Norfolk County Council,Attribution License,https://finds.org.uk/images/awilliamsnorfolk/53969_63EC54_MBA_FlangedChisel_ILL.jpg,https://finds.org.uk/images/thumbnails/1156066.jpg
779639,Knife,Bronze Age,Bronze Age,BRONZE AGE,-1600,1100,"A fragment of copper alloy tanged knife. The tang has a single rivet hole for the attachment of the missing handle and the edges have been worked to create a slight ridge.The knife has a symmetrical, shallow, pointed oval cross section giving two cutting edges.

Date: Middle Bronze Age c. 1600 - 1000 BC

Dimensions: 83.47 mm x 20.11 mm x 2.95 mm

Weight: 20.54 g",,4,Copper alloy,,Returned to finder,Metal detector,,,,,,,,2.95,83.47,1,Ciorstaidh Hayward Trevarthen,Ciorstaidh Hayward Trevarthen,South West,Dorset,Purbeck,Bere Regis,SY8296,Centred on field,50.76330752,-2.25658361,DOR-761B1C,,761B1C.jpg,Bronze Age knife,Somerset County Council,Attribution License,https://finds.org.uk/images/caht/761B1C.jpg,https://finds.org.uk/images/thumbnails/564871.jpg
780103,Spear,Bronze Age,Bronze Age,BRONZE AGE,-1600,-800,"A fragment of copper alloy spear or arrowhead. The tip only surviving. There is a central rib between two curving cutting edges. The typology and exact date of this object are uncertain.

Date:Probably Middle to Late Bronze Age - c. 1600 - 800 BC

Diameter: 24.1 mm x 11.4 mm x 7.1 mm

Weight: 4.11 g",,4,Copper alloy,,Returned to finder,Metal detector,,,,,4.11,,,7.1,24.1,1,Ciorstaidh Hayward Trevarthen,Ciorstaidh Hayward Trevarthen,South West,Dorset,Purbeck,Winfrith Newburgh,SY8085,From finder,50.66432336,-2.28434114,DOR-A09E8A,,A09E8A.jpg,Bronze Age spear tip,Somerset County Council,Attribution License,https://finds.org.uk/images/caht/A09E8A.jpg,https://finds.org.uk/images/thumbnails/565105.jpg
780298,Awl,Bronze Age,Bronze Age,IRON AGE,-1000,-100,"
A square-sectioned Bronze Age to Iron Age copper-alloy awl. Both ends are bent.
",,4,Copper alloy,,Returned to finder,Metal detector,,,,,3.51,,,3.63,57.48,1,Margaret Broomfield,Margaret Broomfield,South East,Hampshire,Winchester,Micheldever,SU5540,GPS (from the finder),51.15661878,-1.21493163,SUR-DD84FE,,16307.jpg,Bronze Age or Iron Age: Awl,Surrey County Council,Attribution License,https://finds.org.uk/images/dwilliams/16307.jpg,https://finds.org.uk/images/thumbnails/568422.jpg
