objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,context,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-4822,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Lukis Museum, Guernsey,pres. by M. de Gerville de Valognes,1846",,,Lukis Museum,"France,normandy",,,,,,France,,"Normandy, France",49.0677708,0.3138532,,,,,123,33,31,215,dark green grey. showing metal of deep brown where rubbed.,much pitted,40,"Site: unspecified location in Normandy, geolocation may not be accurate to 10 kms,  Width: edge 31mm; socket 33mm,  Thickness: socket 40mm (approx),  Weight: 215.3 gms",,,Edge sharp but one corner broken off. Loop is missing. One side of socket rim is broken - the pieces are loose inside the socket. A little mud adheres within and at the side of socket. A small hole on one side.,,,Joellen McGann,http://farm3.staticflickr.com/2886/13306790544_939f9a7841_z.jpg,http://farm3.staticflickr.com/2886/13306790544_939f9a7841_b.jpg,http://www.flickr.com/photos/MicroPasts/13306790544,superuser,drawB8
BAI-4821,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Lukis Museum, Guernsey,pres. by M. Ch. de Gerville de Valognes,1846",,,Lukis Museum,"France,normandy",,,,,,France,,"Normandy, France",49.0677708,0.3138532,,,,,127,32,37,259,"Dark brown and grey green on one side, the remainder a dirty yellow green.",,39,"Site: unspecified location in Normandy, geolocation may not be accurate to 10 kms.,  Width: edge 37; socket 32,  Thickness: socket 39",,,A good deal of mud round loop and a little in socket. Edge very blunt and dented. Socket also dented and the loop much damaged.,,,Joellen McGann,http://farm3.staticflickr.com/2827/13306790814_239bc390a5_z.jpg,http://farm3.staticflickr.com/2827/13306790814_239bc390a5_b.jpg,http://www.flickr.com/photos/MicroPasts/13306790814,superuser,drawB8
BAI-4819,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Lukis Museum, Guernsey",,,Lukis Museum,"France,normandy",,,,,,France,,"Normandy, France",49.0677708,0.3138532,,,,,141,42,41,304,green-grey,,43,"Site: unspecified location in Normandy - geolocation may not be accurate to 10 kms,  Width: edge 41mm; socket 42mm,  Thickness: socket 43mm,  Weight: 304.06 gms",,,Edge damaged. Run of socket is uneven. A little mud adheres in socket. Perfect except for a small hole near the loop.,,,Joellen McGann,http://farm8.staticflickr.com/7158/13306582853_7ded1a9a9b_z.jpg,http://farm8.staticflickr.com/7158/13306582853_7ded1a9a9b_b.jpg,http://www.flickr.com/photos/MicroPasts/13306582853,superuser,drawB8
BAI-4820,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Sotheby's Sale, 14.12.25,Lot 281,property of Mons. Fenardent",,,Private Collection,"France,normandy",,,auction,,,France,,"Normandy, France",49.0677708,0.3138532,,,,,116,32,32,,"medium green, traces of light soil in and round socket",matte,39,"Site: unspecified location in Normandy - geolocation may not be accurate to 10 kms,  Width: edge 32; socket 32,  Thickness: socket 39mm",,,,,"Painted on, Normandy 15115 A.L.X",Joellen McGann,http://farm8.staticflickr.com/7074/13306428745_974aa982ec_z.jpg,http://farm8.staticflickr.com/7074/13306428745_974aa982ec_b.jpg,http://www.flickr.com/photos/MicroPasts/13306428745,superuser,drawB8
BAI-40745,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"Truro Museum,donor J. Couch",,,Truro Museum,"France,Normandy",,,,,,France,,Normandy,49.0677708,0.3138532,,,,,123,blade 30; socket 25,,80,green + brown,,,,,,,,,Joellen McGann,https://farm9.staticflickr.com/8839/17991026004_d94362b172_z.jpg,https://farm9.staticflickr.com/8839/17991026004_d94362b172_b.jpg,https://www.flickr.com/photos/115096994@N02/17991026004,superuser,ForeignWeapons
BAI-11137,427,Winged Celt,,,,Bronze Age,p0gjgrs6qb2,,"The Museum of the Société jersiaise,  St. Helier. Jersey.",,,The Museum of the Societe Jersiaise,"Channel Islands, Jersey, St. Laurence Valley, near Mainlands, in an orchard called ""Les Grandes Fosses"", about 3 feet deep. while planting an apple tree., 23.XI.1981",,,,,,Channel Islands,Jersey,"Valley Road, Jersey",49.18016935,-2.180655335254180,,23,11,1871,97,butt 25,42,226,,,35; 5.5,,,The find consisted of 72 pieces of metal mixed up in a heap.,,See Bulletin 1917 Société jersiaise pp. 390/1 Vol VIII,,Valeska Becker,https://farm4.staticflickr.com/3873/14792261217_7a437f6844_z.jpg,https://farm4.staticflickr.com/3873/14792261217_7a437f6844_b.jpg,https://www.flickr.com/photos/MicroPasts/14792261217,most detailed record,flangedAxesA1
BAI-4813,433,Socketed Axe,,,,Bronze Age,p0gjgrs6qb2,,"Mortimer Archeological Collection, Hull Munic.Mus.",,,Hull Municipal Museum,"France, le manche",,,,,,France,,Caen France,49.1813403,-0.3635615,,,,,124,28,,295,Brown,Pitted,35,Weight: 294.5 grm,,,,Hull Museums No 213. (Manche Hoard),,Joellen McGann,http://farm4.staticflickr.com/3825/13306430195_7ca0c71789_z.jpg,http://farm4.staticflickr.com/3825/13306430195_7ca0c71789_b.jpg,http://www.flickr.com/photos/MicroPasts/13306430195,superuser,drawB8
BAI-19608,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,T3,"Lukis Museum, Guernsey",,,Lukis Museum,"Channel Islands,Jersey (C.I.),Trinity Road,Town Mills",,,,,,Channel Islands,Jersey,"Trinity Road, Jersey",49.1934496,-2.1009803,,,,,85,18,28,70,Dark green brown. Sides dark green grey.,Slightly pitted.,23,Weight: 70.16 gms,,Labelled: Roman Wedge found with 80 others.,"Edge very dented, also rim of socket. Loop is worn. Mud in socket.",,,Joellen McGann,https://farm4.staticflickr.com/3934/15414063260_01eaa2b3a6_z.jpg,https://farm4.staticflickr.com/3934/15414063260_01eaa2b3a6_b.jpg,https://www.flickr.com/photos/MicroPasts/15414063260,superuser,drawerA5A6
BAI-14839,433,Gouge,,,,Bronze Age,p0gjgrs6qb2,,"Museum of the Societe Jersiaise,St. Heliers, Jersey",,,Museum of the Societe Jersiaise,"Channel Islands,Jersey,St. Laurence Valley,near Mainlands,in an orchard called ""Les Grandes Fosses"" about 3 feet deep while planting an apple tree.,23.xi.1871",,,,,,Channel Islands,Jersey,"St Lawrence, Jersey",49.2149124,-2.1416892,,23,11,1871,54,20,,44,,,20,"Width: socket 20mm,Thickness: socket 20mm,Weight: 43.5 gms",,The find consisted of 72 pieces of metal mixed up in a heap.,,"See Bulletin 1917, Societe Jersiaise, pp. 390/1, Vol. VIII",,Joellen McGann,https://farm4.staticflickr.com/3883/15199848545_bfd4c30fcf_z.jpg,https://farm4.staticflickr.com/3883/15199848545_bfd4c30fcf_b.jpg,https://www.flickr.com/photos/MicroPasts/15199848545,superuser,A8tools
BAI-14841,433,Gouge,,,,Bronze Age,p0gjgrs6qb2,,"The Museum of the Societe Jersiaise,St. Heliers, Jersey",,,The Museum of the Societe Jersiaise,"Channel Islands,Jersey,St. Laurence Valley,near Mainlands,in an orchard called ""Les Grandes Fosses"" about 3 feet deep while planting an apple tree,23.11.1871",,,,,,Channel Islands,Jersey,"St Lawrence, Jersey",49.2149124,-2.1416892,,23,11,1871,89,23,30,104,,,23,"Width: edge 30mm; socket 23mm,Thickness: socket 23mm",,The find consisted of 72 pieces of metal mixed up in a heap.,,"Bulletin 1917, Societe Jersiaise, pp. 390/1, Vol. VIII",,Joellen McGann,https://farm4.staticflickr.com/3903/15199474322_1267e0d7a9_z.jpg,https://farm4.staticflickr.com/3903/15199474322_1267e0d7a9_b.jpg,https://www.flickr.com/photos/MicroPasts/15199474322,superuser,A8tools
