objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,context,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-44956,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UII3,"Ashmolean Museum, Oxford,1886 No. 5762,Antrim Collection,Given to the University by Lord Antrim",1886.5762,,Ashmolean Museum,Ireland (north of),,,,,,Ireland,,Ireland,,,,,,,72,,47,123.46,"Dark bronze, mottled green and brown patina.",,30.5,,,,Loop broken.,,,Joellen McGann,https://farm6.staticflickr.com/5692/21279190249_9996eb11aa_z.jpg,https://farm6.staticflickr.com/5692/21279190249_9996eb11aa_b.jpg,https://www.flickr.com/photos/115096994@N02/21279190249,superuser,IrishAxesPt2
BAI-44972,433,Socketed Axe,,,,Bronze Age,p0gjgrs6qb2,UI3,"Black Gate Museum, Newcastle-on-Tyne [1932.50]",[1932.50,,Black Gate Museum,"Unknown,?Ireland",,,,,,Ireland,,Ireland,,,,,,,,,,85.05,,Dull brown matt,,Weight: 3 oz. = 85.05 gms,,,,"Proc. Soc. Ant. N/C, 4 V.300",,Joellen McGann,https://farm6.staticflickr.com/5672/21455117672_39ae06e3f2_z.jpg,https://farm6.staticflickr.com/5672/21455117672_39ae06e3f2_b.jpg,https://www.flickr.com/photos/115096994@N02/21455117672,superuser,IrishAxesPt2
BAI-44979,433,Unlooped Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Salisbury, S. Wilts and Blackmoor Museum,677 Brackstone Collection,B677 on side,23 on face",23B677,,Blackmoor Museum,Ireland,,,,,,Ireland,,Ireland,,,,,,,73,socket 23,43,65,Apple green,,socket 22,,,,,,,Joellen McGann,https://farm6.staticflickr.com/5617/21455116742_257b6dbc01_z.jpg,https://farm6.staticflickr.com/5617/21455116742_257b6dbc01_b.jpg,https://www.flickr.com/photos/115096994@N02/21455116742,superuser,IrishAxesPt2
BAI-44958,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UII3,"Salisbury, S. Wilts and Blackmoor Museum,680  Brackstone Collection,B680 on side,69 on face",69B680,,Blackmoor Museum,Ireland,,,,,,Ireland,,Ireland,,,,,,,98,socket 43,65,312,Very dark brown,Pitted,socket 37,,,,On the inside of socket are 2 ribs.,,,Joellen McGann,https://farm6.staticflickr.com/5620/20845008623_4690a3e8ff_z.jpg,https://farm6.staticflickr.com/5620/20845008623_4690a3e8ff_b.jpg,https://www.flickr.com/photos/115096994@N02/20845008623,superuser,IrishAxesPt2
BAI-44934,433,Socketed Axe,Hatched Shaped,,,Bronze Age,p0gjgrs6qb2,Hatchet 3,"Salisbury, S. Wilts, and Blackmoor Museum,36 on face",36,,Blackmoor Museum,Ireland,,,,,,Ireland,,Ireland,,,,,,,58,socket 35,46,125.45,Dull green,,socket 30,,,,An inverted V on each face of socket inside.,,,Joellen McGann,https://farm6.staticflickr.com/5780/21474676051_e34661c149_z.jpg,https://farm6.staticflickr.com/5780/21474676051_e34661c149_b.jpg,https://www.flickr.com/photos/115096994@N02/21474676051,superuser,IrishAxesPt2
BAI-44978,433,Unlooped Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"British Museum, 63.1-22.76",1863.1-22.76,,British Museum,Ireland (probably),,,,,,Ireland,,Ireland,,,,,,,62,socket 34,41,94.63,"Grey green. Patch of bronze on face. Some chocolate brown patina remains on other side, at socket.",,socket 28,,,,,,,Joellen McGann,https://farm1.staticflickr.com/584/21439874166_9046e181f1_z.jpg,https://farm1.staticflickr.com/584/21439874166_9046e181f1_b.jpg,https://www.flickr.com/photos/115096994@N02/21439874166,superuser,IrishAxesPt2
BAI-44932,433,Socketed Axe,Hatched Shaped,,,Bronze Age,p0gjgrs6qb2,Hatchet 3,"British Museum, 63.1-22.74,Transferred from Mus. of Practical Geology, 1863",1863.1-22.74,,British Museum,Ireland (probably),,,,,,Ireland,,Ireland,,,,,,,63,socket 33.5,53,112.06,Dull green,Pitted.,socket 28,,,,"Points of edge much worn, points squared. Lower end of loop splayed. Sides fluted.",,,Joellen McGann,https://farm6.staticflickr.com/5771/20843393794_213396704a_z.jpg,https://farm6.staticflickr.com/5771/20843393794_213396704a_b.jpg,https://www.flickr.com/photos/115096994@N02/20843393794,superuser,IrishAxesPt2
BAI-44931,433,Socketed Axe,Hatched Shaped,,,Bronze Age,p0gjgrs6qb2,,"British Museum, 90.11-13.3,(In Irish case),Purchased 1890",1890.11-13.3,,British Museum,Ireland (probably),,,,,,Ireland,,Ireland,,,,,,,86,socket 47,66,287.25,No patina,"Smooth, dull bronze",socket 40,,,,Sharp beading round collar.,,,Joellen McGann,https://farm6.staticflickr.com/5633/21455121422_4cae337946_z.jpg,https://farm6.staticflickr.com/5633/21455121422_4cae337946_b.jpg,https://www.flickr.com/photos/115096994@N02/21455121422,superuser,IrishAxesPt2
BAI-44930,433,Socketed Axe,Hatched Shaped,,,Bronze Age,p0gjgrs6qb2,Hatchet 2,"British Museum, 73.2-10.7",1873.2-10.7,,British Museum,Ireland,,,,,,Ireland,,Ireland,,,,,,,86,socket 41,71,239.63,Dull brown with black patches,Slightly rough,socket 32,,,,Small groove round socket. Remains of splayed loop.,,,Joellen McGann,https://farm6.staticflickr.com/5808/21278264808_ba361d2c7f_z.jpg,https://farm6.staticflickr.com/5808/21278264808_ba361d2c7f_b.jpg,https://www.flickr.com/photos/115096994@N02/21278264808,superuser,IrishAxesPt2
BAI-44935,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,Frag.,"Collection of Royal Irish Academy, National Museum, Dublin. W371",W371,,Collection of Royal Irish Academy National Museum,Ireland,,,,,,Ireland,,Ireland,,,,,,,,,,,,,,,,,"Much worn and pitted, the greater portion of one side broken away.","Wilde's Catalogue of the Royal Irish Academy Collection, p. 419, No. 371.,""Long, imperfect, wanting loop and part of socket. Hatchet faced, plain slightly corroded 4 1/8 by 2 3/8.""",,Joellen McGann,https://farm6.staticflickr.com/5678/21455120852_138b031ebf_z.jpg,https://farm6.staticflickr.com/5678/21455120852_138b031ebf_b.jpg,https://www.flickr.com/photos/115096994@N02/21455120852,superuser,IrishAxesPt2
BAI-44973,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UI3,"Herts. County Museum, St. Albans,Lent by Capt. J. H. Ball, RAF",,,Hertfordshire County Museum,Ireland,,,,,,Ireland,,Ireland,,,,,,,77,socket 31,37,102.76,No patina - dark bronze with golden bronze just showing.,"Smooth, but pitted all over except for 20mm each side of edge.",socket 29,,,,,,,Joellen McGann,https://farm1.staticflickr.com/689/21278046400_6b642b80da_z.jpg,https://farm1.staticflickr.com/689/21278046400_6b642b80da_b.jpg,https://www.flickr.com/photos/115096994@N02/21278046400,superuser,IrishAxesPt2
BAI-44962,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UI1,"Horniman Museum, Forest Hill, SE,20.150, 645,Presented by the British Museum (25/-)","20.150, 645",,Horniman Museum,Ireland,,,,,,Ireland,,Ireland,,,,,,,82,socket 43,57.5,262.25,No patina,"Smooth. Small pittings all over, one side dark gold bronze colour. The other is more cleaned and of bright golden colour.",socket 39,,,,Ridges caused by casting are very visible on both sides. In good condition. There are three raised bands beneath the mouth.,,,Joellen McGann,https://farm6.staticflickr.com/5699/21278262378_b38ee35a76_z.jpg,https://farm6.staticflickr.com/5699/21278262378_b38ee35a76_b.jpg,https://www.flickr.com/photos/115096994@N02/21278262378,superuser,IrishAxesPt2
BAI-44970,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UI3,Lewes Museum,,,Lewes Museum,Ireland,,,,,,Ireland,,Ireland,,,,,,,95,socket 30.5,47.5,155.92,No patina,Rough green,socket 28.5,,,,,,,Joellen McGann,https://farm6.staticflickr.com/5661/21466086885_425eb2a0df_z.jpg,https://farm6.staticflickr.com/5661/21466086885_425eb2a0df_b.jpg,https://www.flickr.com/photos/115096994@N02/21466086885,superuser,IrishAxesPt2
BAI-44964,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UI2,Lewes Museum,,,Lewes Museum,Ireland,,,,,,Ireland,,Ireland,,,,,,,86,socket 36,38.5,148.83,No patina,"Rough, greeny brown.",socket 34,,,,,,,Joellen McGann,https://farm6.staticflickr.com/5704/21279189269_d3bc19cf9f_z.jpg,https://farm6.staticflickr.com/5704/21279189269_d3bc19cf9f_b.jpg,https://www.flickr.com/photos/115096994@N02/21279189269,superuser,IrishAxesPt2
BAI-44963,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UI2,Lewes Museum,,,Lewes Museum,Ireland,,,,,,Ireland,,Ireland,,,,,,,85.5,socket 36.5,40,141.75,Patches of bright brown,Rough dark green,socket 35.5,,,,,,,Joellen McGann,https://farm6.staticflickr.com/5761/20845008073_db288dd51b_z.jpg,https://farm6.staticflickr.com/5761/20845008073_db288dd51b_b.jpg,https://www.flickr.com/photos/115096994@N02/20845008073,superuser,IrishAxesPt2
BAI-44952,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UII3,Lewes Museum,,,Lewes Museum,Ireland,,,,,,Ireland,,Ireland,,,,,,,109,socket 39.5,41.5,219.7,Dark brown,Rough,socket 39,,,,,,,Joellen McGann,https://farm1.staticflickr.com/672/21474673651_894a94b4fa_z.jpg,https://farm1.staticflickr.com/672/21474673651_894a94b4fa_b.jpg,https://www.flickr.com/photos/115096994@N02/21474673651,superuser,IrishAxesPt2
BAI-44943,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UII2,Lewes Museum,,,Lewes Museum,Ireland,,,,,,Ireland,,Ireland,,,,,,,109.5,socket 39.5,41.5,191.36,No patina,Rough dark brown,socket 39,,,,,,,Joellen McGann,https://farm6.staticflickr.com/5730/21278049500_4419c047ee_z.jpg,https://farm6.staticflickr.com/5730/21278049500_4419c047ee_b.jpg,https://www.flickr.com/photos/115096994@N02/21278049500,superuser,IrishAxesPt2
BAI-44961,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UI1,"Liverpool Museum, 7117M",7117M,,Liverpool Museum,"Ireland (probably),label",,,,,,Ireland,,Ireland,,,,,,,79,socket 34,50,120.47,Brown patina,,socket 28,,,,5 parallel ridges round socket. Moulding ridges on the edges and on the inner faces near the cutting edges (as in section of socket). Possibly moulded in 4 pieces.,,,Joellen McGann,https://farm6.staticflickr.com/5624/21466087935_e4efc45339_z.jpg,https://farm6.staticflickr.com/5624/21466087935_e4efc45339_b.jpg,https://www.flickr.com/photos/115096994@N02/21466087935,superuser,IrishAxesPt2
BAI-44953,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UII3,"Museum, Leeds Phil. & Hist. Society",,,Museum of Leeds Philosophical and Literary Society,Ireland,,,,,,Ireland,,Ireland,,,,,,,72,socket 41,36,45,,,socket 13,,,,Very much crushed & flattened out.,,,Joellen McGann,https://farm6.staticflickr.com/5683/21474673581_d1883ff737_z.jpg,https://farm6.staticflickr.com/5683/21474673581_d1883ff737_b.jpg,https://www.flickr.com/photos/115096994@N02/21474673581,superuser,IrishAxesPt2
BAI-44942,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UII2,"Museum, Leeds Phil. & Hist. Society",,,Museum of Leeds Philosophical and Literary Society,Ireland,,,,,,Ireland,,Ireland,,,,,,,105,socket 40,40,262,"Other, green patina",Smooth brown one side.,43,,,,Socket nearby square & blade long and narrow. Rough from mould.,,,Joellen McGann,https://farm1.staticflickr.com/765/20843392724_7acb241ccb_z.jpg,https://farm1.staticflickr.com/765/20843392724_7acb241ccb_b.jpg,https://www.flickr.com/photos/115096994@N02/20843392724,superuser,IrishAxesPt2
BAI-44941,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UII2,"Museum, Leeds Phil. & Hist. Society",,,Museum of Leeds Philosophical and Literary Society,Ireland,,,,,,Ireland,,Ireland,,,,,,,77,32 socket,45,120,,,31 socket,,,,"Expanding trumpet shaped towards the mouth, small ring encircling neck below mouth, sides slightly splayed.",,,Joellen McGann,https://farm6.staticflickr.com/5831/21278263818_33390388b4_z.jpg,https://farm6.staticflickr.com/5831/21278263818_33390388b4_b.jpg,https://www.flickr.com/photos/115096994@N02/21278263818,superuser,IrishAxesPt2
BAI-44977,433,Socketed Unlooped,,,,Bronze Age,p0gjgrs6qb2,,"Royal Scottish Museum, Edinburgh,Reg. No. 1890.515",1890.515,,National Museum of Scotland,Ireland,,,,,,Ireland,,Ireland,,,,,,,91,butt 48,65,282,Light and dark green patina with traces of original bronze colour showing in places.,Fair,48,,,,"Celt, bronze with round socket and without a loop; edge expanded & curved.",,,Joellen McGann,https://farm1.staticflickr.com/703/21278046200_b8795e5796_z.jpg,https://farm1.staticflickr.com/703/21278046200_b8795e5796_b.jpg,https://www.flickr.com/photos/115096994@N02/21278046200,superuser,IrishAxesPt2
