PASID,objectType,broadperiod,periodFromName,periodToName,fromdate,todate,description,notes,workflow,materialTerm,secondaryMaterialTerm,subsequentActionTerm,discoveryMethod,datefound1,datefound2,TID,rallyName,weight,height,diameter,thickness,length,quantity,identifier,recorder,regionName,county,district,parish,fourFigure,gridSource,fourFigureLat,fourFigureLon,objectID,knownas,filename,imageLabel,imageCopyrightHolder,imageLicense,imageURL,thumbnail
996530,Dirk,Bronze Age,Bronze Age,BRONZE AGE,-1600,-701,"Fragment of a copper alloy blade, probably a Middle to Late Bronze Age dirk or rapier. No original edge survives, the top and bottom having broken away and the sides eroded. It is lentoid in cross-section, i.e. it has a rounded median rib and sides which taper to form a slight flange. c. 1600 to 700 BC



Length: 19.8mm. Width: 17.0mm. Thickness: 5.0mm. Weight: 7.3g",,4,Copper alloy,,Returned to finder,Metal detector,2020-01-13T00:00:00Z,2020-02-10T00:00:00Z,,,7.3,,,5,19.8,1,Andrew Williams,Andrew Williams,,Norfolk,King's Lynn and West Norfolk,Marham,TF7110,Centred on field,52.66075131,0.52697446,NMS-2311E6,,,,,,,
996808,Razor,Bronze Age,Bronze Age,IRON AGE,-800,-600,"A Late-Bronze Age to Early Iron Age, cast copper alloy razor dating to c.800BC-600BC.  The razor has a trapezoidal shaped blade, which is sub-triangular in cross section.  The lower portion of the blade is decorated with three grooves separated by two moulded ridges.  A transverse moulded line, which is triangular in cross-section, runs across the top of the blade and links the two integral loops. 



The razor has a mid-brown patina and has significant pitting over both faces.  The cutting edge is worn, with some small breakages in parts. 



Broadly similar examples can be found in the British Museum's Online Catalogue: 1998,0901.287 (blade shape), 1963,1208.1 (moulded line at top and blade shape).  Comparable groves can be seen on NMS-F0B277 on he Portable Antiquities Scheme database.



Measurements: length at base: 79.9mm; length at top: 44.6mm; height (including loop): 40.2mm; height (excluding loop): 29.8mm; thickness at base: 0.8mm; thickness of top: 3.1mm;  thickness of loop: 3.4mm; external diameter of loop: 10.8mm.  Weight: 30.01g.",,4,Copper alloy,,Returned to finder,Metal detector,2020-02-16T00:00:00Z,2020-02-16T00:00:00Z,,,30.01,40.2,,3.1,79.9,1,Alexandra Cobby,Alexandra Cobby,South East,Oxfordshire,Cherwell,Merton,SP5718,From finder,51.85768493,-1.17375277,BH-61CDC5,,BH61CDC5.jpg,Late-Bronze Age to Early Iron Age razor,The Portable Antiquities Scheme,Attribution License,https://finds.org.uk/images/sashamarie/BH61CDC5.jpg,https://finds.org.uk/images/thumbnails/1095891.jpg
996874,Flat Axehead,Bronze Age,Bronze Age,BRONZE AGE,-2200,-1900,"A complete, cast, copper alloy flat axehead, dating to the Bronze age (c. 2200 - 1900 BC). The flat axe is broadly sub rectangular in plan with a splayed crescent shaped blade, showing damage. In profile the axe broadly lentoid, with slight tapering edges; in cross section the axe is D shaped. The butt is relatively thin having a narrow sub-rounded profile. The sides of the axe gently expand in width from the butt to the blade; in shape they are relatively flat. All surfaces are covered in a green patination, little of original surface visible. Length 141.2mm, width 81.5mm at cutting edge, 29.0mm at butt, thickness 11.0mm and weight 362.3g.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,362.3,,,11,141.5,1,Catherine Falkner,Catherine Falkner,East Midlands,Derbyshire,Derbyshire Dales,Brassington,SK2255,GPS (from the finder),53.0917609,-1.67294665,DENO-632F75,,DENO632F75.jpg,Bronze Age flat axehead,Derby Museums Trust,Attribution License,https://finds.org.uk/images/meghank/DENO632F75.jpg,https://finds.org.uk/images/thumbnails/1154032.jpg
997089,Flat Axehead,Bronze Age,Bronze Age,BRONZE AGE,-2200,-2000,"Incomplete cast copper alloy flat axehead dating from the Migdale tradition of the Early Bronze Age, c.2200-2000 BC. The sides of the axehead look slightly raised on both faces but that is because the original surface, which has turned dark brown in colour, has only survived around the edges making it look crisper, and also on the blade above the slightly expanded but worn and rounded cutting edge. The axehead is sub-trapezoidal in plan, triangular in profile, tapering towards the cutting edge, and rectangular in section at the butt end. The blade narrows towards the damaged butt end, but with almost straight sides. There is no evidence of any form of incised or cast decoration present on the surface of the axe, but the original surface has corroded away and is now very pitted, so that preservation is poor. There are many circular depressions on the surface that have been caused by blisters forming as the axehead has corroded and then breaking down and powdering away. 



Similar slender flat axeheads with straight-sided butt ends can be seen in records CORN-6C605C, DENO-93FB17, SUR-E3F467, LANCUM-6507C2, and SOMDOR-C71623 on the database.



These axes all fit within the earliest phases of metal working in Britain, metalworking stage II, which corresponds to Needham's (1996) Period 2 (c.2350-2050 cal BC). This means that they are dated, broadly, to the same period as Beaker pottery, barbed and tanged flint arrowheads, copper halberds and gold lunulae.



Schmidt & Burgess (1981) illustrate similar flat axeheads of Type Migdale from Scotland, Briach Moor and Morayshire on pp.41-42, pls.12-13, nos.143, 147 &155.



Pearce (1983) illustrates a similar example of slender Migdale type flat axehead from Tregonjeeves Quarry in Cornwall on p.400 & 453, pl.1, no.6.



Knight, Ormrod & Pearce (2015) illustrate the latest slender Migdale type of flat axes to be recorded in the South West from Boscastle in Cornwall, Bishop's Tawrton in Devon and Burton in Dorset on page 87, pl.14, nos.3, 111 & 213.",,4,Copper alloy,,Returned to finder,Metal detector,2020-02-24T00:00:00Z,2020-02-24T00:00:00Z,,,131.81,,,9,93,1,Anna Tyacke,Anna Tyacke,South West,Cornwall,Cornwall,Camelford,SX1084,Generated from computer mapping software,50.6246691,-4.68758642,CORN-68C636,,DSCN8542.JPG,flat axehead (plan),Royal Institution of Cornwall,Attribution License,https://finds.org.uk/images/atyacke/DSCN8542.JPG,https://finds.org.uk/images/thumbnails/1096254.jpg
997160,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,"Incomplete late Bronze Age socketed axehead. About half survives, now squashed flat. There is a crack down both sides, and the axe has apparently been deliberately hammered flat, although there are no visible hammer marks. The break across the centre is old and worn. It measures 30.5mm across the broken edge, and 45mm wide at most. The fragment is 49mm long and a maximum of 11mm thick, and weighs 72.37g.",,4,Copper alloy,,Returned to finder,Metal detector,2020-01-14T00:00:00Z,2020-02-12T00:00:00Z,,,72.37,,,11,49,1,Helen Geake,Helen Geake,Eastern,Norfolk,South Norfolk,Great Melton,TG1308,From finder,52.62794395,1.1457793,NMS-775AAE,,63731_775AAE_BA_Axe.jpg,Incomplete late Bronze Age socketed axehead,Norfolk County Council,Attribution License,https://finds.org.uk/images/awilliamsnorfolk/63731_775AAE_BA_Axe.jpg,https://finds.org.uk/images/thumbnails/1145990.jpg
997484,Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1150,-800,"A fragment of Late Bronze Age (1150-800 BC) socketed axehead, consisting of the splayed, curved cutting edge only. The patina is worn and pitted and there is a trace of the socket in the (old) break.

The fragment measures 16.5mm in length, 34.3mm in width, 8.3mm in max.thickness (at the break) and weighs 14.68g.","
This find was recorded at a rally and therefore the identification and photograph may not be of our usual standard.
",4,Copper alloy,,Returned to finder,Metal detector,2013-08-31T23:00:00Z,2013-08-31T23:00:00Z,,"Andover Anton Rotary Club Charity Metal Detecting Rally, Penton Mewsey (1/09/13)",14.68,,,8.3,16.5,1,Katie Hinds,Katie Hinds,South East,Hampshire,Test Valley,Penton Mewsey,SU3348,GPS (from the finder),51.23023932,-1.52876295,HAMP-8C99E7,,,,,,,
997546,Ring,Bronze Age,Bronze Age,IRON AGE,-1500,-100,"A complete copper-alloy annular ring of middle Bronze Age to Iron Age date, c.1500 – 100 BC. The internal edge is faceted and bears repeating linear striations some of which resemble lettering but this is likely coincidental. 



The metal has a dark brown delaminate patina with pitting. The ring is 24.1mm in diameter, 3.6mm wide, 4.7mm thick and weighs 4.9g.



Peter Reavill, Finds Liaison Officer for Herefordshire & Shropshire, comments that parallels with cut marks, incised patterns and inlay for glass are known in later Bronze Age and Iron Age traditions. 



Similar objects have been recorded on the PAS database as LIN-4F191E and NARC-5B60BD and have also been found in hoards with Bronze Age socketed axes, such as Treasure Case 2014 T442 (YORYM-15AA2D). A number of functions have been suggested including horse harness fittings, cauldron handles or cauldron suspension chains.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,4.9,,24.1,4.7,,1,Rebecca Griffiths,Rebecca Griffiths,Yorkshire and the Humber,North Yorkshire,Harrogate,Boroughbridge,SE3965,GPS (from the finder),54.07945182,-1.40540187,YORYM-8E1425,,CF0002.jpg,Bronze Age : Ring,York Museums Trust,Attribution License,https://finds.org.uk/images/bmorris/CF0002.jpg,https://finds.org.uk/images/thumbnails/1096187.jpg
997623,Unidentified Object,Bronze Age,Bronze Age,IRON AGE,-1600,40,"Copper alloy 'moustache-shaped' object, cast in one piece, of probable middle Bronze Age to Iron Age date. It has a central narrowed constriction, undecorated and with a vertical step down to it, which is curved on the top and has a rounded hollow on the underneath, c. 7mm in diameter. The constriction measures c. 9mm thick and 13mm wide. To either side is a thicker, tapering, drooping element, D-shaped in cross-section although slightly rounded rather than completely flat on the underside. The upper surface of each half is curved with no surviving trace of the usual engraved linear decoration and with rounded rather than pointed terminals. 



The whole object is worn and pitted. It is 26mm from end to end, 13.5mm wide when viewed from the top, and measures 12mm from top to bottom when viewed from the side. It weighs 12.73g. There is little dating evidence available for these enigmatic objects. An example was found with the Salisbury Hoard, indicating a Bronze or Iron Age date; the style might suggest an Iron Age date.



Compare NARC-6A4546, LVPL-B000C6, HAMP-6F4C45, PUBLIC-E9E1C5, NARC-925E14, WILT-616785, KENT-77A0BF and SF-722CF5.",,4,Copper alloy,,Returned to finder,Metal detector,2020-01-21T00:00:00Z,2020-02-17T00:00:00Z,,,12.73,12,,,26,1,Steven Ashley,Steven Ashley,,Norfolk,South Norfolk,Seething,TM3297,,52.5214531,1.41830034,NMS-901ADA,,64093_901ADA_BA_UO.jpg,Bronze Age or Iron Age unidentified 'moustache-shaped' object,Norfolk County Council,Attribution License,https://finds.org.uk/images/awilliamsnorfolk/64093_901ADA_BA_UO.jpg,https://finds.org.uk/images/thumbnails/1147341.jpg
997810,Palstave,Bronze Age,Bronze Age,BRONZE AGE,-1300,-1150,"An incomplete cast copper-alloy single looped palstave axe with high, protruding stopridge and incomplete preserved side loop, dating to the Mid Bronze Age (1300 to 1150BC), possibly relating to the Silsden types generally dated to the Penard. The axe is complete, except for the arch of the side loop. The body of the palstave is narrow but splays down the blade eventually flaring at the blade edge which is wide. The blade has a heavily curved faceted/bevelled cutting edge which may well have been hammered. The butt is squared, tapering with narrow flanges on both sides. The side loop is adjacent to the stop ridge and incomplete. Both sides of the blades are heavily pitted and scratched. There is green patina and iron-corrosion across the whole of the axe.



The palstave axe measures 132mm in length. The blade is 48.5mm wide and 2.5mm thick at the cutting edge and the butt 21.0mm wide and 14.0mm thick at the stop.The axe weighs 234 grams.



Similar to LANCUM-050851, the two Type Silsden side-looped palstaves can be dated to the Penard (c. 1300-1150 BC) metalwork phase of the Middle Bronze Age (Schmidt and Burgess 1981, 161). They are classified within the broader 'Late Palstave' type but are typologically close to 'Transitional Palstaves' such as Type Shelf (see Schmidt and Burgess 1981, 158-160). 



Reference



Schmidt, P. K, & Burgess, C. B. 1981. The Axes of Scotland and Northern England. Prähistoriche Bronzefunde IX, 7. Munich: Beck.",,4,Copper alloy,,Returned to finder,Metal detector,2017-01-01T00:00:00Z,2019-09-29T23:00:00Z,,,234,,,2.5,132,1,Matthew Fittock,Matthew Fittock,Eastern,Bedford,Bedford,Bletsoe,TL0259,From finder,52.21977669,-0.50831211,BH-A4E1CA,,WestwoodField4BHA4E1CA.jpg,Bronze Age palstave,The Portable Antiquities Scheme,Attribution License,https://finds.org.uk/images/mfittock/WestwoodField4BHA4E1CA.jpg,https://finds.org.uk/images/thumbnails/1103405.jpg
997946,Socketed Axehead,Bronze Age,Bronze Age,IRON AGE,-1100,-600,"A Fragment of a Late Bronze Age copper alloy socketed axehead, probably dating to c. 1100-800 BC. The fragment comprises of one corner  of the socket mouth and adjacent sections of the wall of the socket. The axehead had an expanded mouth surmounting a double-stranded moulded collar. A prominent casting seem runs longitudinally down one face. All of the breaks are patinated. 



Length 42.8mm; Width 20.2mm; thickness 16.3mm; weight 21.38g.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,21.38,,,16.3,42.8,1,Wil Partridge,Wil Partridge,South West,Wiltshire,Wiltshire,Chirton,SU0756,GPS (from the finder),51.30307981,-1.90097398,WILT-B97915,,WILTB97915.JPG,,Salisbury and South Wiltshire Museum,Attribution License,https://finds.org.uk/images/wpartridge/WILTB97915.JPG,https://finds.org.uk/images/thumbnails/1098670.jpg
997959,Razor,Bronze Age,Bronze Age,BRONZE AGE,-1500,-800,"An incomplete copper-alloy leaf-shaped razor of middle to late Bronze Age date c.1500 BC - 800 BC. 



The razor is sub-ovate in plan with a narrow lozenge section. The edges are broken and worn leaving an irregular, jagged edge and both ends terminate in worn breaks. A slight curve is present to one end.



The metal has a delaminated dark brown/green patina and is worn. The object is 59.9mm long, 22.1mm wide, 2.5mm thick and weighs 9.9g.



Similar objects have been recorded on the PAS database including SWYOR-A48EE1, NCL-71EF23, DOR-EBFA4D, SUR-E3AEB2 and SF-25A20A. Also see NMS-EAED71 for a complete example.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,9.9,,,2.5,59.9,1,Rebecca Griffiths,Rebecca Griffiths,Yorkshire and the Humber,East Riding of Yorkshire,East Riding of Yorkshire,Yapham,SE7952,GPS (from the finder),53.95806581,-0.79751096,YORYM-B9DF57,,RFY0040.jpg,Bronze Age : Razor,York Museums Trust,Attribution License,https://finds.org.uk/images/bmorris/RFY0040.jpg,https://finds.org.uk/images/thumbnails/1099589.jpg
998016,Ingot,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,"
A highly corroded cast copper alloy ingot of suspected late Bronze Age date. The fragment is irregularly shaped and has a number of large vesicular voids from the casting process.
",,4,Copper alloy,,Returned to finder,Metal detector,,,,,750,,,39.1,75.2,1,Simon Maslin,Simon Maslin,South East,Surrey,Guildford,Shere,TQ0849,,51.22997929,-0.45460018,SUR-F3A31B,,SURF3A31B.jpg,,Surrey County Council,Attribution License,https://finds.org.uk/images/smaslin/SURF3A31B.jpg,https://finds.org.uk/images/thumbnails/1096953.jpg
998017,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,1500,1150,A copper alloy fragment of a Bronze Age axe measuring 43.7mm by 25.9mm. The fragment is pelta-shaped and comprises the blade edge which flares out into a semi-circular shape with pointed tips to either side. The axehead has a hollow centre and a vesicular structure resulting from gasses released during casting can be seen in the metal at the break. Probably from a socketed type of late Bronze Age date (c. 1000 BC to 800 BC).,,4,Copper alloy,,Returned to finder,Metal detector,,,,,30.85,,,12.9,43.7,1,Simon Maslin,Simon Maslin,South East,Surrey,Guildford,Shere,TQ0848,From finder,51.22099068,-0.45490119,SUR-F3EBC4,,SURF3EBC4.jpg,,Surrey County Council,Attribution License,https://finds.org.uk/images/smaslin/SURF3EBC4.jpg,https://finds.org.uk/images/thumbnails/1098564.jpg
998022,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,"An incomplete copper alloy cast Bronze Age axehead measuring 84.8mm by 43.7mm. The blade and much of the body of the axehead, which is hollow, remain; however the butt end is lost. The blade edge flares out into a semi-circular shape with pointed tips to either side. Probably from a socketed type of late Bronze Age date (c. 1000 BC to 800 BC).",,4,Copper alloy,,Returned to finder,Metal detector,,,,,134.04,,,21.2,84.8,1,Simon Maslin,Simon Maslin,South East,Surrey,Guildford,Shere,TQ0849,From finder,51.22997929,-0.45460018,SUR-F43952,,SURF43952.jpg,,Surrey County Council,Attribution License,https://finds.org.uk/images/smaslin/SURF43952.jpg,https://finds.org.uk/images/thumbnails/1098560.jpg
998026,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,A copper alloy fragment of a Bronze Age axehead measuring 46.8mm by 39.7mm. The fragment comprises the blade edge which flares out into a semi-circular shape. The axehead has a hollow centre and a casting seam down either side. The side profile of the axehead has a pronounced curvature which suggests that it may have been a socketed adze. Circa 1000 BC to 800 BC.,,4,Copper alloy,,Returned to finder,Metal detector,,,,,71.2,,,19.8,46.8,1,Simon Maslin,Simon Maslin,South East,Surrey,Guildford,Shere,TQ0749,From finder,51.23016745,-0.46891673,SUR-F46A32,,SURF46A32.jpg,,Surrey County Council,Attribution License,https://finds.org.uk/images/smaslin/SURF46A32.jpg,https://finds.org.uk/images/thumbnails/1098556.jpg
998031,Flanged Axehead,Bronze Age,Bronze Age,BRONZE AGE,-2000,-1700,"A complete cast copper alloy flanged axe of early Bronze Age date, 99.2mm in length, with a crescentic blade, expanded flanged sides with hammered oblique ridges and no visible stop ridge. The side profile is lenticular and the surface is heavily corroded. Circa 2000-1700 BC.","
This is a typical product of the Arreton tradition, named for the hoard found on the Isle of Wight and found mostly in SE Britain and the south coast.
",4,Copper alloy,,Returned to finder,Metal detector,,,,,141.65,,,13,99.2,1,Simon Maslin,Simon Maslin,South East,Surrey,Guildford,Shere,TQ0949,From finder,51.22978938,-0.44028379,SUR-F49028,,SURF49028.jpg,,Surrey County Council,Attribution License,https://finds.org.uk/images/smaslin/SURF49028.jpg,https://finds.org.uk/images/thumbnails/1096947.jpg
998038,Axehead,Bronze Age,Bronze Age,BRONZE AGE,-2000,-1100,"A fragment of an early to middle Bronze Age copper alloy flanged or palstave axehead, comprising a 25.6mm long section of the butt end. The fragment is flat in profile, with the tapering ends of parallel ridges along each side. The break is patinated and ancient.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,26.54,,,10,25.6,1,Simon Maslin,Simon Maslin,South East,Surrey,Guildford,West Horsley,TQ0750,From finder,51.23915611,-0.46861835,SUR-F4C0B5,,SURF4C0B5a.jpg,,Surrey County Council,Attribution License,https://finds.org.uk/images/smaslin/SURF4C0B5a.jpg,https://finds.org.uk/images/thumbnails/1096948.jpg
998041,Palstave,Bronze Age,Bronze Age,BRONZE AGE,-1600,-1020,"A fragment of a middle Bronze Age copper alloy palstave axehead, comprising a 43.3mm long section of the butt end. The fragment has a flat central section, flanked with tapering parallel ridges along each side which give it an H-shaped cross section. The break is patinated and ancient.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,42.11,,,15.4,43.3,1,Simon Maslin,Simon Maslin,South East,Surrey,Guildford,Shere,TQ0848,From finder,51.22099068,-0.45490119,SUR-F4E0FF,,SURF4E0FFa.jpg,,Surrey County Council,Attribution License,https://finds.org.uk/images/smaslin/SURF4E0FFa.jpg,https://finds.org.uk/images/thumbnails/1176502.jpg
998044,Ring,Bronze Age,Bronze Age,ROMAN,,,"A copper alloy ring, 51.4mm in diameter, with a lenticular cross sectional profile. The ring is slightly bent around a pair of worn areas on opposing sides suggesting use in horse harness. Such rings when found in isolation are difficult to date; this object could potentially be Bronze Age or much more recent.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,22.48,,51.4,6.4,,1,Simon Maslin,Simon Maslin,South East,Surrey,Guildford,Shere,TQ0849,From finder,51.22997929,-0.45460018,SUR-F50E19,,SURF50E19.jpg,,Surrey County Council,Attribution License,https://finds.org.uk/images/smaslin/SURF50E19.jpg,https://finds.org.uk/images/thumbnails/1098550.jpg
998046,Ring,Bronze Age,Bronze Age,ROMAN,,,"A copper alloy ring, 50.3mm in diameter, with an oval cross sectional profile. Such rings when found in isolation are difficult to date; this object could potentially be Bronze Age or much more recent.",,4,Copper alloy,,Returned to finder,Metal detector,,,,,27.22,,50.3,4.7,,1,Simon Maslin,Simon Maslin,South East,Surrey,Guildford,Shere,TQ0949,From finder,51.22978938,-0.44028379,SUR-F52B5D,,SURF52B5D.jpg,,Surrey County Council,Attribution License,https://finds.org.uk/images/smaslin/SURF52B5D.jpg,https://finds.org.uk/images/thumbnails/1098494.jpg
998087,Flanged Axehead,Bronze Age,Bronze Age,BRONZE AGE,2350,1600,"Copper-alloy flanged axehead of early Bronze Age date, Needham 1983, class 5db. It has low flanges, with a very smoothly polished green surface between. Most of the edges (butt, cutting edge, much of the flanges) are fragmentary. It is smaller than usual, with a length of 65mm, width at corroded cutting edge of 32mm, maximum thickness 13mm. Weight 77.40g.



This type of flanged axehead is uncommon. Compare a larger example found in a hoard and recorded at NMGW-0B9997.",,4,Copper alloy,,Returned to finder,Metal detector,2020-01-29T00:00:00Z,2020-02-26T00:00:00Z,,,77.4,,,13,65,1,Helen Geake,Helen Geake,Eastern,Norfolk,Breckland,East Tuddenham,TG0912,,52.66540389,1.08930238,NMS-F6980E,,64079_F6980E_EBA_FlangedAxehead.jpg,Early Bronze Age flanged axehead,Norfolk County Council,Attribution License,https://finds.org.uk/images/awilliamsnorfolk/64079_F6980E_EBA_FlangedAxehead.jpg,https://finds.org.uk/images/thumbnails/1126036.jpg
998106,Chisel,Bronze Age,Bronze Age,BRONZE AGE,-1000,-701,"Incomplete Late Bronze Age tanged chisel with most of the blade missing (an old break). The rectangular-sectioned tang tapers from the discoidal collar or stop with a constant width and diminishing thickness to a blunt terminal. The blade narrows slightly from the collar and then widens to the break. Between the collar and the break there is a very slight and discontinuous encircling rib, perhaps not intended to be decorative. Weight 13.37g. Extant length 50.8mm. Width (i.e. diameter of collar) 12.8mm. c.1000 - c.700 BC.",,4,Copper alloy,,Returned to finder,Metal detector,2019-12-19T00:00:00Z,2019-12-31T00:00:00Z,,,13.37,,,,50.8,1,Andrew Rogerson,Andrew Rogerson,,Norfolk,King's Lynn and West Norfolk,Congham,TF7123,From finder,52.77750198,0.53373441,NMS-F727A5,,25765_F727A5_BA_Chisel.jpg,Incomplete Late Bronze Age tanged chisel,Norfolk County Council,Attribution License,https://finds.org.uk/images/awilliamsnorfolk/25765_F727A5_BA_Chisel.jpg,https://finds.org.uk/images/thumbnails/1143007.jpg
