objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,context,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-28875,433,Dagger,,,,Bronze Age,p0gjgrs6qb2,,"Liverpool Museum, 7419M",7419M,,Liverpool Museum,Locality unknown,,,,,,,,,,,,,,,119,19.5,,,Dark blue green.,,3.5,,,,"Blade bent and broken, mended with small piece of copper plate.",,,Joellen McGann,https://farm9.staticflickr.com/8673/15644428064_b9469d7529_z.jpg,https://farm9.staticflickr.com/8673/15644428064_b9469d7529_b.jpg,https://www.flickr.com/photos/MicroPasts/15644428064,superuser,dirkspart2
BAI-28874,433,Halberd,,,,Bronze Age,p0gjgrs6qb2,,"Liverpool Museum, 7389M",7389M,,Liverpool Museum,Locality unknown,,,,,,,,,,,,,,,346,67.5,,361.46,Brown patina.,,9,,,,Tip of blade and edges slightly broken.,,,Joellen McGann,https://farm8.staticflickr.com/7520/16080983987_20f6159143_z.jpg,https://farm8.staticflickr.com/7520/16080983987_20f6159143_b.jpg,https://www.flickr.com/photos/MicroPasts/16080983987,superuser,dirkspart2
BAI-28873,433,Dirk,,,,Bronze Age,p0gjgrs6qb2,,"Liverpool Museum, 7398M",7398M,,Liverpool Museum,Locality unknown,,,,,,,,,,,,,,,123,41.5,,77.96,"Dull greenish brown, bright yellow metal shows on tip of rib.",,5,,,,Part of blade is missing.,,,Joellen McGann,https://farm8.staticflickr.com/7547/16080983547_f166048815_z.jpg,https://farm8.staticflickr.com/7547/16080983547_f166048815_b.jpg,https://www.flickr.com/photos/MicroPasts/16080983547,superuser,dirkspart2
BAI-28872,433,Dirk,,,,Bronze Age,p0gjgrs6qb2,,"Liverpool Museum, 7393M",7393M,,Liverpool Museum,Locality unknown,,,,,,,,,,,,,,,295,39,,120.47,,Yellow metal.,5,,,,Good preservation.,,,Joellen McGann,https://farm8.staticflickr.com/7576/16079317728_bc569d6339_z.jpg,https://farm8.staticflickr.com/7576/16079317728_bc569d6339_b.jpg,https://www.flickr.com/photos/MicroPasts/16079317728,superuser,dirkspart2
BAI-28871,433,Dagger,,,,Bronze Age,p0gjgrs6qb2,,"Liverpool Museum,7401M",7401M,,Liverpool Museum,Locality unknown,,,,,,,,,,,,,,,153,35.6,,53.15,Dark brown to black.,,4,,,,Blade chipped. Broken and repaired.,,,Joellen McGann,https://farm9.staticflickr.com/8649/16240930026_2b242a09f9_z.jpg,https://farm9.staticflickr.com/8649/16240930026_2b242a09f9_b.jpg,https://www.flickr.com/photos/MicroPasts/16240930026,superuser,dirkspart2
BAI-28870,835,Rapier,,,,Bronze Age,p0gjgrs6qb2,,"Liverpool Museum, 7395 M",7395 M,,Liverpool Museum,locality unknown,,,,,,,,,,,,,,,167,48,,81.5,dark brownish green with black spots.,,4.5,The width measurement given is for the width of the hilt plate.,Edges of blade chipped and bent.,,,,,Nyree Powell,https://farm8.staticflickr.com/7544/16080729659_45d7fd8a58_z.jpg,https://farm8.staticflickr.com/7544/16080729659_45d7fd8a58_b.jpg,https://www.flickr.com/photos/MicroPasts/16080729659,most detailed record,dirkspart2
BAI-28869,835,Dagger,,,,Bronze Age,p0gjgrs6qb2,,"Liverpool Museum, 7392 M.",7392 M,,Liverpool Museum,locality unknown,,,,,,,,,,,,,,,303.5,"31.5, 48",,177.18,black,,5.5,There were two width measurements given. The first for the width of the blade and the second for the width of the hilt plate.,hilt plate slightly damaged.,,,,,Nyree Powell,https://farm9.staticflickr.com/8620/16265029451_04132991ca_z.jpg,https://farm9.staticflickr.com/8620/16265029451_04132991ca_b.jpg,https://www.flickr.com/photos/MicroPasts/16265029451,most detailed record,dirkspart2
BAI-28868,835,Dagger,,,,Bronze Age,p0gjgrs6qb2,,Llangefui Museum.,,,Llangefni Museum,,,,,,,,,,,,,,,,89,"42, 10",,,,,,There were two width measurements given. The first for the width of the edge of the dagger and the second for the width of the butt of the object.,Very fragile,,,,,Nyree Powell,https://farm8.staticflickr.com/7562/16080728359_bfbc702fff_z.jpg,https://farm8.staticflickr.com/7562/16080728359_bfbc702fff_b.jpg,https://www.flickr.com/photos/MicroPasts/16080728359,most detailed record,dirkspart2
BAI-29033,817,DIRK,,,,Bronze Age,p0gjgrs6qb2,D,"Museum of Archaeology, Cambridge,Lichfield Collection. (from Evans Collection).",,,MAA Cambridge,"England,Cambridgeshire,[...] Fen",,,,,,England,Cambridgeshire,,,,,,,,181,24,,112,Black patina -- & some metal showing through.,Slightly rough & dull.,6,"Width shows ""blade 24mm   hilt plate 43mm"". Thickness shows ""blade 6mm"".",,,Sharp midrib & 2 lines running parallel with the cutting edges -- 2 notches.,"B.A.V. Trump. P.P.S. 1962 No.5 p. 97,39",Trump's II Thetford.,JP OConnor,https://farm9.staticflickr.com/8562/16241015986_6634e3530d_z.jpg,https://farm9.staticflickr.com/8562/16241015986_6634e3530d_b.jpg,https://www.flickr.com/photos/MicroPasts/16241015986,only good record,dirkspart2
BAI-28898,859,Dagger,,,,Bronze Age,p0gjgrs6qb2,"Collection:,  Museum of Archaeology. Cambridge,  probably from the late Dr. wellis Collections 1854","Museum of Archaeology.  Cambridge,  probably from the late Dr. Wellis collection 1854.",,,MAA Cambridge,Locality unknown.,,,,,,,,,,,Locality unknown,,,1884,119,77.5,,68,,fairly smooth mostly black,,"Contains a hand drawn 2-dimensional image showing general oval-tripod shape with hole locations on the base.  Base of image is to the left, with the more pointed end (top) to the right as shown.",,,"There is no beveling or midrib on this blade - more like a piece of sheet copper.  Three rivet holes,  2 large + 1 small.  lightly bent.","Prehistoric Bronze 119.  No catalogue,  Bronze 14.  The numbers can be found in a cataglogue called ""Museum of Archaeology"",  Cambridge Antiquarian Society catalogue 170. 1884,",,Clark,https://farm8.staticflickr.com/7564/16266869705_21c3811b74_z.jpg,https://farm8.staticflickr.com/7564/16266869705_21c3811b74_b.jpg,https://www.flickr.com/photos/MicroPasts/16266869705,most detailed record,dirkspart2
BAI-28897,580,Unknown,,Fragment,,Bronze Age,p0gjgrs6qb2,D,"Museum of Archaeology, Cambridge.",,,MAA Cambridge,N. Walton N,,,,,,,,,,,,,,,179,blade 19,,44,dark brown patina of several shades.,corroded in shallow pits,blade 3.5,,,,roughly notched hilt plate same width as blade. Low midrib.,Cambridge Antiquarian Society Catalogue 1911,,Denis Antoine,https://farm8.staticflickr.com/7576/16266868855_a48f6cfbe1_z.jpg,https://farm8.staticflickr.com/7576/16266868855_a48f6cfbe1_b.jpg,https://www.flickr.com/photos/MicroPasts/16266868855,superuser,dirkspart2
BAI-28896,580,Dagger,,,,Bronze Age,p0gjgrs6qb2,,"Museum of Archaeology, Cambridge.",,,MAA Cambridge,Locality unknown,,,,,,,,,,,,,,,115,blade 26.5,,30,dull brown & green patina,smooth & dull,3.5 blade,,,,"No midrib, roughly notched. Damaged",,,Denis Antoine,https://farm8.staticflickr.com/7554/16079332318_496524ac7d_z.jpg,https://farm8.staticflickr.com/7554/16079332318_496524ac7d_b.jpg,https://www.flickr.com/photos/MicroPasts/16079332318,superuser,dirkspart2
BAI-28895,580,Dagger,,,,Bronze Age,p0gjgrs6qb2,,"Museum of Archaeology, Cambridge",,,MAA Cambridge,Locality unknown,,,,,,,,,,,,,,,146.5,Blade 29,,44,green patina. some brown on hilt plate,fairly smooth,Blade 3,,,,No midrib. roughly notched,"Prehistoric Bronzes 127. No catalogue., Bonzes 18. The numbers to be found in a catalogue called ""Museum of Archaeology"", Cambridge Antiquarian Society Catalogue 165. 1884.",,Denis Antoine,https://farm9.staticflickr.com/8606/16265045071_21691dd937_z.jpg,https://farm9.staticflickr.com/8606/16265045071_21691dd937_b.jpg,https://www.flickr.com/photos/MicroPasts/16265045071,superuser,dirkspart2
