objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,context,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-10887,433,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,,"Liverpool Museum,6983 M",6983 M,,Liverpool Museum,site unknown,,,,,,,,,,,,,,,136,38,84,496,Generally brown patina with patches of bright green.,,10,"Width: edge 83.5mm; butt 37.5mm,Weight: 496.12 gms",,,Corner of butt broken off. Edge is damaged + blunted.,,,Joellen McGann,https://farm4.staticflickr.com/3897/14772933877_ebced7b6bd_z.jpg,https://farm4.staticflickr.com/3897/14772933877_ebced7b6bd_b.jpg,https://www.flickr.com/photos/MicroPasts/14772933877,superuser,drawerA1
BAI-10886,433,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,,"Liverpool Museum,6981 M",6981 M,,Liverpool Museum,site unknown,,,,,,,,,,,,,,,109,22,57,174,,,8,"Width: edge 56.5mm; butt 21.5mm,Thickness: 7.5mm,Weight: 173.64 gms",,,,,,Joellen McGann,https://farm4.staticflickr.com/3883/14772934097_1542dfa8e9_z.jpg,https://farm4.staticflickr.com/3883/14772934097_1542dfa8e9_b.jpg,https://www.flickr.com/photos/MicroPasts/14772934097,superuser,drawerA1
BAI-10490,541,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,,"Ludlow Museum, transferred from Whitchurch Museum, Shropshire, from collection of the late Mrs. LLoyd of Rhagatt near Corwen.  Given by her nephew the late Mayor P.T. Godsal.  Iscoyd Pk., nr. Whitchurch. (no. 1)",,,Ludlow Museum,"wales (almost certainly), denbigshire or merionethshire (probably), rhagatt hall (on the estate)",,,,,,Wales,,,,,,,,,160,,79,418.14,Grey green - traces of golden bronze.,"Rather rough, evenly pitted.",11,"Under ""Site"", which is here transcribed word for word, is the word ""unprovenanced"" written in biro.",,,Coppery appearance.  Edge shows signs of [...] grinding,,"Believed to have been found on the estate of Rhagatt Hall, near Corwen, which extends from Merionethshire into Denbighshire, but possibly found in making the terrace at Iscoyd Park in 1855.,  Cf. Inventory of the Ancient Monuments of Flintshire 338,  ,",Tim Mudie,https://farm4.staticflickr.com/3853/14772753648_f3ca264b46_z.jpg,https://farm4.staticflickr.com/3853/14772753648_f3ca264b46_b.jpg,https://www.flickr.com/photos/MicroPasts/14772753648,most detailed record,drawerA1
BAI-10876,433,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,,"Lukis Museum, Guernsey",,,Lukis Museum,site unknown,,,,,,,,,,,,,,,98,27,64,309,,Very pitted. Dark brown metal.,9,"Width: edge 64mm; butt 27mm,Weight: 308.8 gms",,,A good deal damaged.,,,Joellen McGann,https://farm4.staticflickr.com/3856/14936480656_5f0b4b7daf_z.jpg,https://farm4.staticflickr.com/3856/14936480656_5f0b4b7daf_b.jpg,https://www.flickr.com/photos/MicroPasts/14936480656,superuser,drawerA1
BAI-10935,433,Flanged Celt,,,,Bronze Age,p0gjgrs6qb2,,"Manchester Museum,O.923",923,,Manchester Museum,locality unknown,,,,,,,,,,,,,,,119,34,63,255,"A suggestion of blackish patina, with golden bronze showing all over.",Smooth.,12,"Width: edge 63mm; middle 34mm; butt 28mm,Thickness: 11.5mm; 10mm; 11mm,Weight: 255.15 gms",,,"The ""stop"" in the centre of each face is not very defined. Faceted sides. Indented hammer marks on the faces.",,,Joellen McGann,https://farm4.staticflickr.com/3854/14956358851_a99ea7d9be_z.jpg,https://farm4.staticflickr.com/3854/14956358851_a99ea7d9be_b.jpg,https://www.flickr.com/photos/MicroPasts/14956358851,superuser,drawerA1
BAI-10851,64,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,,"Bury St. Edmunds,Now F12.",F12,,Moyses Hall Museum,locality unknown,,,,,,,,,,,,,,,115,"edge 66,middle 46,butt 30",,354.37,No patina,rough dark brown,11,,,,,,,Hugh Fiske,https://farm4.staticflickr.com/3860/14959129902_8c2ed69049_z.jpg,https://farm4.staticflickr.com/3860/14959129902_8c2ed69049_b.jpg,https://www.flickr.com/photos/MicroPasts/14959129902,superuser,drawerA1
BAI-10926,433,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,,"now in London Museum,Brentford Public Library,O1165,Layton Collection",O1165,,Museum of London,locality unknown,,,,,,,,,,,,,,,95,18,34,,"No patina, dark brown coppery colour.",Surface of reverse heavily pitted and filed.,9,"Length: 94.5mm,Width: edge 34mm; middle 30mm; butt 18mm,Thickness: 9mm; 9.5mm; 10mm",,,"Very coppery appearance. Edge appears to be filed, also part of face.",,,Joellen McGann,https://farm4.staticflickr.com/3840/14956360491_3fa47613c5_z.jpg,https://farm4.staticflickr.com/3840/14956360491_3fa47613c5_b.jpg,https://www.flickr.com/photos/MicroPasts/14956360491,superuser,drawerA1
BAI-10925,433,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,,"now in London Museum,Brentford Public Library,Layton Collection,O1168",O1168,,Museum of London,locality unknown,,,,,,,,,,,,,,,158,48,104,,Mottled light and dark green on face. Other side mottled greeny brown.,The under side seems more roughly cast. Some heavy scratchings towards edge on face.,13,"Width: edge 104mm; middle 74mm; butt 48mm,Thickness: 13mm; 9mm",,,Good condition.,,,Joellen McGann,https://farm6.staticflickr.com/5581/14772926567_cbc0255a15_z.jpg,https://farm6.staticflickr.com/5581/14772926567_cbc0255a15_b.jpg,https://www.flickr.com/photos/MicroPasts/14772926567,superuser,drawerA1
BAI-10924,226,Hammer-Flanged Flat Axe,Flanged,,,Bronze Age,p0gjgrs6qb2,d,"Brentford Public Library, Layton Colln, o1169, Now in London Museum",1169,,Museum of London,locality unknown (believed thames),,,,,,,,,,,,,,,125,"middle 33.5, butt 25",72,,,,"11.25, nearly 10",,Butt is cracked & bent,,,,Unacc.,Elaine Dale,https://farm4.staticflickr.com/3848/14772794370_d8c54efbbd_z.jpg,https://farm4.staticflickr.com/3848/14772794370_d8c54efbbd_b.jpg,https://www.flickr.com/photos/MicroPasts/14772794370,superuser,drawerA1
BAI-10923,433,Flanged Celt,,,,Bronze Age,p0gjgrs6qb2,,"Brentford Public Library,Layton Collection,O1166,Now in The London Museum",AO1166,,Museum of London,locality unknown (believed thames),,,,,,,,,,,,,,,158,33,91,,No patina.,"Golden brown bronze, mottled darker brown.",9,"Width: edge 91mm; middle 52mm; butt 33mm,Thickness: 8.5mm; 9.5mm; 10.75mm",,,Slightly flanged.,,OK,Joellen McGann,https://farm6.staticflickr.com/5577/14956361481_21d8bd386d_z.jpg,https://farm6.staticflickr.com/5577/14956361481_21d8bd386d_b.jpg,https://www.flickr.com/photos/MicroPasts/14956361481,superuser,drawerA1
BAI-10841,64,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,d,"Royal Scottish Museum, Edinburgh,Reg. No. 1890.497",1890.497,,National Museum of Scotland,scotland or ireland,,,,,,Ireland,,,,,,,,,102,62; centre 32; butt 24,,222,dark brown,worn & badly pitted,8: 8,,,,"Celt, bronze, flat type, expanding towards cutting edge which is imperfect.",,,Hugh Fiske,https://farm4.staticflickr.com/3921/14936488326_a2a8a58518_z.jpg,https://farm4.staticflickr.com/3921/14936488326_a2a8a58518_b.jpg,https://www.flickr.com/photos/MicroPasts/14936488326,superuser,drawerA1
BAI-10840,64,Hammer-flanged Flat Axe,Flanged,,,Bronze Age,p0gjgrs6qb2,d,"Royal Scottish Museum, Edinburgh,Reg. No. 1890.500",1890.500,,National Museum of Scotland,scotland or ireland,,,,,,Ireland,,,,,,,,,117,"62, centre 33,butt 38",,382,"Bronze colour, dark in places.",in fair condition,13,,,,"Celt, bronze, faces tapering both ways from a low transverse ridge; straight sides, lunette edge, butt slightly ""upset"" by hammering.",,,Hugh Fiske,https://farm6.staticflickr.com/5593/14772805979_749a9f935a_z.jpg,https://farm6.staticflickr.com/5593/14772805979_749a9f935a_b.jpg,https://www.flickr.com/photos/MicroPasts/14772805979,superuser,drawerA1
BAI-10966,433,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,,Penzance Museum,,,Penzance Museum,locality unknown,,,,,,,,,,,,,,,124,,63,,,"Ornamented on one side with punched lines. Smooth matte surface, no particular colour, but inclined to be green.",,,,,No trace of flanges on hammered sides.,,,Joellen McGann,https://farm4.staticflickr.com/3868/14936463496_362b63c6a8_z.jpg,https://farm4.staticflickr.com/3868/14936463496_362b63c6a8_b.jpg,https://www.flickr.com/photos/MicroPasts/14936463496,superuser,drawerA1
BAI-10965,433,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,,Penzance Museum,,,Penzance Museum,locality unknown,,,,,,,,,,,,,,,173,,90,,,"Matte green, zig-zag ornament on one face, non on the other.",,,,,"Marked thickening at centre for stop-ridges; no signs of flanges. Edge slightly dented, but this has been produced in the casting.",,,Joellen McGann,https://farm4.staticflickr.com/3915/14936463746_b7a7934b17_z.jpg,https://farm4.staticflickr.com/3915/14936463746_b7a7934b17_b.jpg,https://www.flickr.com/photos/MicroPasts/14936463746,superuser,drawerA1
BAI-10964,433,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,,"Pitt-Rivers Museum, Oxford,J. Wickham Flower Collection",,,Pitt Rivers Museum,locality unknown,,,,,,,,,,,,,,,126,28,79,,,Smoothed surfaces.,10,"Width: butt 28mm; centre 41.5mm; edge 79mm,Thickness: 9.5mm",Bronze,,Squared margins with very low flanging along sides of both faces. Flaw at butt end.,,,Joellen McGann,https://farm4.staticflickr.com/3903/14772781089_2f1f5abd6c_z.jpg,https://farm4.staticflickr.com/3903/14772781089_2f1f5abd6c_b.jpg,https://www.flickr.com/photos/MicroPasts/14772781089,superuser,drawerA1
BAI-11004,433,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,,"W. Christopher Martins,George Rd. Edgbaston",,,Private Collection,locality unknown,,,,,,,,,,,,,,,162,128,36,,Nearly black,Rough,11,Width: butt 128; edge 34mm [?possibly transposed],Bronze,,"Very blunt edges, possibly merely a cast plate not finished.",,,Joellen McGann,https://farm6.staticflickr.com/5596/14936458206_41a59efa79_z.jpg,https://farm6.staticflickr.com/5596/14936458206_41a59efa79_b.jpg,https://www.flickr.com/photos/MicroPasts/14936458206,superuser,drawerA1
BAI-11003,433,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,,"Mr. Christopher Martins Collection,George Rd. Birmingham",,,Private Collection,locality unknown,,,,,,,,,,,,,,,152,,85,,Dark bronze green,Nearly flat and smooth,,,Bronze,,,,,Joellen McGann,https://farm4.staticflickr.com/3869/14936458266_74f7a040f7_z.jpg,https://farm4.staticflickr.com/3869/14936458266_74f7a040f7_b.jpg,https://www.flickr.com/photos/MicroPasts/14936458266,superuser,drawerA1
BAI-11002,433,Flat Axe,,Fragment,,Bronze Age,p0gjgrs6qb2,A1,"Fleming, Mrs. Ian - private (1976), no. 5",5,,Private Collection,unprovenanced,,,,,,,,,,,,,,,73,58,,,,"Dark green 1 side, greenish-brown the other.",,,,,"""Blade half"" only. Slight hammered flanges. Striated damage to edges. Decorated",,PI; DF (BM); SI; CI,Joellen McGann,https://farm4.staticflickr.com/3858/14959455795_65c1bbda17_z.jpg,https://farm4.staticflickr.com/3858/14959455795_65c1bbda17_b.jpg,https://www.flickr.com/photos/MicroPasts/14959455795,superuser,drawerA1
BAI-11001,433,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1925,F5713,S.G. Denton Esq,113/14,33 Cranbourn Street, WL,Bought at Christie's 26.3.25,probably from the Jas. Burton Collection dispersed in London July 1836 + acquired by the then Marquis of Breadalbane,The property of Lieut. Col. The Hon. T.G. Breadalbane Morgan-Grenville-Gavin, DSO.MC",,,Private Collection,locality unknown,,,auction,,,,,,,,,,,,94,47,82,,Thick patina very dark green. Almost black.,Smooth,14,"Width: edge 82mm; butt 47mm,Thickness: 13.5mm",Probably copper,,Butt is broken off and has been drilled,,,Joellen McGann,https://farm4.staticflickr.com/3893/14772848538_872d652ebd_z.jpg,https://farm4.staticflickr.com/3893/14772848538_872d652ebd_b.jpg,https://www.flickr.com/photos/MicroPasts/14772848538,superuser,drawerA1
BAI-11000,433,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,75712,S.G. Fenton Esq.,33 Cranbourn St. WL,Purchased Chrsties 26.3.25, 113/14,probably from the Jas Burton Collection dispersed in London July 1836 and acquired by the then Marquis of Breadalbane.,The property of Lieut. Col. Breadalbane Morgan Grenville-Gavin",,,Private Collection,locality unknown,,,,,,,,,,,,,,,127,24,76,,Some emerald green,Pocked badly on reverse. Dull golden bronze. Spots of encrustment on reverse.,9,"Width: edge 76mm; middle 38mm; butt 23.5mm,Thickness: 8.5mm; 11mm",,,Incised decoration on both faces,,"Old Labels: 397 + 1926,Mr. Fenton considers this a very doubtful specimen and Mr. Reginald Smith agrees with him. ""Possibly a copy"" (vide S97).",Joellen McGann,https://farm4.staticflickr.com/3922/14959456125_13be15a10c_z.jpg,https://farm4.staticflickr.com/3922/14959456125_13be15a10c_b.jpg,https://www.flickr.com/photos/MicroPasts/14959456125,superuser,drawerA1
BAI-10999,433,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,75737,1925,S.G. Fenton Esq.,33 Cranbourn St. WL",,,Private Collection,locality unknown,,,,,,,,,,,,,,,132,54,88,,Pale fawny green with lighter patches and some light earth,Smooth; very slightly pocked,11,"Width: edge 87.5mm; middle 54mm; butt 46mm,Thickness: 10.5mm; 14mm; 11mm; 6.5mm",,,,,,Joellen McGann,https://farm4.staticflickr.com/3890/14772781400_5aaf8270bb_z.jpg,https://farm4.staticflickr.com/3890/14772781400_5aaf8270bb_b.jpg,https://www.flickr.com/photos/MicroPasts/14772781400,superuser,drawerA1
BAI-10998,433,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,S.G. Fenton Esq.,75737,1925,33 Cranbourn St. WL",,,Private Collection,locality unknown,,,,,,,,,,,,,,,91,49,58,,"Dirty, thin, light green",,8,"Width: edge57.5mm; at section 49mm; butt 33.5mm,Thickness: 7.5mm; 4.75mm; 2mm",,,The edge is burred. A rough casting - coppery looking,,,Joellen McGann,https://farm6.staticflickr.com/5565/14772781630_e354109d29_z.jpg,https://farm6.staticflickr.com/5565/14772781630_e354109d29_b.jpg,https://www.flickr.com/photos/MicroPasts/14772781630,superuser,drawerA1
BAI-10997,433,Flat Axe,,,,Bronze Age,p0gjgrs6qb2,,"Mr. J.M. Dame - private,Yaldhurst, Gun Lane, Blackboys, E. Sussex, TN22 SLA,-Acquired by Mr. Dame's father from a golfing friend at the Ferndean Golf Club, Dorset in the late 1920's - early 1930's",,,Private Collection,"unprovenanced,possibly dorset",,,,,,England,Dorset,,,,,,,,127,33,82,,,"Areas rich brown patina: mainly flaked to green dry sur., or rubbed off.",10,,,,"Dimensions: EL 126.8mm; We 82.2mm; max T 10mm; EWbt 33mm; T. e. bev. 6.5,Typology: faces rise towards edges slightly in places - but no flanges; no stop bev.; e. bev. extant; frag. of rain pattern dec. surviving on centre of one face; sides may have been facetted.,Condition: edge blunted, with two ? saw notches - not obviously recent; butt blunted - dull gold: recent dam.",,"Archive: PIF,PRBAF: DF (C); SI,Ext.: CI,Rec. SN May 78,Source: MV (submitted to Lewes)",Joellen McGann,https://farm4.staticflickr.com/3880/14959456405_f8d3b2465a_z.jpg,https://farm4.staticflickr.com/3880/14959456405_f8d3b2465a_b.jpg,https://www.flickr.com/photos/MicroPasts/14959456405,superuser,drawerA1
