objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,context,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-44949,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UII3,"Museum of Archaeology & Ethnology, Cambridge,54/7",54/7,,MAA Cambridge,Ireland,,,,,,Ireland,,Ireland,,,,,,,92,socket 45,55,295,Black patina & metal showing through.,Smooth,socket 43.5,,,,"Round socket. Boldly projecting rim, sides rounded. Loops widens broadly where it joins the sides. Blunt edge. A hole 10mm across on one face near rim. Faint traces of a collar.","Foster Bequest, 33, catalogue.,Prehistoric Bronzes, 64, Catalogue is lost.",,Joellen McGann,https://farm1.staticflickr.com/621/21278048660_090e068587_z.jpg,https://farm1.staticflickr.com/621/21278048660_090e068587_b.jpg,https://www.flickr.com/photos/115096994@N02/21278048660,superuser,IrishAxesPt2
BAI-44948,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UII3,"Museum of Archaeology & Ethnology, Cambridge,presented by Mrs. Lawrence Humphrey,Annual Records, 1911.7 (the numbers do not always correspond)",,,MAA Cambridge,Ireland,,,,,,Ireland,,Ireland,,,,,,,72,socket 39,41,107,Dark brown flakes on pale green & brown,Rough & flaky,socket 32,,,,"Socket broken - square mouth, pieces of wood inside.",,,Joellen McGann,https://farm6.staticflickr.com/5813/20845009423_abae46e242_z.jpg,https://farm6.staticflickr.com/5813/20845009423_abae46e242_b.jpg,https://www.flickr.com/photos/115096994@N02/20845009423,superuser,IrishAxesPt2
BAI-44947,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UII3,"Ethnological Museum, cambridge,1275,Read Gift",,,MAA Cambridge,Ireland,,,,,,Ireland,,Ireland,,,,,,,59,socket 35,33,77.96,No patina,Rough dark green,socket 31,,,,,,,Joellen McGann,https://farm1.staticflickr.com/631/21278263148_d87bed9fd2_z.jpg,https://farm1.staticflickr.com/631/21278263148_d87bed9fd2_b.jpg,https://www.flickr.com/photos/115096994@N02/21278263148,superuser,IrishAxesPt2
BAI-44988,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,UII1,"Sotheby's Sale, 19.11.24,626,Collection of W. J. Knowles MRIA of Flixton Place, Ballymena",,,Private Collection,"Irealnd,Londonderry,Portglenone",,,auction,,,,,"Portglenone, Ballymena, Ballymena Bt44, UK",,,,,,,87,socket 45.5,60,,"Traces of thin patina green, over brownish bronze.",Fairly smooth and mostly dark brown bronze.,socket 41,,,,"There are four ribs at the bottom of socket. Corroded at edge, but more at the back (other side)",,,Joellen McGann,https://farm1.staticflickr.com/669/21278259348_67bd094f13_z.jpg,https://farm1.staticflickr.com/669/21278259348_67bd094f13_b.jpg,https://www.flickr.com/photos/115096994@N02/21278259348,superuser,IrishAxesPt2
BAI-44929,433,Socketed Axe,Hatched Shaped,,,Bronze Age,p0gjgrs6qb2,Hatchet 3,"Sotheby's Sale, 19.11.24,624,Collection of W. J. Knowles, MRIA of Flixton Place, Ballymena",,,Private Collection,"Ireland,Label: Mile from Battery on Larne Road",,,auction,,,Ireland,County Antrim,"Larne Rd, Ballynure, Ballyclare Bt39 9ud, UK",,,,,,,58,socket 38.5,48.5,,Thick pale olive green,Smooth. Slightly pocked.,socket 26.5,,,,Cast marks show.,,,Joellen McGann,https://farm1.staticflickr.com/703/21278264918_7bebe364f9_z.jpg,https://farm1.staticflickr.com/703/21278264918_7bebe364f9_b.jpg,https://www.flickr.com/photos/115096994@N02/21278264918,superuser,IrishAxesPt2
BAI-31346,580,Socketed Knife,,,,Bronze Age,p0gjgrs6qb2,D,"Salisbury, S. Wilts and Blackmoor Museum, 163 Brackstone Collection",B163,,Blackmoor Museum,"Ireland, Co Kerry",,,,,,Ireland,County Kerry,"Comté De Kerry, Co. Kerry, Ireland",,,,,,,166,blade 23; socket 27; 26,,94.25,brown & bronze showing,,socket 15,,,,,,,Denis Antoine,https://farm9.staticflickr.com/8629/16662037585_1dcc87f355_z.jpg,https://farm9.staticflickr.com/8629/16662037585_1dcc87f355_b.jpg,https://www.flickr.com/photos/MicroPasts/16662037585,superuser,irishB10
BAI-31335,580,Knife,Tanged,,,Bronze Age,p0gjgrs6qb2,,BM. 63. 1-22. 108,1863. 1-22. 108,,British Museum,No provenance (? Ireland),,,,,,Ireland,,,,,,,,,,,,,,,,,,,long narrow tang.,,,Denis Antoine,https://farm9.staticflickr.com/8567/16454730527_71f8d9309b_z.jpg,https://farm9.staticflickr.com/8567/16454730527_71f8d9309b_b.jpg,https://www.flickr.com/photos/MicroPasts/16454730527,superuser,irishB10
BAI-31323,580,Socketed Sickle,,Fragment,,Bronze Age,p0gjgrs6qb2,Fox. I. var.,BM. 54. 12-27. 39,1854.12-27.39,,British Museum,"? Ireland, south.",,,,,,Ireland,,,,,,,,,,,,,,,,,,,Blade broken off. Continuous curved back.,Not in Fox 1939.,,Denis Antoine,https://farm9.staticflickr.com/8636/16042114373_a446a4e60b_z.jpg,https://farm9.staticflickr.com/8636/16042114373_a446a4e60b_b.jpg,https://www.flickr.com/photos/MicroPasts/16042114373,superuser,irishB10
BAI-31318,580,Socketed Sickle,,,,Bronze Age,p0gjgrs6qb2,,"London, British Museum 54.12-27.39",1854.12-27.39,,British Museum,Probably S. Ireland,,,,,,Ireland,,,,,,,,,101,30,,,,,,,,,,,KW,Denis Antoine,https://farm9.staticflickr.com/8674/16661010022_3b8bd438ed_z.jpg,https://farm9.staticflickr.com/8674/16661010022_3b8bd438ed_b.jpg,https://www.flickr.com/photos/MicroPasts/16661010022,superuser,irishB10
BAI-31188,580,Macehead,,,,Bronze Age,p0gjgrs6qb2,,BM. 63. 1-22. 78,1863. 1-22. 78,,British Museum,Westmeath,,,,,,Ireland,County Westmeath,"Comté De Westmeath, Co. Westmeath, Ireland",,,,,,,,,,,,,,,,,,,,Denis Antoine,https://farm9.staticflickr.com/8579/16042124313_714e5e7cef_z.jpg,https://farm9.staticflickr.com/8579/16042124313_714e5e7cef_b.jpg,https://www.flickr.com/photos/MicroPasts/16042124313,superuser,irishB10
