objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,context,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-21434,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,Chelmsford Museum,,,Chelmsford Museum,,,,,,,,,,,,,,,,107,39,42,305,Brownish green patina.,"Mostly polished, rather pocked.",40,Weight: 304.76 gms,,,,,,Joellen McGann,https://farm4.staticflickr.com/3932/15413747279_23efb4fd8d_z.jpg,https://farm4.staticflickr.com/3932/15413747279_23efb4fd8d_b.jpg,https://www.flickr.com/photos/MicroPasts/15413747279,superuser,drawerA5A6
BAI-21433,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,Chelmsford Museum,,,Chelmsford Museum,,,,,,,,,,,,,,,,125,41,40,354,Emerald green patina.,"Fairly smooth, rather pitted. Bronze visible in places. Light coloured earth adheres near socket and loop.",40,Weight: 354.37 gms,,,,,,Joellen McGann,https://farm6.staticflickr.com/5602/15414370237_331f6e7346_z.jpg,https://farm6.staticflickr.com/5602/15414370237_331f6e7346_b.jpg,https://www.flickr.com/photos/MicroPasts/15414370237,superuser,drawerA5A6
BAI-19770,658,Looped sockETED Axe,,,,Bronze Age,p0gjgrs6qb2,UIII2,"Christchurch Museum, Hants.",,,Christchurch Museum,"Found at Sixpenny Handley, Dorset,1924. Calkin suggests on Sixpenny Handley Down, but there does not seem to be any substantiation.,There is no evidence that this,forms part of the Sixpenny,Handley Hoard in Dorchester,Museum.",,yes,downland,,,England,Dorset,"Sixpenny Handley, Salisbury, Dorset Sp5, UK",,,,,,1924,,,,,Blotchy greenish patina.,,,,,,,"Socketed Axe - plain,S.E. type.","Card submitted by C.N. Moore,,Assistant Curator, Salisbury,Museum,Feb. 1970.",Susan Magyarody,https://farm6.staticflickr.com/5599/15413549568_a099fbe3b7_z.jpg,https://farm6.staticflickr.com/5599/15413549568_a099fbe3b7_b.jpg,https://www.flickr.com/photos/MicroPasts/15413549568,only good record,drawerA5A6
BAI-21441,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,Colchester Museum,,,Colchester Museum,,,,,,,,,,,,,,,,82,19,27,90,Olive green patina.,Smooth - but very slight corrosion of emerald green.,21,"Length: 81.5mm,Width: edge 26.5mm; socket 18.5mm,Weight: 90.36 gms",,,Cast marks are prominent - even on the edge. The socket is full of clay.,,,Joellen McGann,https://farm4.staticflickr.com/3942/15600363665_627f173c41_z.jpg,https://farm4.staticflickr.com/3942/15600363665_627f173c41_b.jpg,https://www.flickr.com/photos/MicroPasts/15600363665,superuser,drawerA5A6
BAI-21440,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Colchester Museum,Price Collection No. 1886; Old Mus. Cat. No. 639; Acton Collection 108",1886,,Colchester Museum,,,,,,,,,,,,,,,,76,37,48,168,A dull smooth light green patina.,A little rough owing to a dark green corrosion with gravel or clay adhering to the patina. Earth in socket.,35,"Length: 75.5mm,Weight: 168.3 gms",,,Marks from casting are fairly plain. Four interior ribs.,,,Joellen McGann,https://farm6.staticflickr.com/5607/15413746599_aa03640480_z.jpg,https://farm6.staticflickr.com/5607/15413746599_aa03640480_b.jpg,https://www.flickr.com/photos/MicroPasts/15413746599,superuser,drawerA5A6
BAI-21439,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Colchester Museum,Price Cat. 1885, Acton Collection No. 107,Old Mus. Cat. No. 639",1885,,Colchester Museum,,,,,,,,,,,,,,,,76,37,39,186,Very dark greeny brown patina.,Smooth - a little light green corrosion. Traces of clay on loop and the other corresponding side.,32,"Length: 75.5mm,Thickness: socket 31.5mm,Weight: 186.04 gms",,,,,,Joellen McGann,https://farm4.staticflickr.com/3947/15414766650_7f754e4b6f_z.jpg,https://farm4.staticflickr.com/3947/15414766650_7f754e4b6f_b.jpg,https://www.flickr.com/photos/MicroPasts/15414766650,superuser,drawerA5A6
BAI-21438,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Colchester Museum,Price cat. 1888; Old Mus. Cat. No. 639, Acton Collection",1888,,Colchester Museum,,,,,,,,,,,,,,,,59,37,38,83,"Very dark green patina almost a black, stained with dark rust and traces of light earth.",Smooth,16,Weight: 83.28 gms,,,Socketed is much flattened.,,,Joellen McGann,https://farm4.staticflickr.com/3954/15601200142_d7a9f7dd9c_z.jpg,https://farm4.staticflickr.com/3954/15601200142_d7a9f7dd9c_b.jpg,https://www.flickr.com/photos/MicroPasts/15601200142,superuser,drawerA5A6
BAI-21437,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Colchester Museum,Price Cat. No. 1879,Old Museum cat. No. 639,Acton Collection",1879,,Colchester Museum,,,,,,,,,,,,,,,,93,43,68,273,"No patina, dark bronze colour.","Smooth generally, although a little roughness from casting.",40,"Thickness: socket 39.5mm,Weight: 272.87 gms",,,,"The type figured by Evans, figs 119.167",,Joellen McGann,https://farm6.staticflickr.com/5601/15414256608_1c05754edb_z.jpg,https://farm6.staticflickr.com/5601/15414256608_1c05754edb_b.jpg,https://www.flickr.com/photos/MicroPasts/15414256608,superuser,drawerA5A6
BAI-21452,433,Socketed Axe,,,,Bronze Age,p0gjgrs6qb2,,"Dorchester Museum, 1884.2.8,Cunnington Collection",1884.2.8,,Dorchester Museum,Unprovenanced,,,,,,,,,,,,,,,,,,,,,,,,,,,PI; CI; SI,Joellen McGann,https://farm4.staticflickr.com/3946/15414765120_36898abbe7_z.jpg,https://farm4.staticflickr.com/3946/15414765120_36898abbe7_b.jpg,https://www.flickr.com/photos/MicroPasts/15414765120,superuser,drawerA5A6
BAI-21451,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Dorchester Museum,269[H],Hall Collection",269[H],,Dorchester Museum,Exact locality unknown,,,,,,,,,,,,,,,112,46,52,,Pale green patina.,,40,,,,One loop; small chip from socket.,,,Joellen McGann,https://farm4.staticflickr.com/3955/15413745509_6f39a3b708_z.jpg,https://farm4.staticflickr.com/3955/15413745509_6f39a3b708_b.jpg,https://www.flickr.com/photos/MicroPasts/15413745509,superuser,drawerA5A6
BAI-21450,433,Socketed Axe,,,,Bronze Age,p0gjgrs6qb2,,"Dorchester Museum, 1902.1.10",1902.1.10,,Dorchester Museum,Unprovenenced,,,,,,,,,,,,,,,,,,,,,,,,,,,PI; CI; SI,Joellen McGann,https://farm4.staticflickr.com/3939/15414368307_d361f45ff7_z.jpg,https://farm4.staticflickr.com/3939/15414368307_d361f45ff7_b.jpg,https://www.flickr.com/photos/MicroPasts/15414368307,superuser,drawerA5A6
BAI-21449,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Dorchester Museum, 272,Cunnington Collection",272,,Dorchester Museum,Exact locality unknown,,,,,,,,,,,,,,,122,33,33,,Green patina with red patches.,,36,,,,Corner near edge damaged.,,,Joellen McGann,https://farm4.staticflickr.com/3950/15414368427_6a62d1ceb9_z.jpg,https://farm4.staticflickr.com/3950/15414368427_6a62d1ceb9_b.jpg,https://www.flickr.com/photos/MicroPasts/15414368427,superuser,drawerA5A6
